group,method,display_method,scope,comparable,query_id,category,category_label,split,MRR@10,Hit@1,Hit@5,Hit@10,Recall@10,nDCG@10,gold_count,retrieved_gold_count
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-47_qa_133,4,Single-Hop,test,0.1111111111111111,0.0,0.0,1.0,1.0,0.3010299956639812,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-47_qa_134,4,Single-Hop,test,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-47_qa_135,4,Single-Hop,test,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-47_qa_136,4,Single-Hop,test,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-47_qa_137,4,Single-Hop,test,0.5,0.0,1.0,1.0,1.0,0.6309297535714575,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-47_qa_138,4,Single-Hop,test,0.125,0.0,0.0,1.0,1.0,0.31546487678572877,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-47_qa_139,4,Single-Hop,test,0.25,0.0,1.0,1.0,1.0,0.43067655807339306,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-47_qa_140,4,Single-Hop,test,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-47_qa_141,4,Single-Hop,test,0.1,0.0,0.0,1.0,0.5,0.17723928678404774,2.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-47_qa_142,4,Single-Hop,test,0.125,0.0,0.0,1.0,0.5,0.19342640361727081,2.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-47_qa_143,4,Single-Hop,test,1.0,1.0,1.0,1.0,0.5,0.6131471927654584,2.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-47_qa_144,4,Single-Hop,test,0.14285714285714285,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-47_qa_145,4,Single-Hop,test,0.5,0.0,1.0,1.0,1.0,0.6309297535714575,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-47_qa_146,4,Single-Hop,test,0.5,0.0,1.0,1.0,1.0,0.6309297535714575,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-47_qa_147,4,Single-Hop,test,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-47_qa_148,4,Single-Hop,test,0.1,0.0,0.0,1.0,1.0,0.2890648263178879,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-47_qa_149,4,Single-Hop,test,0.25,0.0,1.0,1.0,1.0,0.43067655807339306,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_0,2,Temporal,dev,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_1,1,Multi-Hop,dev,1.0,1.0,1.0,1.0,0.6666666666666666,0.617319681505689,3.0,2.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_2,2,Temporal,dev,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_3,2,Temporal,dev,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_4,2,Temporal,dev,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_5,3,Open-Domain,dev,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_6,1,Multi-Hop,dev,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_7,2,Temporal,dev,0.5,0.0,1.0,1.0,1.0,0.6309297535714575,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_8,1,Multi-Hop,dev,0.25,0.0,1.0,1.0,0.5,0.298254219601818,4.0,2.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_9,2,Temporal,dev,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_10,2,Temporal,dev,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_11,3,Open-Domain,dev,0.1111111111111111,0.0,0.0,1.0,0.25,0.11751610475642714,4.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_12,2,Temporal,dev,0.2,0.0,1.0,1.0,1.0,0.38685280723454163,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_13,1,Multi-Hop,dev,0.16666666666666666,0.0,0.0,1.0,0.5,0.2622073738811406,4.0,2.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_14,1,Multi-Hop,dev,0.3333333333333333,0.0,1.0,1.0,1.0,0.6271823208439088,4.0,4.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_15,4,Single-Hop,dev,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_16,4,Single-Hop,dev,1.0,1.0,1.0,1.0,1.0,0.8772153153380493,2.0,2.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_17,2,Temporal,dev,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_18,3,Open-Domain,dev,0.1,0.0,0.0,1.0,1.0,0.2890648263178879,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_19,1,Multi-Hop,dev,1.0,1.0,1.0,1.0,0.5,0.6131471927654584,2.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_20,1,Multi-Hop,dev,0.25,0.0,1.0,1.0,0.4,0.26687965254220064,5.0,2.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_21,2,Temporal,dev,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_22,2,Temporal,dev,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_23,3,Open-Domain,dev,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_24,1,Multi-Hop,dev,0.5,0.0,1.0,1.0,1.0,0.6340499455108034,3.0,3.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_25,4,Single-Hop,dev,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_26,2,Temporal,dev,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_27,2,Temporal,dev,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_28,3,Open-Domain,dev,0.16666666666666666,0.0,0.0,1.0,1.0,0.3562071871080222,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_29,2,Temporal,dev,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_30,2,Temporal,dev,0.5,0.0,1.0,1.0,1.0,0.6309297535714575,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_31,2,Temporal,dev,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_32,2,Temporal,dev,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_33,4,Single-Hop,dev,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_34,2,Temporal,dev,0.2,0.0,1.0,1.0,1.0,0.38685280723454163,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_35,2,Temporal,dev,0.25,0.0,1.0,1.0,1.0,0.43067655807339306,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_36,3,Open-Domain,dev,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_37,2,Temporal,dev,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_38,2,Temporal,dev,0.5,0.0,1.0,1.0,1.0,0.6309297535714575,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_39,1,Multi-Hop,dev,0.3333333333333333,0.0,1.0,1.0,0.4,0.30078518014914984,5.0,2.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_40,3,Open-Domain,dev,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_41,1,Multi-Hop,dev,0.1,0.0,0.0,1.0,0.25,0.11284514134893527,4.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_42,4,Single-Hop,dev,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,2.0,2.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_43,2,Temporal,dev,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_44,2,Temporal,dev,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_45,2,Temporal,dev,0.5,0.0,1.0,1.0,1.0,0.6309297535714575,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_46,2,Temporal,dev,1.0,1.0,1.0,1.0,1.0,0.8451850618939637,3.0,3.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_47,2,Temporal,dev,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_48,3,Open-Domain,dev,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_49,4,Single-Hop,dev,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_50,2,Temporal,dev,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_51,2,Temporal,dev,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_52,2,Temporal,dev,0.16666666666666666,0.0,0.0,1.0,1.0,0.3562071871080222,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_53,2,Temporal,dev,0.3333333333333333,0.0,1.0,1.0,1.0,0.5706417189553201,2.0,2.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_54,2,Temporal,dev,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_55,2,Temporal,dev,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_56,2,Temporal,dev,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_57,2,Temporal,dev,0.5,0.0,1.0,1.0,1.0,0.6309297535714575,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_58,4,Single-Hop,dev,0.25,0.0,1.0,1.0,1.0,0.448643819352159,2.0,2.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_59,4,Single-Hop,dev,0.125,0.0,0.0,1.0,0.5,0.19342640361727081,2.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_60,2,Temporal,dev,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_61,4,Single-Hop,dev,0.25,0.0,1.0,1.0,0.5,0.2640681225725909,2.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_62,4,Single-Hop,dev,1.0,1.0,1.0,1.0,1.0,0.8175295903539445,2.0,2.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_63,4,Single-Hop,dev,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_64,4,Single-Hop,dev,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_65,2,Temporal,dev,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_66,2,Temporal,dev,0.5,0.0,1.0,1.0,1.0,0.6309297535714575,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_67,4,Single-Hop,dev,1.0,1.0,1.0,1.0,0.5,0.6366824387328317,4.0,2.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_68,2,Temporal,dev,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_69,4,Single-Hop,dev,0.5,0.0,1.0,1.0,0.6666666666666666,0.5307212739772434,3.0,2.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_70,3,Open-Domain,dev,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_71,2,Temporal,dev,0.5,0.0,1.0,1.0,1.0,0.6309297535714575,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_72,4,Single-Hop,dev,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_73,1,Multi-Hop,dev,1.0,1.0,1.0,1.0,1.0,0.8503449055347546,2.0,2.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_74,4,Single-Hop,dev,0.5,0.0,1.0,1.0,0.5,0.38685280723454163,2.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_75,3,Open-Domain,dev,0.2,0.0,1.0,1.0,1.0,0.38685280723454163,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_76,2,Temporal,dev,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_77,1,Multi-Hop,dev,1.0,1.0,1.0,1.0,0.5,0.6131471927654584,2.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_78,2,Temporal,dev,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_79,1,Multi-Hop,dev,0.3333333333333333,0.0,1.0,1.0,0.5,0.3065735963827292,2.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_80,1,Multi-Hop,dev,0.5,0.0,1.0,1.0,0.3333333333333333,0.2960819109658652,3.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_81,2,Temporal,dev,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_82,1,Multi-Hop,dev,0.2,0.0,1.0,1.0,0.4,0.252016380211836,5.0,2.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_83,1,Multi-Hop,dev,0.5,0.0,1.0,1.0,1.0,0.5640920940185894,2.0,2.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_84,1,Multi-Hop,dev,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_85,1,Multi-Hop,dev,1.0,1.0,1.0,1.0,0.6666666666666666,0.7653606369886217,3.0,2.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_86,1,Multi-Hop,dev,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_87,1,Multi-Hop,dev,0.3333333333333333,0.0,1.0,1.0,0.5,0.3065735963827292,2.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_88,1,Multi-Hop,dev,0.5,0.0,1.0,1.0,0.2,0.21398626473452756,5.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_89,4,Single-Hop,dev,1.0,1.0,1.0,1.0,1.0,0.8772153153380493,2.0,2.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_90,4,Single-Hop,dev,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_91,4,Single-Hop,dev,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,2.0,2.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_92,4,Single-Hop,dev,0.25,0.0,1.0,1.0,1.0,0.44130740935663865,2.0,2.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_93,4,Single-Hop,dev,0.25,0.0,1.0,1.0,0.5,0.2640681225725909,2.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_94,4,Single-Hop,dev,1.0,1.0,1.0,1.0,1.0,0.8175295903539445,2.0,2.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_95,4,Single-Hop,dev,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_96,4,Single-Hop,dev,1.0,1.0,1.0,1.0,0.5,0.6366824387328317,4.0,2.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_97,4,Single-Hop,dev,0.5,0.0,1.0,1.0,0.6666666666666666,0.5307212739772434,3.0,2.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_98,4,Single-Hop,dev,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_99,4,Single-Hop,dev,0.5,0.0,1.0,1.0,0.5,0.38685280723454163,2.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_100,4,Single-Hop,dev,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_101,4,Single-Hop,dev,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_102,4,Single-Hop,dev,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_103,4,Single-Hop,dev,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_104,4,Single-Hop,dev,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_105,4,Single-Hop,dev,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_106,4,Single-Hop,dev,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_107,4,Single-Hop,dev,0.14285714285714285,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_108,4,Single-Hop,dev,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_109,4,Single-Hop,dev,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_110,4,Single-Hop,dev,0.5,0.0,1.0,1.0,1.0,0.6309297535714575,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_111,4,Single-Hop,dev,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_112,4,Single-Hop,dev,0.5,0.0,1.0,1.0,1.0,0.6309297535714575,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_113,4,Single-Hop,dev,0.3333333333333333,0.0,1.0,1.0,1.0,0.5,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_114,4,Single-Hop,dev,0.5,0.0,1.0,1.0,1.0,0.6309297535714575,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_115,4,Single-Hop,dev,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_116,4,Single-Hop,dev,0.3333333333333333,0.0,1.0,1.0,1.0,0.5,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_117,4,Single-Hop,dev,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_118,4,Single-Hop,dev,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_119,4,Single-Hop,dev,0.3333333333333333,0.0,1.0,1.0,1.0,0.5,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_120,4,Single-Hop,dev,0.16666666666666666,0.0,0.0,1.0,1.0,0.3562071871080222,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_121,4,Single-Hop,dev,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_122,4,Single-Hop,dev,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_123,4,Single-Hop,dev,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_124,4,Single-Hop,dev,0.3333333333333333,0.0,1.0,1.0,1.0,0.5,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_125,4,Single-Hop,dev,0.5,0.0,1.0,1.0,1.0,0.6309297535714575,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_126,4,Single-Hop,dev,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_127,4,Single-Hop,dev,0.3333333333333333,0.0,1.0,1.0,1.0,0.5,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_128,4,Single-Hop,dev,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_129,4,Single-Hop,dev,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_130,4,Single-Hop,dev,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_131,4,Single-Hop,dev,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Textual Retrieval Baselines,Dense-bge,Dense-bge,sample-scoped,True,conv-48_qa_132,4,Single-Hop,dev,0.3333333333333333,0.0,1.0,1.0,1.0,0.5,1.0,1.0
