Method,n,R@1,R@10,MRR,Hit@10,rF1,rEM,WrongAbst
ZScore_RawERK,1150,0.4217391304347826,0.8069565217391305,0.5461997929606626,0.8069565217391305,0.36751068173744644,0.21130434782608695,0.43826086956521737
