kind,cell,repetition,update_rate_s,op_id,queue_wait_ms,backend_read_call_ms,worker_read_ms,arrival_to_read_done_ms,candidate_count,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms
read,neo4j-native,0,1.0,r0_measured_00801,0.0898,13.4135,14.8568,14.9466,566,0.5581,0.5024,0.3158
read,neo4j-native,0,1.0,r0_measured_00693,0.12,32.3062,35.0452,35.1652,504,1.1196,0.8811,0.6161
read,neo4j-native,0,1.0,r0_measured_00524,0.1337,34.9096,38.0041,38.1378,673,1.0538,1.1726,0.7202
read,neo4j-native,0,1.0,r0_measured_00201,5.191,38.1048,40.7113,45.9023,676,1.4482,0.5952,0.4554
read,neo4j-native,0,1.0,r0_measured_00470,0.2028,32.6596,35.2243,35.4271,675,0.955,1.0186,0.4755
read,neo4j-native,0,1.0,r0_measured_00411,0.1684,9.673,12.2021,12.3705,507,0.7489,0.9705,0.7053
read,neo4j-native,0,1.0,r0_measured_00395,0.0696,15.4823,16.6049,16.6745,416,0.5159,0.2519,0.2907
read,neo4j-native,0,1.0,r0_measured_00660,0.0668,8.7757,9.7669,9.8337,367,0.4139,0.2357,0.2954
read,neo4j-native,0,1.0,r0_measured_00711,0.1162,17.5924,19.438,19.5542,673,0.777,0.6093,0.373
read,neo4j-native,0,1.0,r0_measured_00507,0.142,17.9897,19.8502,19.9922,507,0.7301,0.603,0.4363
read,neo4j-native,0,1.0,r0_measured_00491,0.179,31.0196,32.9961,33.1751,657,0.7849,0.7004,0.399
read,neo4j-native,0,1.0,r0_measured_00154,0.0914,12.8881,15.2586,15.35,687,0.8883,0.8624,0.5115
read,neo4j-native,0,1.0,r0_measured_00032,0.1681,28.9433,31.2035,31.3716,662,0.8048,0.7838,0.5641
read,neo4j-native,0,1.0,r0_measured_00435,0.1147,16.8107,18.4947,18.6094,687,0.6856,0.5727,0.3448
read,neo4j-native,0,1.0,r0_measured_00055,0.1666,20.1024,22.0661,22.2327,561,0.6882,0.6678,0.5039
read,neo4j-native,0,1.0,r0_measured_00546,0.1337,30.5515,33.4938,33.6275,626,1.2347,0.9862,0.5872
read,neo4j-native,0,1.0,r0_measured_00451,0.2326,22.6784,25.267,25.4996,628,1.0369,0.8559,0.5748
read,neo4j-native,0,1.0,r0_measured_00669,0.1352,24.2453,26.1638,26.299,673,0.6229,0.8449,0.3657
read,neo4j-native,0,1.0,r0_measured_00392,0.2085,23.3773,24.8432,25.0517,564,0.6169,0.4746,0.2973
read,neo4j-native,0,1.0,r0_measured_00261,0.1456,25.9279,27.8722,28.0178,681,0.7374,0.6919,0.4019
read,neo4j-native,0,1.0,r0_measured_00248,0.141,15.0169,16.7716,16.9126,660,0.6501,0.6961,0.3306
read,neo4j-native,0,1.0,r0_measured_00029,0.1965,25.4387,27.2601,27.4566,660,0.788,0.6287,0.3217
read,neo4j-native,0,1.0,r0_measured_00461,0.1281,22.2457,24.6597,24.7878,681,0.9181,0.8539,0.5322
read,neo4j-native,0,1.0,r0_measured_00480,0.1438,22.4447,25.0095,25.1533,678,0.9586,0.8087,0.6676
read,neo4j-native,0,1.0,r0_measured_00084,0.1288,26.4001,28.9269,29.0557,675,1.0664,0.8551,0.4962
read,neo4j-native,0,1.0,r0_measured_00477,0.1315,27.0971,29.8506,29.9821,567,1.0699,0.9157,0.6219
read,neo4j-native,0,1.0,r0_measured_00449,0.1029,20.1623,22.7046,22.8075,368,1.1615,0.4284,0.8316
read,neo4j-native,0,1.0,r0_measured_00422,0.1405,22.2288,24.1436,24.2841,660,0.683,0.7343,0.4093
read,neo4j-native,0,1.0,r0_measured_00748,0.15,22.8295,24.912,25.062,678,0.8014,0.6887,0.4782
read,neo4j-native,0,1.0,r0_measured_00781,0.1351,24.3201,27.7412,27.8763,660,1.4445,1.1734,0.634
read,neo4j-native,0,1.0,r0_measured_00688,0.1203,32.4803,35.2751,35.3954,563,0.9922,0.9922,0.6805
read,neo4j-native,0,1.0,r0_measured_00390,0.1077,18.4592,20.4543,20.562,659,0.6721,0.5228,0.6688
read,neo4j-native,0,1.0,r0_measured_00340,0.1076,44.2595,46.2237,46.3313,679,0.936,0.6409,0.3083
read,neo4j-native,0,1.0,r0_measured_00700,0.1338,39.2259,40.2908,40.4246,415,0.4346,0.283,0.2981
read,neo4j-native,0,1.0,r0_measured_00358,0.1903,16.8421,19.8023,19.9926,675,1.2856,1.0176,0.5564
read,neo4j-native,0,1.0,r0_measured_00456,0.1128,16.035,17.9781,18.0909,674,0.8013,0.6411,0.4081
read,neo4j-native,0,1.0,r0_measured_00794,0.1289,35.3353,38.7318,38.8607,676,1.3588,1.2117,0.6712
read,neo4j-native,0,1.0,r0_measured_00676,0.0793,10.3609,11.9667,12.046,369,0.7062,0.3307,0.484
read,neo4j-native,0,1.0,r0_measured_00130,0.0561,14.8308,16.4313,16.4874,678,0.6228,0.5755,0.3192
read,neo4j-native,0,1.0,r0_measured_00608,0.1796,39.6825,44.0052,44.1848,671,1.6555,1.3286,1.1395
