cell,concurrency,repetition,update_rate_s,read_rate_s,op_id,qa_id,scope_id,target_memory_id,queue_wait_ms,worker_start_to_raw_commit_ms,raw_write_call_ms,raw_ack_to_structured_ms,structured_to_index_ms,index_to_ranking_ms,t_commit_ms,t_structured_view_visible_ms,t_index_visible_ms,pipeline_complete_ms,time_to_top10_ms,final_hit_at_10,structured_projection_ok,relation_candidate_ok,sparse_index_applied,dense_index_applied,sparse_index_visible,dense_index_visible,timeout_5000ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,fresh_hit_at_10_50ms,pipeline_visible_50ms,fresh_hit_at_10_100ms,pipeline_visible_100ms,fresh_hit_at_10_250ms,pipeline_visible_250ms,fresh_hit_at_10_500ms,pipeline_visible_500ms,fresh_hit_at_10_1000ms,pipeline_visible_1000ms,fresh_hit_at_10_2000ms,pipeline_visible_2000ms
cassandra-base,32,0,1.0,19.0,r0_measured_00015,lr000007::conv-48_qa_116,lr000007::conv-48,lr000007::conv-48_session_7_D7:20,0.1338,9.4368,9.4297,89.7028,22.7644,12.0778,9.5706,99.2734,122.0378,134.1156,134.1156,1,1,1,1,1,1,1,0,1.176,0.892,0.5417,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,1.0,19.0,r0_measured_00024,lr000010::conv-30_qa_60,lr000010::conv-30,lr000010::conv-30_session_9_D9:5,0.2004,13.6939,13.6913,123.9705,15.1963,18.4561,13.8943,137.8648,153.0611,171.5172,,0,1,1,1,1,1,1,0,0.4734,0.2365,0.3233,0,0,0,0,0,1,0,1,0,1,0,1
