sequence,update_id,memory_id,version,operation,backend,phase,raw_committed,backend_error,processing_started_ns,rawerk_committed_ns,bm25_committed_ns,searchable_ns,retrieved_rank,queue_wait_ms,backend_commit_ms,view_update_ms,index_update_ms,visibility_probe_ms,update_to_searchable_ms,status
1,p53c-update-00000001,p53c-memory-0000000,1,insert_memory,cassandra,stable_before_outage,1,,548796369267600,548796389307100,548796390740600,548796392104600,1,1512.7124,25.1316,20.0395,1.4335,1.364,1535.5495,success
2,p53c-update-00000002,p53c-memory-0000001,1,insert_memory,cassandra,stable_before_outage,1,,548796392684700,548796409540800,548796410062800,548796410169700,1,1532.6074,21.5669,16.8561,0.522,0.1069,1550.0927,success
3,p53c-update-00000003,p53c-memory-0000002,1,insert_memory,cassandra,stable_before_outage,1,,548796410691000,548796420707100,548796421181200,548796421278300,1,1528.2968,36.5137,10.0161,0.4741,0.0971,1538.8845,success
4,p53c-update-00000004,p53c-memory-0000003,1,insert_memory,cassandra,stable_before_outage,1,,548796421763800,548796436302300,548796436815200,548796436912900,1,1489.2333,36.452,14.5385,0.5129,0.0977,1504.3829,success
5,p53c-update-00000005,p53c-memory-0000004,1,insert_memory,cassandra,stable_before_outage,1,,548796437460000,548796456362500,548796456875200,548796456985400,1,1455.0106,37.9074,18.9025,0.5127,0.1102,1474.5363,success
6,p53c-update-00000006,p53c-memory-0000005,1,insert_memory,cassandra,stable_before_outage,1,,548796457494200,548796482090000,548796485756400,548796485866600,1,1424.9301,36.2778,24.5958,3.6664,0.1102,1453.3027,success
7,p53c-update-00000007,p53c-memory-0000004,2,update_relation,cassandra,stable_before_outage,1,,548796486429700,548796509534100,548796510134300,548796510274600,1,1404.2276,48.1392,23.1044,0.6002,0.1403,1428.073,success
8,p53c-update-00000008,p53c-memory-0000003,2,update_relation,cassandra,stable_before_outage,1,,548796510898300,548796531367600,548796531924100,548796532055300,1,1379.297,37.3374,20.4693,0.5565,0.1312,1400.4544,success
9,p53c-update-00000009,p53c-memory-0000000,2,update_relation,cassandra,stable_before_outage,1,,548796535455700,548796554345600,548796562401400,548796562539500,1,1352.8786,34.6239,18.8899,8.0558,0.1381,1379.9628,success
10,p53c-update-00000010,p53c-memory-0000003,3,replace_relation,cassandra,stable_before_outage,1,,548796563063500,548796581570500,548796582190900,548796582339900,1,1331.5628,35.2031,18.507,0.6204,0.149,1350.8393,success
11,p53c-update-00000011,p53c-memory-0000006,1,insert_memory,cassandra,stable_before_outage,1,,548796583011900,548796598916400,548796599589100,548796599729000,1,1300.5572,34.9402,15.9045,0.6727,0.1399,1317.2745,success
12,p53c-update-00000012,p53c-memory-0000007,1,insert_memory,cassandra,stable_before_outage,1,,548796600314800,548796612807000,548796613407800,548796613572100,1,1267.4677,44.639,12.4922,0.6008,0.1643,1280.7255,success
13,p53c-update-00000013,p53c-memory-0000008,1,insert_memory,cassandra,stable_before_outage,1,,548796614117000,548796626732800,548796627268000,548796627413700,1,1231.2933,40.3033,12.6158,0.5352,0.1457,1244.5903,success
14,p53c-update-00000014,p53c-memory-0000009,1,insert_memory,cassandra,stable_before_outage,1,,548796627928500,548796647215200,548796647760800,548796647916000,1,1196.6554,43.2568,19.2867,0.5456,0.1552,1216.6431,success
15,p53c-update-00000015,p53c-memory-0000010,1,insert_memory,cassandra,stable_before_outage,1,,548796648477300,548796663710100,548796664251100,548796664400300,1,1166.3148,41.0273,15.2328,0.541,0.1492,1182.2381,success
16,p53c-update-00000016,p53c-memory-0000011,1,insert_memory,cassandra,stable_before_outage,1,,548796664915100,548796681609100,548796682573900,548796682704200,1,1133.2838,43.7903,16.694,0.9648,0.1303,1151.0732,success
17,p53c-update-00000017,p53c-memory-0000009,2,update_relation,cassandra,stable_before_outage,1,,548796683279600,548796698545500,548796699132100,548796699235500,1,1101.1111,42.4505,15.2659,0.5866,0.1034,1117.0673,success
18,p53c-update-00000018,p53c-memory-0000000,3,update_relation,cassandra,stable_before_outage,1,,548796699827100,548796716245100,548796716842100,548796716951200,1,1067.735,43.2131,16.418,0.597,0.1091,1084.8596,success
19,p53c-update-00000019,p53c-memory-0000003,4,update_relation,cassandra,stable_before_outage,1,,548796717503200,548796730827400,548796731393900,548796731515900,1,1035.6058,44.4099,13.3242,0.5665,0.122,1049.6187,success
20,p53c-update-00000020,p53c-memory-0000001,2,replace_relation,cassandra,stable_before_outage,1,,548796732049100,548796748538600,548796749145000,548796749272500,1,999.8788,37.4263,16.4895,0.6064,0.1275,1017.1024,success
21,p53c-update-00000021,p53c-memory-0000012,1,insert_memory,cassandra,stable_before_outage,1,,548796749880100,548796763655900,548796764217900,548796764337500,1,967.0798,38.2676,13.7758,0.562,0.1196,981.5374,success
22,p53c-update-00000022,p53c-memory-0000013,1,insert_memory,cassandra,stable_before_outage,1,,548796764987100,548796780694900,548796781214300,548796781344500,1,932.203,37.9161,15.7078,0.5194,0.1302,948.5607,success
23,p53c-update-00000023,p53c-memory-0000014,1,insert_memory,cassandra,stable_before_outage,1,,548796781906700,548796797441800,548796797965700,548796798098700,1,900.2712,35.314,15.5351,0.5239,0.133,916.4636,success
24,p53c-update-00000024,p53c-memory-0000015,1,insert_memory,cassandra,stable_before_outage,1,,548796798647400,548796815708600,548796816311400,548796816469900,1,867.4325,37.6769,17.0612,0.6028,0.1585,885.2556,success
25,p53c-update-00000025,p53c-memory-0000016,1,insert_memory,cassandra,stable_before_outage,1,,548796817095900,548796836187500,548796836716200,548796836854500,1,834.7405,32.6802,19.0916,0.5287,0.1383,854.4994,success
26,p53c-update-00000026,p53c-memory-0000017,1,insert_memory,cassandra,stable_before_outage,1,,548796837400800,548796857438300,548796857983800,548796858112400,1,805.6415,34.2385,20.0375,0.5455,0.1286,826.3535,success
27,p53c-update-00000027,p53c-memory-0000002,2,update_relation,cassandra,stable_before_outage,1,,548796858668200,548796877547000,548796878097300,548796878238100,1,776.6306,39.3605,18.8788,0.5503,0.1408,796.2009,success
28,p53c-update-00000028,p53c-memory-0000013,2,update_relation,cassandra,stable_before_outage,1,,548796878763500,548796895839500,548796896404200,548796896561000,1,746.3047,37.3662,17.076,0.5647,0.1568,764.1026,success
29,p53c-update-00000029,p53c-memory-0000007,2,update_relation,cassandra,stable_before_outage,1,,548796897178600,548796915363600,548796915943900,548796916110200,1,714.4885,38.0525,18.185,0.5803,0.1663,733.4207,success
30,p53c-update-00000030,p53c-memory-0000013,3,replace_relation,cassandra,stable_before_outage,1,,548796916684300,548796937639100,548796938168800,548796938317400,1,685.3898,39.7282,20.9548,0.5297,0.1486,707.0232,success
31,p53c-update-00000031,p53c-memory-0000018,1,insert_memory,cassandra,stable_before_outage,1,,548796938906700,548796957337600,548796957992200,548796958088900,1,657.2677,38.4215,18.4309,0.6546,0.0967,676.4503,success
32,p53c-update-00000032,p53c-memory-0000019,1,insert_memory,cassandra,stable_before_outage,1,,548796958638100,548796977485300,548796978011000,548796978104800,1,626.8306,37.7203,18.8472,0.5257,0.0938,646.2977,success
33,p53c-update-00000033,p53c-memory-0000020,1,insert_memory,cassandra,stable_before_outage,1,,548796978659800,548796997116300,548796997674100,548796997769600,1,596.4685,35.6885,18.4565,0.5578,0.0955,615.5787,success
34,p53c-update-00000034,p53c-memory-0000021,1,insert_memory,cassandra,stable_before_outage,1,,548796998271400,548797016262900,548797016771500,548797016872900,1,566.5054,37.8879,17.9915,0.5086,0.1014,585.1071,success
35,p53c-update-00000035,p53c-memory-0000022,1,insert_memory,cassandra,stable_before_outage,1,,548797017416800,548797036121800,548797036641900,548797036743600,1,535.8926,55.9072,18.705,0.5201,0.1017,555.2198,success
36,p53c-update-00000036,p53c-memory-0000023,1,insert_memory,cassandra,stable_before_outage,1,,548797037710200,548797057545100,548797058049100,548797058163400,1,505.8201,33.1601,19.8349,0.504,0.1143,526.2737,success
37,p53c-update-00000037,p53c-memory-0000022,2,update_relation,cassandra,stable_before_outage,1,,548797058690600,548797076518200,548797077034600,548797077136600,1,477.0156,41.8,17.8276,0.5164,0.102,495.4619,success
38,p53c-update-00000038,p53c-memory-0000008,2,update_relation,cassandra,stable_before_outage,1,,548797077635600,548797096426000,548797096968600,548797097096000,1,445.2554,38.2888,18.7904,0.5426,0.1274,464.7162,success
39,p53c-update-00000039,p53c-memory-0000004,3,update_relation,cassandra,stable_before_outage,1,,548797097680600,548797116058200,548797116626100,548797116774600,1,416.0272,39.7925,18.3776,0.5679,0.1485,435.1217,success
40,p53c-update-00000040,p53c-memory-0000009,3,replace_relation,cassandra,stable_before_outage,1,,548797117353300,548797136717600,548797137280700,548797137428300,1,385.1378,31.7127,19.3643,0.5631,0.1476,405.2133,success
41,p53c-update-00000041,p53c-memory-0000024,1,insert_memory,cassandra,stable_before_outage,1,,548797138063800,548797156612900,548797157222300,548797157349700,1,356.2943,34.1763,18.5491,0.6094,0.1274,375.5806,success
42,p53c-update-00000042,p53c-memory-0000025,1,insert_memory,cassandra,stable_before_outage,1,,548797157880600,548797175525100,548797183457400,548797183588900,1,325.4551,34.7298,17.6445,7.9323,0.1315,351.1637,success
43,p53c-update-00000043,p53c-memory-0000026,1,insert_memory,cassandra,stable_before_outage,1,,548797184098300,548797198461400,548797198948000,548797199099800,1,301.761,33.1668,14.3631,0.4866,0.1518,316.7626,success
44,p53c-update-00000044,p53c-memory-0000027,1,insert_memory,cassandra,stable_before_outage,1,,548797199634900,548797215487400,548797216105300,548797216268400,1,267.6511,45.6527,15.8525,0.6179,0.1631,284.2849,success
45,p53c-update-00000045,p53c-memory-0000028,1,insert_memory,cassandra,stable_before_outage,1,,548797216786000,548797235218900,548797235784100,548797235968200,1,234.5076,34.1559,18.4329,0.5652,0.1841,253.69,success
46,p53c-update-00000046,p53c-memory-0000029,1,insert_memory,cassandra,stable_before_outage,1,,548797236525300,548797255628000,548797256319100,548797256418100,1,204.3522,37.7319,19.1027,0.6911,0.099,224.2453,success
47,p53c-update-00000047,p53c-memory-0000016,2,update_relation,cassandra,stable_before_outage,1,,548797257054500,548797275695300,548797276222100,548797276336200,1,174.4142,33.602,18.6408,0.5268,0.1141,193.6963,success
48,p53c-update-00000048,p53c-memory-0000019,2,update_relation,cassandra,stable_before_outage,1,,548797276815900,548797297773200,548797298316900,548797298430200,1,144.0077,32.7641,20.9573,0.5437,0.1133,165.6225,success
49,p53c-update-00000049,p53c-memory-0000011,2,update_relation,cassandra,stable_before_outage,1,,548797298995900,548797314934700,548797315445000,548797315551800,1,117.4587,33.8779,15.9388,0.5103,0.1068,134.0149,success
50,p53c-update-00000050,p53c-memory-0000011,3,replace_relation,cassandra,stable_before_outage,1,,548797316023900,548797337660700,548797338232500,548797338360300,1,83.8115,35.7189,21.6368,0.5718,0.1278,106.1483,success
51,p53c-update-00000051,p53c-memory-0000030,1,insert_memory,cassandra,stable_before_outage,1,,548797369715300,548797386990500,548797387581700,548797387705900,1,88.0438,42.5531,17.2752,0.5912,0.1242,106.0346,success
52,p53c-update-00000052,p53c-memory-0000031,1,insert_memory,cassandra,stable_before_outage,1,,548797418893500,548797434354100,548797434964800,548797435101400,1,84.0045,41.9807,15.4606,0.6107,0.1366,100.2125,success
53,p53c-update-00000053,p53c-memory-0000032,1,insert_memory,cassandra,stable_before_outage,1,,548797435706600,548797456417600,548797457123800,548797457295500,1,54.3372,33.7795,20.711,0.7062,0.1717,75.9263,success
54,p53c-update-00000054,p53c-memory-0000033,1,insert_memory,cassandra,stable_before_outage,1,,548797488690900,548797506915300,548797507529000,548797507674200,1,56.5919,33.6431,18.2244,0.6137,0.1452,75.5757,success
55,p53c-update-00000055,p53c-memory-0000034,1,insert_memory,cassandra,stable_before_outage,1,,548797538749600,548797558723700,548797559536300,548797559732900,1,57.1173,34.9593,19.9741,0.8126,0.1966,78.101,success
56,p53c-update-00000056,p53c-memory-0000035,1,insert_memory,cassandra,stable_before_outage,1,,548797590792300,548797605075200,548797605766500,548797605930700,1,58.1147,35.5963,14.2829,0.6913,0.1642,73.2535,success
57,p53c-update-00000057,p53c-memory-0000011,4,update_relation,cassandra,stable_before_outage,1,,548797637291100,548797656814000,548797657396000,548797657571800,1,55.6303,33.1329,19.5229,0.582,0.1758,75.9112,success
58,p53c-update-00000058,p53c-memory-0000002,3,update_relation,cassandra,stable_before_outage,1,,548797688437800,548797704993300,548797705573400,548797705731400,1,55.7169,34.1442,16.5555,0.5801,0.158,73.0109,success
59,p53c-update-00000059,p53c-memory-0000017,2,update_relation,cassandra,stable_before_outage,1,,548797736762200,548797753670800,548797754217200,548797754367200,1,55.1239,33.2519,16.9086,0.5464,0.15,72.7293,success
60,p53c-update-00000060,p53c-memory-0000009,4,replace_relation,cassandra,stable_before_outage,1,,548797816669200,548797833856100,548797835007600,548797835320800,1,85.2137,42.7441,17.1869,1.1515,0.3132,103.8656,success
61,p53c-update-00000061,p53c-memory-0000036,1,insert_memory,cassandra,stable_before_outage,1,,548797867013100,548797883129600,548797884313200,548797884468100,1,84.3743,41.8534,16.1165,1.1836,0.1549,101.8294,success
62,p53c-update-00000062,p53c-memory-0000037,1,insert_memory,cassandra,stable_before_outage,1,,548797917082600,548797932619200,548797950211900,548797950429200,1,85.45,41.4636,15.5366,17.5927,0.2173,118.797,success
63,p53c-update-00000063,p53c-memory-0000038,1,insert_memory,cassandra,stable_before_outage,1,,548797951733800,548797976651200,548797978560700,548797979158500,1,70.066,42.8808,24.9174,1.9095,0.5978,97.4911,success
64,p53c-update-00000064,p53c-memory-0000039,1,insert_memory,cassandra,stable_before_outage,1,,548798011420600,548798032361700,548798033235200,548798033382100,1,79.9978,51.9371,20.9411,0.8735,0.1469,101.9597,success
65,p53c-update-00000065,p53c-memory-0000040,1,insert_memory,cassandra,stable_before_outage,1,,548798065299400,548798082874300,548798083587900,548798083720000,1,83.2302,40.3078,17.5749,0.7136,0.1321,101.6511,success
66,p53c-update-00000066,p53c-memory-0000041,1,insert_memory,cassandra,stable_before_outage,1,,548798115672700,548798131224100,548798132116600,548798132281500,1,84.4251,40.4383,15.5514,0.8925,0.1649,101.0343,success
67,p53c-update-00000067,p53c-memory-0000023,2,update_relation,cassandra,stable_before_outage,1,,548798165835900,548798183935600,548798184639900,548798184789000,1,83.9472,40.221,18.0997,0.7043,0.1491,102.9006,success
68,p53c-update-00000068,p53c-memory-0000024,2,update_relation,cassandra,stable_before_outage,1,,548798216676900,548798238149600,548798239307500,548798239509800,1,84.4223,51.7672,21.4727,1.1579,0.2023,107.2555,success
69,p53c-update-00000069,p53c-memory-0000028,2,update_relation,cassandra,stable_before_outage,1,,548798271598300,548798286132600,548798286952900,548798287140500,1,87.5153,46.0855,14.5343,0.8203,0.1876,103.0581,success
70,p53c-update-00000070,p53c-memory-0000025,2,replace_relation,cassandra,stable_before_outage,1,,548798288058200,548798304843200,548798305653300,548798305831200,1,56.5206,36.5958,16.785,0.8101,0.1779,74.2937,success
71,p53c-update-00000071,p53c-memory-0000042,1,insert_memory,cassandra,stable_before_outage,1,,548798337413600,548798354543200,548798355743400,548798355911900,1,54.72,32.688,17.1296,1.2002,0.1685,73.2186,success
72,p53c-update-00000072,p53c-memory-0000043,1,insert_memory,cassandra,stable_before_outage,1,,548798390211400,548798406998300,548798407969100,548798408155400,1,58.076,32.2062,16.7869,0.9708,0.1863,76.0205,success
73,p53c-update-00000073,p53c-memory-0000044,1,insert_memory,cassandra,stable_before_outage,1,,548798440196700,548798454909900,548798456454000,548798456694000,1,58.3506,44.2523,14.7132,1.5441,0.24,74.848,success
74,p53c-update-00000074,p53c-memory-0000045,1,insert_memory,cassandra,stable_before_outage,1,,548798487922500,548798504425700,548798505141400,548798505363900,1,55.5674,42.094,16.5032,0.7157,0.2225,73.0091,success
75,p53c-update-00000075,p53c-memory-0000046,1,insert_memory,cassandra,stable_before_outage,1,,548798537036700,548798557799300,548798559664200,548798559910500,1,55.2355,41.6701,20.7626,1.8649,0.2463,78.1095,success
76,p53c-update-00000076,p53c-memory-0000047,1,insert_memory,cassandra,stable_before_outage,1,,548798624887900,548798642810200,548798643731300,548798643960800,1,92.9365,41.8664,17.9223,0.9211,0.2295,112.0098,success
77,p53c-update-00000077,p53c-memory-0000034,2,update_relation,cassandra,stable_before_outage,1,,548798644948700,548798662554200,548798663334400,548798663575600,1,62.921,40.2413,17.6055,0.7802,0.2412,81.5483,success
78,p53c-update-00000078,p53c-memory-0000029,2,update_relation,cassandra,stable_before_outage,1,,548798695216200,548798710483600,548798711528600,548798712051600,1,62.7324,40.0795,15.2674,1.045,0.523,79.568,success
79,p53c-update-00000079,p53c-memory-0000029,3,update_relation,cassandra,stable_before_outage,1,,548798743915700,548798759226900,548798760455200,548798760697100,1,61.5251,38.2278,15.3112,1.2283,0.2419,78.3067,success
80,p53c-update-00000080,p53c-memory-0000026,2,replace_relation,cassandra,stable_before_outage,1,,548798823291400,548798838603900,548798840423300,548798840581000,1,91.1389,37.3122,15.3125,1.8194,0.1577,108.4293,success
81,p53c-update-00000081,p53c-memory-0000048,1,insert_memory,cassandra,stable_before_outage,1,,548798842775500,548798866381400,548798867578700,548798867742800,1,60.2473,36.9893,23.6059,1.1973,0.1641,85.2151,success
82,p53c-update-00000082,p53c-memory-0000049,1,insert_memory,cassandra,stable_before_outage,1,,548798903712500,548798922163300,548798923332800,548798923523300,1,71.9363,46.3793,18.4508,1.1695,0.1905,91.7475,success
83,p53c-update-00000083,p53c-memory-0000050,1,insert_memory,cassandra,stable_before_outage,1,,548798962641600,548798988336000,548798989569500,548798989745900,1,78.4985,49.3243,25.6944,1.2335,0.1764,105.6032,success
84,p53c-update-00000084,p53c-memory-0000051,1,insert_memory,cassandra,stable_before_outage,1,,548799026326900,548799044700900,548799047021200,548799047364700,1,94.4734,63.6001,18.374,2.3203,0.3435,115.5115,success
85,p53c-update-00000085,p53c-memory-0000052,1,insert_memory,cassandra,stable_before_outage,1,,548799049040700,548799066244300,548799067865900,548799068256600,1,65.7069,40.522,17.2036,1.6216,0.3907,84.9231,success
86,p53c-update-00000086,p53c-memory-0000053,1,insert_memory,cassandra,stable_before_outage,1,,548799101013700,548799114537200,548799115430600,548799115601800,1,69.1511,41.098,13.5235,0.8934,0.1712,83.7396,success
87,p53c-update-00000087,p53c-memory-0000012,2,update_relation,cassandra,stable_before_outage,1,,548799146884300,548799164369800,548799164928300,548799165047700,1,65.5137,43.202,17.4855,0.5585,0.1194,83.6774,success
88,p53c-update-00000088,p53c-memory-0000048,2,update_relation,cassandra,stable_before_outage,1,,548799196631000,548799215512100,548799216692600,548799216919100,1,64.6384,41.6942,18.8811,1.1805,0.2265,84.9266,success
89,p53c-update-00000089,p53c-memory-0000007,3,update_relation,cassandra,stable_before_outage,1,,548799249870700,548799263834100,548799265161500,548799265508400,1,68.1804,41.4422,13.9634,1.3274,0.3469,83.8184,success
90,p53c-update-00000090,p53c-memory-0000049,2,replace_relation,cassandra,stable_before_outage,1,,548799297942200,548799314619400,548799315829200,548799316024000,1,65.2011,43.5708,16.6772,1.2098,0.1948,83.2832,success
91,p53c-update-00000091,p53c-memory-0000054,1,insert_memory,cassandra,stable_before_outage,1,,548799349114600,548799371384900,548799372820600,548799373061200,1,67.713,45.2723,22.2703,1.4357,0.2406,91.6601,success
92,p53c-update-00000092,p53c-memory-0000055,1,insert_memory,cassandra,stable_before_outage,1,,548799408101100,548799421525600,548799423060100,548799423421900,1,75.6901,38.424,13.4245,1.5345,0.3618,91.0112,success
93,p53c-update-00000093,p53c-memory-0000056,1,insert_memory,cassandra,stable_before_outage,1,,548799486995200,548799509424100,548799510314100,548799510552200,1,105.7093,64.0638,22.4289,0.89,0.2381,129.2666,success
94,p53c-update-00000094,p53c-memory-0000057,1,insert_memory,cassandra,stable_before_outage,1,,548799511359200,548799529925500,548799531167600,548799531340600,1,76.771,46.3517,18.5663,1.2421,0.173,96.7526,success
95,p53c-update-00000095,p53c-memory-0000058,1,insert_memory,cassandra,stable_before_outage,1,,548799562645300,548799576103400,548799577081600,548799577230800,1,79.3793,37.5133,13.4581,0.9782,0.1492,93.9653,success
96,p53c-update-00000096,p53c-memory-0000059,1,insert_memory,cassandra,stable_before_outage,1,,548799608817300,548799626720500,548799628792100,548799629036100,1,77.508,44.6772,17.9032,2.0716,0.244,97.7273,success
97,p53c-update-00000097,p53c-memory-0000034,3,update_relation,cassandra,stable_before_outage,1,,548799663550700,548799687083400,548799687866600,548799688023400,1,81.7491,35.3247,23.5327,0.7832,0.1568,106.2223,success
98,p53c-update-00000098,p53c-memory-0000021,2,update_relation,cassandra,stable_before_outage,1,,548799719461600,548799737073500,548799742665200,548799742958300,1,84.3017,52.0968,17.6119,5.5917,0.2931,107.7987,success
99,p53c-update-00000099,p53c-memory-0000014,2,update_relation,cassandra,stable_before_outage,1,,548799744379300,548799767552400,548799769068000,548799769467600,1,62.6166,32.6927,23.1731,1.5156,0.3996,87.7052,success
100,p53c-update-00000100,p53c-memory-0000050,2,replace_relation,cassandra,stable_before_outage,1,,548799801703600,548799813968100,548799815020300,548799815222100,1,69.3893,43.8282,12.2645,1.0522,0.2018,82.908,success
101,p53c-update-00000101,p53c-memory-0000060,1,insert_memory,cassandra,stable_before_outage,1,,548799846915400,548799863134300,548799864197500,548799864620200,1,65.4865,42.0995,16.2189,1.0632,0.4227,83.1915,success
102,p53c-update-00000102,p53c-memory-0000061,1,insert_memory,cassandra,stable_before_outage,1,,548799899437300,548799914682100,548799916991700,548799917248900,1,67.2267,41.065,15.2448,2.3096,0.2572,85.0386,success
103,p53c-update-00000103,p53c-memory-0000062,1,insert_memory,cassandra,stable_before_outage,1,,548799949629100,548799965685100,548799967498300,548799967853500,1,68.2874,45.0896,16.056,1.8132,0.3552,86.512,success
104,p53c-update-00000104,p53c-memory-0000063,1,insert_memory,cassandra,stable_before_outage,1,,548800000341800,548800020693400,548800022096600,548800022554600,1,67.5519,41.2465,20.3516,1.4032,0.458,89.765,success
105,p53c-update-00000105,p53c-memory-0000064,1,insert_memory,cassandra,stable_before_outage,1,,548800054549700,548800068591100,548800069367700,548800069563700,1,72.5612,38.3825,14.0414,0.7766,0.196,87.5756,success
106,p53c-update-00000106,p53c-memory-0000065,1,insert_memory,cassandra,stable_before_outage,1,,548800102178000,548800123837100,548800126111500,548800126382800,1,70.939,37.3622,21.6591,2.2744,0.2713,95.1442,success
107,p53c-update-00000107,p53c-memory-0000043,2,update_relation,cassandra,stable_before_outage,1,,548800157890800,548800185204600,548800185966400,548800186209000,1,75.6243,39.9512,27.3138,0.7618,0.2426,103.9429,success
108,p53c-update-00000108,p53c-memory-0000031,2,update_relation,cassandra,stable_before_outage,1,,548800218200200,548800238966300,548800244969500,548800245220300,1,82.5571,47.4635,20.7661,6.0032,0.2508,109.5775,success
109,p53c-update-00000109,p53c-memory-0000046,2,update_relation,cassandra,stable_before_outage,1,,548800246137200,548800266547400,548800273374600,548800273570100,1,64.0714,35.9208,20.4102,6.8272,0.1955,91.5048,success
110,p53c-update-00000110,p53c-memory-0000035,2,replace_relation,cassandra,stable_before_outage,1,,548800305758200,548800326203000,548800327093300,548800327224100,1,73.0958,33.8105,20.4448,0.8903,0.1308,94.562,success
111,p53c-update-00000111,p53c-memory-0000066,1,insert_memory,cassandra,stable_before_outage,1,,548800359075400,548800373506000,548800374734600,548800374984300,1,76.7298,34.3106,14.4306,1.2286,0.2497,92.6389,success
112,p53c-update-00000112,p53c-memory-0000067,1,insert_memory,cassandra,stable_before_outage,1,,548800406811400,548800423074800,548800424297100,548800424620000,1,74.3389,41.0133,16.2634,1.2223,0.3229,92.1479,success
113,p53c-update-00000113,p53c-memory-0000068,1,insert_memory,cassandra,stable_before_outage,1,,548800456592300,548800473245000,548800474202400,548800474387900,1,74.0639,40.929,16.6527,0.9574,0.1855,91.8601,success
114,p53c-update-00000114,p53c-memory-0000069,1,insert_memory,cassandra,stable_before_outage,1,,548800506261900,548800522252900,548800523563300,548800523955900,1,74.1974,40.7545,15.991,1.3104,0.3926,91.8916,success
115,p53c-update-00000115,p53c-memory-0000070,1,insert_memory,cassandra,stable_before_outage,1,,548800555875600,548800569592700,548800570372700,548800570580600,1,73.6035,40.4347,13.7171,0.78,0.2079,88.3089,success
116,p53c-update-00000116,p53c-memory-0000071,1,insert_memory,cassandra,stable_before_outage,1,,548800602637100,548800619548200,548800620464000,548800620674700,1,69.861,37.3698,16.9111,0.9158,0.2107,87.8992,success
117,p53c-update-00000117,p53c-memory-0000004,4,update_relation,cassandra,stable_before_outage,1,,548800652148900,548800669630900,548800671415100,548800671885200,1,70.7587,38.1536,17.482,1.7842,0.4701,90.4951,success
118,p53c-update-00000118,p53c-memory-0000033,2,update_relation,cassandra,stable_before_outage,1,,548800703706200,548800719111200,548800720322400,548800720656800,1,71.4089,37.0994,15.405,1.2112,0.3344,88.3599,success
119,p53c-update-00000119,p53c-memory-0000032,2,update_relation,cassandra,stable_before_outage,1,,548800752908100,548800770165300,548800771108300,548800771331900,1,71.286,48.5047,17.2572,0.943,0.2236,89.7102,success
120,p53c-update-00000120,p53c-memory-0000040,2,replace_relation,cassandra,stable_before_outage,1,,548800802646000,548800818264400,548800819794900,548800820273500,1,70.829,37.6151,15.6184,1.5305,0.4786,88.4567,success
121,p53c-update-00000121,p53c-memory-0000072,1,insert_memory,cassandra,stable_before_outage,1,,548800853458100,548800866566700,548800868363500,548800868884100,1,70.9393,35.5912,13.1086,1.7968,0.5206,86.3658,success
122,p53c-update-00000122,p53c-memory-0000073,1,insert_memory,cassandra,stable_before_outage,1,,548800902479500,548800924977100,548800926041900,548800926288000,1,70.276,33.8633,22.4976,1.0648,0.2461,94.0849,success
123,p53c-update-00000123,p53c-memory-0000074,1,insert_memory,cassandra,stable_before_outage,1,,548800958777800,548800973494100,548800975224900,548800975734700,1,76.7793,42.9251,14.7163,1.7308,0.5098,93.7364,success
124,p53c-update-00000124,p53c-memory-0000075,1,insert_memory,cassandra,stable_before_outage,1,,548801008934100,548801023003300,548801025518600,548801026030100,1,77.6245,41.7277,14.0692,2.5153,0.5115,94.7208,success
125,p53c-update-00000125,p53c-memory-0000076,1,insert_memory,cassandra,stable_before_outage,1,,548801060437500,548801083194300,548801085223100,548801085539500,1,77.9416,40.3228,22.7568,2.0288,0.3164,103.044,success
126,p53c-update-00000126,p53c-memory-0000077,1,insert_memory,cassandra,stable_before_outage,1,,548801119362400,548801140093300,548801144248700,548801144552700,1,87.7189,39.2854,20.7309,4.1554,0.304,112.9094,success
127,p53c-update-00000127,p53c-memory-0000051,2,update_relation,cassandra,stable_before_outage,1,,548801145577700,548801160909800,548801161961300,548801162250700,1,64.066,40.6028,15.3321,1.0515,0.2894,80.7395,success
128,p53c-update-00000128,p53c-memory-0000049,3,update_relation,cassandra,stable_before_outage,1,,548801194906400,548801209995000,548801212051000,548801212237400,1,62.8069,38.0693,15.0886,2.056,0.1864,80.1382,success
129,p53c-update-00000129,p53c-memory-0000035,3,update_relation,cassandra,stable_before_outage,1,,548801245720000,548801259768900,548801260994100,548801261197200,1,63.0642,46.9575,14.0489,1.2252,0.2031,78.5418,success
130,p53c-update-00000130,p53c-memory-0000030,2,replace_relation,cassandra,stable_before_outage,1,,548801292997900,548801309949800,548801311121500,548801311364300,1,61.5625,38.9297,16.9519,1.1717,0.2428,79.9295,success
131,p53c-update-00000131,p53c-memory-0000078,1,insert_memory,cassandra,stable_before_outage,1,,548801343506300,548801358145100,548801359055700,548801359244000,1,61.0604,37.0726,14.6388,0.9106,0.1883,76.7985,success
132,p53c-update-00000132,p53c-memory-0000079,1,insert_memory,cassandra,stable_before_outage,1,,548801391112300,548801407576000,548801408976600,548801409132600,1,58.4392,35.2371,16.4637,1.4006,0.156,76.4598,success
