run_id,update_id,operation,update_to_searchable_ms,kg_write_ms,kg_update_ms,probe_ms,retry_count,status
2,evt_00005391,insert_memory,363.16,363.16,N/A,N/A,0,ok
2,evt_00005392,insert_memory,366.459,366.459,N/A,N/A,0,ok
2,evt_00005393,insert_memory,366.501,366.501,N/A,N/A,0,ok
2,evt_00005394,insert_memory,363.585,363.585,N/A,N/A,0,ok
2,evt_00005395,insert_memory,361.789,361.789,N/A,N/A,0,ok
2,evt_00005396,insert_memory,362.887,362.887,N/A,N/A,0,ok
2,evt_00005397,insert_memory,361.551,361.551,N/A,N/A,0,ok
2,evt_00005398,insert_memory,361.294,361.294,N/A,N/A,0,ok
2,evt_00005399,insert_memory,364.393,364.393,N/A,N/A,0,ok
2,evt_00005400,insert_memory,362.983,362.983,N/A,N/A,0,ok
2,evt_00005401,insert_memory,360.982,360.982,N/A,N/A,0,ok
2,evt_00005402,insert_memory,360.835,360.835,N/A,N/A,0,ok
2,evt_00005403,insert_memory,361.017,361.017,N/A,N/A,0,ok
2,evt_00005404,insert_memory,356.676,356.676,N/A,N/A,0,ok
2,evt_00005405,insert_memory,359.387,359.387,N/A,N/A,0,ok
2,evt_00005406,insert_memory,361.409,361.409,N/A,N/A,0,ok
2,evt_00006980,insert_memory,340.989,340.989,N/A,N/A,0,ok
2,evt_00006981,insert_memory,336.656,336.656,N/A,N/A,0,ok
2,evt_00006982,insert_memory,340.727,340.727,N/A,N/A,0,ok
2,evt_00006983,insert_memory,339.762,339.762,N/A,N/A,0,ok
2,evt_00006984,insert_memory,336.484,336.484,N/A,N/A,0,ok
2,evt_00006985,insert_memory,341.608,341.608,N/A,N/A,0,ok
2,evt_00006986,insert_memory,341.158,341.158,N/A,N/A,0,ok
2,evt_00006987,insert_memory,336.958,336.958,N/A,N/A,0,ok
2,evt_00006988,insert_memory,338.684,338.684,N/A,N/A,0,ok
2,evt_00006989,insert_memory,338.368,338.368,N/A,N/A,0,ok
2,evt_00006990,insert_memory,342.111,342.111,N/A,N/A,0,ok
2,evt_00006991,insert_memory,342.3,342.3,N/A,N/A,0,ok
2,evt_00006992,insert_memory,341.359,341.359,N/A,N/A,0,ok
2,evt_00006993,insert_memory,339.264,339.264,N/A,N/A,0,ok
2,evt_00006994,insert_memory,343.359,343.359,N/A,N/A,0,ok
2,evt_00006995,insert_memory,342.019,342.019,N/A,N/A,0,ok
2,evt_00006996,insert_memory,343.36,343.36,N/A,N/A,0,ok
2,evt_00006997,insert_memory,341.196,341.196,N/A,N/A,0,ok
2,evt_00006998,insert_memory,339.077,339.077,N/A,N/A,0,ok
2,evt_00006999,insert_memory,340.408,340.408,N/A,N/A,0,ok
2,evt_00007000,insert_memory,341.789,341.789,N/A,N/A,0,ok
2,evt_00007001,insert_memory,338.041,338.041,N/A,N/A,0,ok
2,evt_00007002,insert_memory,342.056,342.056,N/A,N/A,0,ok
2,evt_00007003,insert_memory,338.262,338.262,N/A,N/A,0,ok
2,evt_00007004,insert_memory,335.381,335.381,N/A,N/A,0,ok
2,evt_00007005,insert_memory,343.858,343.858,N/A,N/A,0,ok
2,evt_00007006,insert_memory,344.561,344.561,N/A,N/A,0,ok
2,evt_00007007,insert_memory,342.285,342.285,N/A,N/A,0,ok
2,evt_00007008,insert_memory,335.163,335.163,N/A,N/A,0,ok
2,evt_00007009,insert_memory,334.872,334.872,N/A,N/A,0,ok
2,evt_00007010,insert_memory,334.919,334.919,N/A,N/A,0,ok
2,evt_00007011,insert_memory,333.999,333.999,N/A,N/A,0,ok
2,evt_00007819,insert_memory,352.725,352.725,N/A,N/A,0,ok
2,evt_00007821,insert_memory,353.534,353.534,N/A,N/A,0,ok
2,evt_00007822,insert_memory,353.177,353.177,N/A,N/A,0,ok
2,evt_00007824,insert_memory,348.99,348.99,N/A,N/A,0,ok
2,evt_00007825,insert_memory,350.463,350.463,N/A,N/A,0,ok
2,evt_00007826,insert_memory,351.721,351.721,N/A,N/A,0,ok
2,evt_00007828,insert_memory,347.757,347.757,N/A,N/A,0,ok
2,evt_00007829,insert_memory,353.102,353.102,N/A,N/A,0,ok
2,evt_00007830,insert_memory,352.308,352.308,N/A,N/A,0,ok
2,evt_00007831,insert_memory,351.032,351.032,N/A,N/A,0,ok
2,evt_00007832,insert_memory,349.544,349.544,N/A,N/A,0,ok
2,evt_00007833,insert_memory,349.427,349.427,N/A,N/A,0,ok
2,evt_00007834,insert_memory,350.73,350.73,N/A,N/A,0,ok
2,evt_00007835,insert_memory,348.294,348.294,N/A,N/A,0,ok
2,evt_00007836,insert_memory,350.769,350.769,N/A,N/A,0,ok
2,evt_00007837,insert_memory,350.43,350.43,N/A,N/A,0,ok
2,evt_00007838,insert_memory,353.142,353.142,N/A,N/A,0,ok
2,evt_00007839,insert_memory,347.896,347.896,N/A,N/A,0,ok
2,evt_00007840,insert_memory,350.373,350.373,N/A,N/A,0,ok
2,evt_00007841,insert_memory,349.86,349.86,N/A,N/A,0,ok
2,evt_00007842,insert_memory,350.352,350.352,N/A,N/A,0,ok
2,evt_00007843,insert_memory,351.057,351.057,N/A,N/A,0,ok
2,evt_00007844,insert_memory,347.738,347.738,N/A,N/A,0,ok
2,evt_00007845,insert_memory,354.248,354.248,N/A,N/A,0,ok
2,evt_00007846,insert_memory,352.505,352.505,N/A,N/A,0,ok
2,evt_00007847,insert_memory,347.446,347.446,N/A,N/A,0,ok
2,evt_00007848,insert_memory,347.785,347.785,N/A,N/A,0,ok
2,evt_00007849,insert_memory,347.115,347.115,N/A,N/A,0,ok
2,evt_00007850,insert_memory,347.533,347.533,N/A,N/A,0,ok
2,evt_00007851,insert_memory,352.446,352.446,N/A,N/A,0,ok
2,evt_00007852,insert_memory,352.816,352.816,N/A,N/A,0,ok
2,evt_00007853,insert_memory,349.31,349.31,N/A,N/A,0,ok
2,evt_00009433,insert_memory,339.093,339.093,N/A,N/A,0,ok
2,evt_00009434,insert_memory,340.552,340.552,N/A,N/A,0,ok
2,evt_00009435,insert_memory,340.401,340.401,N/A,N/A,0,ok
2,evt_00009436,insert_memory,337.929,337.929,N/A,N/A,0,ok
2,evt_00009437,insert_memory,335.247,335.247,N/A,N/A,0,ok
2,evt_00009438,insert_memory,338.292,338.292,N/A,N/A,0,ok
2,evt_00009439,insert_memory,335.423,335.423,N/A,N/A,0,ok
2,evt_00009440,insert_memory,337.817,337.817,N/A,N/A,0,ok
2,evt_00009441,insert_memory,339.552,339.552,N/A,N/A,0,ok
2,evt_00009442,insert_memory,339.436,339.436,N/A,N/A,0,ok
2,evt_00009443,insert_memory,335.601,335.601,N/A,N/A,0,ok
