backend,concurrency,run_id,update_id,update_to_searchable_ms,kg_write_ms,probe_ms,status
cassandra,8,1,evt_00002000,340.474,340.474,0,ok
cassandra,8,1,evt_00002001,339.364,339.364,0,ok
cassandra,8,1,evt_00002002,339.159,339.159,0,ok
cassandra,8,1,evt_00002003,338.585,338.585,0,ok
cassandra,8,1,evt_00002004,338.533,338.533,0,ok
cassandra,8,1,evt_00002005,337.418,337.418,0,ok
cassandra,8,1,evt_00002006,338.24,338.24,0,ok
cassandra,8,1,evt_00002007,336.326,336.326,0,ok
cassandra,8,1,evt_00002008,25.523,25.523,0,ok
cassandra,8,1,evt_00002009,26.123,26.123,0,ok
cassandra,8,1,evt_00002010,26.332,26.332,0,ok
cassandra,8,1,evt_00002011,25.247,25.247,0,ok
cassandra,8,1,evt_00002012,26.166,26.166,0,ok
cassandra,8,1,evt_00002013,25.158,25.158,0,ok
cassandra,8,1,evt_00002014,25.176,25.176,0,ok
cassandra,8,1,evt_00002015,25.085,25.085,0,ok
cassandra,8,1,evt_00002016,35.016,35.016,0,ok
cassandra,8,1,evt_00002017,34.433,34.433,0,ok
cassandra,8,1,evt_00002018,34.378,34.378,0,ok
cassandra,8,1,evt_00002019,34.94,34.94,0,ok
cassandra,8,1,evt_00002020,35.036,35.036,0,ok
cassandra,8,1,evt_00002021,34.679,34.679,0,ok
cassandra,8,1,evt_00002022,34.094,34.094,0,ok
cassandra,8,1,evt_00002023,34.116,34.116,0,ok
cassandra,8,1,evt_00002024,37.307,37.307,0,ok
cassandra,8,1,evt_00002025,35.938,35.938,0,ok
cassandra,8,1,evt_00002026,35.532,35.532,0,ok
cassandra,8,1,evt_00002027,35.712,35.712,0,ok
cassandra,8,1,evt_00002028,35.846,35.846,0,ok
cassandra,8,1,evt_00002029,33.711,33.711,0,ok
cassandra,8,1,evt_00002030,35.009,35.009,0,ok
cassandra,8,1,evt_00002031,35.306,35.306,0,ok
cassandra,8,1,evt_00002032,10.928,10.928,0,ok
cassandra,8,1,evt_00002033,8.929,8.929,0,ok
cassandra,8,1,evt_00002034,9.678,9.678,0,ok
cassandra,8,1,evt_00002035,8.559,8.559,0,ok
cassandra,8,1,evt_00002036,9.534,9.534,0,ok
cassandra,8,1,evt_00002037,9.593,9.593,0,ok
cassandra,8,1,evt_00002038,9.608,9.608,0,ok
cassandra,8,1,evt_00002039,10.567,10.567,0,ok
cassandra,8,1,evt_00002040,9.949,9.949,0,ok
cassandra,8,1,evt_00002041,11.034,11.034,0,ok
cassandra,8,1,evt_00002042,11.928,11.928,0,ok
cassandra,8,1,evt_00002043,11.395,11.395,0,ok
cassandra,8,1,evt_00002044,10.417,10.417,0,ok
cassandra,8,1,evt_00002045,9.658,9.658,0,ok
cassandra,8,1,evt_00002046,9.351,9.351,0,ok
cassandra,8,1,evt_00002047,10.775,10.775,0,ok
cassandra,8,1,evt_00002048,12.492,12.492,0,ok
cassandra,8,1,evt_00002049,13.466,13.466,0,ok
cassandra,8,1,evt_00002050,11.177,11.177,0,ok
cassandra,8,1,evt_00002051,10.593,10.593,0,ok
cassandra,8,1,evt_00002052,11.07,11.07,0,ok
cassandra,8,1,evt_00002053,12.105,12.105,0,ok
cassandra,8,1,evt_00002054,12.416,12.416,0,ok
cassandra,8,1,evt_00002055,12.172,12.172,0,ok
cassandra,8,1,evt_00002056,12.976,12.976,0,ok
cassandra,8,1,evt_00002057,11.941,11.941,0,ok
cassandra,8,1,evt_00002058,12.446,12.446,0,ok
cassandra,8,1,evt_00002059,11.318,11.318,0,ok
cassandra,8,1,evt_00002060,11.902,11.902,0,ok
cassandra,8,1,evt_00002061,10.67,10.67,0,ok
cassandra,8,1,evt_00002062,13.133,13.133,0,ok
cassandra,8,1,evt_00002063,12.053,12.053,0,ok
cassandra,8,1,evt_00002064,12.258,12.258,0,ok
cassandra,8,1,evt_00002065,9.414,9.414,0,ok
cassandra,8,1,evt_00002066,9.513,9.513,0,ok
cassandra,8,1,evt_00002067,11.181,11.181,0,ok
cassandra,8,1,evt_00002068,9.719,9.719,0,ok
cassandra,8,1,evt_00002069,8.773,8.773,0,ok
cassandra,8,1,evt_00002070,9.582,9.582,0,ok
cassandra,8,1,evt_00002071,11.654,11.654,0,ok
cassandra,8,1,evt_00002072,10.714,10.714,0,ok
cassandra,8,1,evt_00002073,13.362,13.362,0,ok
cassandra,8,1,evt_00002074,13.011,13.011,0,ok
cassandra,8,1,evt_00002075,11.495,11.495,0,ok
cassandra,8,1,evt_00002076,10.02,10.02,0,ok
cassandra,8,1,evt_00002077,11.503,11.503,0,ok
cassandra,8,1,evt_00002078,12.408,12.408,0,ok
cassandra,8,1,evt_00002079,8.446,8.446,0,ok
cassandra,8,1,evt_00002080,12.142,12.142,0,ok
cassandra,8,1,evt_00002081,10.51,10.51,0,ok
cassandra,8,1,evt_00002082,9.444,9.444,0,ok
cassandra,8,1,evt_00002083,11.618,11.618,0,ok
cassandra,8,1,evt_00002084,11.348,11.348,0,ok
cassandra,8,1,evt_00002085,11.018,11.018,0,ok
cassandra,8,1,evt_00002086,11.268,11.268,0,ok
cassandra,8,1,evt_00002087,12.357,12.357,0,ok
cassandra,8,1,evt_00002088,37.474,37.474,0,ok
cassandra,8,1,evt_00002089,36.011,36.011,0,ok
cassandra,8,1,evt_00002090,36.498,36.498,0,ok
cassandra,8,1,evt_00002091,36.83,36.83,0,ok
cassandra,8,1,evt_00002092,36.512,36.512,0,ok
cassandra,8,1,evt_00002093,35.873,35.873,0,ok
cassandra,8,1,evt_00002094,36.741,36.741,0,ok
cassandra,8,1,evt_00002095,36.278,36.278,0,ok
cassandra,8,1,evt_00002096,11.167,11.167,0,ok
cassandra,8,1,evt_00002097,10.904,10.904,0,ok
cassandra,8,1,evt_00002098,11.006,11.006,0,ok
cassandra,8,1,evt_00002099,13.473,13.473,0,ok
cassandra,8,1,evt_00002100,13.506,13.506,0,ok
cassandra,8,1,evt_00002101,13.506,13.506,0,ok
cassandra,8,1,evt_00002102,12.995,12.995,0,ok
cassandra,8,1,evt_00002103,13.096,13.096,0,ok
cassandra,8,1,evt_00002104,10.727,10.727,0,ok
cassandra,8,1,evt_00002105,11.085,11.085,0,ok
cassandra,8,1,evt_00002106,12.247,12.247,0,ok
cassandra,8,1,evt_00002107,10.196,10.196,0,ok
cassandra,8,1,evt_00002108,9.372,9.372,0,ok
cassandra,8,1,evt_00002109,9.842,9.842,0,ok
cassandra,8,1,evt_00002110,9.783,9.783,0,ok
cassandra,8,1,evt_00002111,10.134,10.134,0,ok
cassandra,8,1,evt_00002112,10.226,10.226,0,ok
cassandra,8,1,evt_00002113,12.316,12.316,0,ok
cassandra,8,1,evt_00002114,12.517,12.517,0,ok
cassandra,8,1,evt_00002115,10.892,10.892,0,ok
cassandra,8,1,evt_00002116,11.164,11.164,0,ok
cassandra,8,1,evt_00002117,11.315,11.315,0,ok
cassandra,8,1,evt_00002118,11.514,11.514,0,ok
cassandra,8,1,evt_00002119,9.4,9.4,0,ok
cassandra,8,1,evt_00002120,11.084,11.084,0,ok
cassandra,8,1,evt_00002121,10.975,10.975,0,ok
cassandra,8,1,evt_00002122,11.852,11.852,0,ok
cassandra,8,1,evt_00002123,12.008,12.008,0,ok
cassandra,8,1,evt_00002124,10.734,10.734,0,ok
cassandra,8,1,evt_00002125,9.984,9.984,0,ok
cassandra,8,1,evt_00002126,9.48,9.48,0,ok
cassandra,8,1,evt_00002127,10.579,10.579,0,ok
cassandra,8,1,evt_00002128,11.549,11.549,0,ok
cassandra,8,1,evt_00002129,7.798,7.798,0,ok
cassandra,8,1,evt_00002130,23.108,23.108,0,ok
cassandra,8,1,evt_00002131,22.303,22.303,0,ok
cassandra,8,1,evt_00002132,22.438,22.438,0,ok
cassandra,8,1,evt_00002133,24.871,24.871,0,ok
cassandra,8,1,evt_00002134,24.398,24.398,0,ok
cassandra,8,1,evt_00002135,24.67,24.67,0,ok
cassandra,8,1,evt_00002136,32.353,32.353,0,ok
cassandra,8,1,evt_00002137,33.399,33.399,0,ok
cassandra,8,1,evt_00002138,21.306,21.306,0,ok
cassandra,8,1,evt_00002139,20.382,20.382,0,ok
cassandra,8,1,evt_00002140,20.977,20.977,0,ok
cassandra,8,1,evt_00002141,21.015,21.015,0,ok
cassandra,8,1,evt_00002142,21.219,21.219,0,ok
cassandra,8,1,evt_00002143,19.284,19.284,0,ok
cassandra,8,1,evt_00002144,13.43,13.43,0,ok
cassandra,8,1,evt_00002145,12.093,12.093,0,ok
cassandra,8,1,evt_00002146,9.031,9.031,0,ok
cassandra,8,1,evt_00002147,9.314,9.314,0,ok
cassandra,8,1,evt_00002148,11.269,11.269,0,ok
cassandra,8,1,evt_00002149,21.658,21.658,0,ok
cassandra,8,1,evt_00002150,8.184,8.184,0,ok
cassandra,8,1,evt_00002151,21.36,21.36,0,ok
cassandra,8,1,evt_00002152,21.515,21.515,0,ok
cassandra,8,1,evt_00002153,22.245,22.245,0,ok
cassandra,8,1,evt_00002154,20.664,20.664,0,ok
cassandra,8,1,evt_00002155,21.691,21.691,0,ok
cassandra,8,1,evt_00002156,22.659,22.659,0,ok
cassandra,8,1,evt_00002157,22.336,22.336,0,ok
cassandra,8,1,evt_00002158,10.31,10.31,0,ok
cassandra,8,1,evt_00002159,11.966,11.966,0,ok
cassandra,8,1,evt_00002160,10.181,10.181,0,ok
cassandra,8,1,evt_00002161,11.715,11.715,0,ok
cassandra,8,1,evt_00002162,10.555,10.555,0,ok
cassandra,8,1,evt_00002163,10.998,10.998,0,ok
cassandra,8,1,evt_00002164,11.591,11.591,0,ok
cassandra,8,1,evt_00002165,11.162,11.162,0,ok
cassandra,8,1,evt_00002166,10.894,10.894,0,ok
cassandra,8,1,evt_00002167,11.238,11.238,0,ok
cassandra,8,1,evt_00002168,10.921,10.921,0,ok
cassandra,8,1,evt_00002169,10.773,10.773,0,ok
cassandra,8,1,evt_00002170,11.781,11.781,0,ok
cassandra,8,1,evt_00002171,10.69,10.69,0,ok
cassandra,8,1,evt_00002172,10.438,10.438,0,ok
cassandra,8,1,evt_00002173,10.396,10.396,0,ok
cassandra,8,1,evt_00002174,8.596,8.596,0,ok
cassandra,8,1,evt_00002175,9.938,9.938,0,ok
cassandra,8,1,evt_00002176,9.903,9.903,0,ok
cassandra,8,1,evt_00002177,11.029,11.029,0,ok
cassandra,8,1,evt_00002178,9.924,9.924,0,ok
cassandra,8,1,evt_00002179,9.199,9.199,0,ok
cassandra,8,1,evt_00002180,9.832,9.832,0,ok
cassandra,8,1,evt_00002181,9.414,9.414,0,ok
cassandra,8,1,evt_00002182,10.325,10.325,0,ok
cassandra,8,1,evt_00002183,10.183,10.183,0,ok
cassandra,8,1,evt_00002184,10.861,10.861,0,ok
cassandra,8,1,evt_00002185,9.113,9.113,0,ok
cassandra,8,1,evt_00002186,10.491,10.491,0,ok
cassandra,8,1,evt_00002187,10.589,10.589,0,ok
cassandra,8,1,evt_00002188,9.725,9.725,0,ok
cassandra,8,1,evt_00002189,12.071,12.071,0,ok
cassandra,8,1,evt_00002190,10.896,10.896,0,ok
cassandra,8,1,evt_00002191,25.177,25.177,0,ok
cassandra,8,1,evt_00002192,24.812,24.812,0,ok
cassandra,8,1,evt_00002193,24.276,24.276,0,ok
cassandra,8,1,evt_00002194,25.543,25.543,0,ok
cassandra,8,1,evt_00002195,23.456,23.456,0,ok
cassandra,8,1,evt_00002196,24.473,24.473,0,ok
cassandra,8,1,evt_00002197,24.015,24.015,0,ok
cassandra,8,1,evt_00002198,24.489,24.489,0,ok
cassandra,8,1,evt_00002199,11.166,11.166,0,ok
cassandra,8,1,evt_00002200,10.247,10.247,0,ok
cassandra,8,1,evt_00002201,11.175,11.175,0,ok
cassandra,8,1,evt_00002202,13.022,13.022,0,ok
cassandra,8,1,evt_00002203,10.113,10.113,0,ok
cassandra,8,1,evt_00002204,10.2,10.2,0,ok
cassandra,8,1,evt_00002205,11.473,11.473,0,ok
cassandra,8,1,evt_00002206,11.265,11.265,0,ok
cassandra,8,1,evt_00002207,11.445,11.445,0,ok
cassandra,8,1,evt_00002208,14.285,14.285,0,ok
cassandra,8,1,evt_00002209,10.607,10.607,0,ok
cassandra,8,1,evt_00002210,9.112,9.112,0,ok
cassandra,8,1,evt_00002211,8.681,8.681,0,ok
cassandra,8,1,evt_00002212,13.079,13.079,0,ok
cassandra,8,1,evt_00002213,12.847,12.847,0,ok
cassandra,8,1,evt_00002214,12.691,12.691,0,ok
cassandra,8,1,evt_00002215,12.261,12.261,0,ok
cassandra,8,1,evt_00002216,20.473,20.473,0,ok
cassandra,8,1,evt_00002217,20.398,20.398,0,ok
cassandra,8,1,evt_00002218,20.21,20.21,0,ok
cassandra,8,1,evt_00002219,17.408,17.408,0,ok
cassandra,8,1,evt_00002220,26.207,26.207,0,ok
cassandra,8,1,evt_00002221,38.339,38.339,0,ok
cassandra,8,1,evt_00002222,38.26,38.26,0,ok
cassandra,8,1,evt_00002223,38.704,38.704,0,ok
cassandra,8,1,evt_00002224,31.572,31.572,0,ok
cassandra,8,1,evt_00002225,31.743,31.743,0,ok
cassandra,8,1,evt_00002226,31.476,31.476,0,ok
cassandra,8,1,evt_00002227,31.584,31.584,0,ok
cassandra,8,1,evt_00002228,22.681,22.681,0,ok
cassandra,8,1,evt_00002229,11.172,11.172,0,ok
cassandra,8,1,evt_00002230,11.132,11.132,0,ok
cassandra,8,1,evt_00002231,9.456,9.456,0,ok
cassandra,8,1,evt_00002232,9.98,9.98,0,ok
cassandra,8,1,evt_00002233,8.896,8.896,0,ok
cassandra,8,1,evt_00002234,7.923,7.923,0,ok
cassandra,8,1,evt_00002235,9.467,9.467,0,ok
cassandra,8,1,evt_00002236,9.756,9.756,0,ok
cassandra,8,1,evt_00002237,9.309,9.309,0,ok
cassandra,8,1,evt_00002238,8.931,8.931,0,ok
cassandra,8,1,evt_00002239,17.641,17.641,0,ok
cassandra,8,1,evt_00002240,25.151,25.151,0,ok
cassandra,8,1,evt_00002241,24.482,24.482,0,ok
cassandra,8,1,evt_00002242,24.162,24.162,0,ok
cassandra,8,1,evt_00002243,23.941,23.941,0,ok
cassandra,8,1,evt_00002244,31.451,31.451,0,ok
cassandra,8,1,evt_00002245,37.134,37.134,0,ok
cassandra,8,1,evt_00002246,37.009,37.009,0,ok
cassandra,8,1,evt_00002247,29.872,29.872,0,ok
cassandra,8,1,evt_00002248,22.694,22.694,0,ok
cassandra,8,1,evt_00002249,21.857,21.857,0,ok
cassandra,8,1,evt_00002250,22.582,22.582,0,ok
cassandra,8,1,evt_00002251,21.52,21.52,0,ok
cassandra,8,1,evt_00002252,15.508,15.508,0,ok
cassandra,8,1,evt_00002253,10.592,10.592,0,ok
cassandra,8,1,evt_00002254,9.77,9.77,0,ok
cassandra,8,1,evt_00002255,22.327,22.327,0,ok
cassandra,8,1,evt_00002256,20.91,20.91,0,ok
cassandra,8,1,evt_00002257,23.26,23.26,0,ok
cassandra,8,1,evt_00002258,23.118,23.118,0,ok
cassandra,8,1,evt_00002259,23.376,23.376,0,ok
cassandra,8,1,evt_00002260,22.962,22.962,0,ok
cassandra,8,1,evt_00002261,23.134,23.134,0,ok
cassandra,8,1,evt_00002262,22.064,22.064,0,ok
cassandra,8,1,evt_00002263,10.803,10.803,0,ok
cassandra,8,1,evt_00002264,10.273,10.273,0,ok
cassandra,8,1,evt_00002265,10.145,10.145,0,ok
cassandra,8,1,evt_00002266,10.43,10.43,0,ok
cassandra,8,1,evt_00002267,8.215,8.215,0,ok
cassandra,8,1,evt_00002268,9.522,9.522,0,ok
cassandra,8,1,evt_00002269,9.01,9.01,0,ok
cassandra,8,1,evt_00002270,9.662,9.662,0,ok
cassandra,8,1,evt_00002271,9.069,9.069,0,ok
cassandra,8,1,evt_00002272,9.47,9.47,0,ok
cassandra,8,1,evt_00002273,9.179,9.179,0,ok
cassandra,8,1,evt_00002274,9.834,9.834,0,ok
cassandra,8,1,evt_00002275,8.986,8.986,0,ok
cassandra,8,1,evt_00002276,9.296,9.296,0,ok
cassandra,8,1,evt_00002277,10.816,10.816,0,ok
cassandra,8,1,evt_00002278,8.889,8.889,0,ok
cassandra,8,1,evt_00002279,8.564,8.564,0,ok
cassandra,8,1,evt_00002280,11.16,11.16,0,ok
cassandra,8,1,evt_00002281,10.59,10.59,0,ok
cassandra,8,1,evt_00002282,11.333,11.333,0,ok
cassandra,8,1,evt_00002283,9.733,9.733,0,ok
cassandra,8,1,evt_00002284,12.891,12.891,0,ok
cassandra,8,1,evt_00002285,10.739,10.739,0,ok
cassandra,8,1,evt_00002286,11.066,11.066,0,ok
cassandra,8,1,evt_00002287,11.667,11.667,0,ok
cassandra,8,1,evt_00002288,11.088,11.088,0,ok
cassandra,8,1,evt_00002289,10.255,10.255,0,ok
cassandra,8,1,evt_00002290,9.725,9.725,0,ok
cassandra,8,1,evt_00002291,10.708,10.708,0,ok
cassandra,8,1,evt_00002292,9.515,9.515,0,ok
cassandra,8,1,evt_00002293,9.536,9.536,0,ok
cassandra,8,1,evt_00002294,11.191,11.191,0,ok
cassandra,8,1,evt_00002295,9.016,9.016,0,ok
cassandra,8,1,evt_00002296,11.264,11.264,0,ok
cassandra,8,1,evt_00002297,10.083,10.083,0,ok
cassandra,8,1,evt_00002298,9.23,9.23,0,ok
cassandra,8,1,evt_00002299,11.377,11.377,0,ok
cassandra,8,1,evt_00002300,11.354,11.354,0,ok
cassandra,8,1,evt_00002301,10.808,10.808,0,ok
cassandra,8,1,evt_00002302,12.066,12.066,0,ok
cassandra,8,1,evt_00002303,10.755,10.755,0,ok
cassandra,8,1,evt_00002304,10.44,10.44,0,ok
cassandra,8,1,evt_00002305,9.732,9.732,0,ok
cassandra,8,1,evt_00002306,8.82,8.82,0,ok
cassandra,8,1,evt_00002307,11.013,11.013,0,ok
cassandra,8,1,evt_00002308,8.874,8.874,0,ok
cassandra,8,1,evt_00002309,8.989,8.989,0,ok
cassandra,8,1,evt_00002310,9.949,9.949,0,ok
cassandra,8,1,evt_00002311,10.042,10.042,0,ok
cassandra,8,1,evt_00002312,8.751,8.751,0,ok
cassandra,8,1,evt_00002313,8.886,8.886,0,ok
cassandra,8,1,evt_00002314,8.761,8.761,0,ok
cassandra,8,1,evt_00002315,9.17,9.17,0,ok
cassandra,8,1,evt_00002316,9.199,9.199,0,ok
cassandra,8,1,evt_00002317,9.596,9.596,0,ok
cassandra,8,1,evt_00002318,8.575,8.575,0,ok
cassandra,8,1,evt_00002319,10.129,10.129,0,ok
cassandra,8,1,evt_00002320,8.641,8.641,0,ok
cassandra,8,1,evt_00002321,8.28,8.28,0,ok
cassandra,8,1,evt_00002322,10.897,10.897,0,ok
cassandra,8,1,evt_00002323,11.199,11.199,0,ok
cassandra,8,1,evt_00002324,10.431,10.431,0,ok
cassandra,8,1,evt_00002325,10.434,10.434,0,ok
cassandra,8,1,evt_00002326,9.839,9.839,0,ok
cassandra,8,1,evt_00002327,9.177,9.177,0,ok
cassandra,8,1,evt_00002328,10.673,10.673,0,ok
cassandra,8,1,evt_00002329,12.753,12.753,0,ok
cassandra,8,1,evt_00002330,10.039,10.039,0,ok
cassandra,8,1,evt_00002331,11.822,11.822,0,ok
cassandra,8,1,evt_00002332,10.543,10.543,0,ok
cassandra,8,1,evt_00002333,10.384,10.384,0,ok
cassandra,8,1,evt_00002334,11.084,11.084,0,ok
cassandra,8,1,evt_00002335,11.522,11.522,0,ok
cassandra,8,1,evt_00002336,11.167,11.167,0,ok
cassandra,8,1,evt_00002337,12.267,12.267,0,ok
cassandra,8,1,evt_00002338,10.942,10.942,0,ok
cassandra,8,1,evt_00002339,11.059,11.059,0,ok
cassandra,8,1,evt_00002340,11.197,11.197,0,ok
cassandra,8,1,evt_00002341,10.283,10.283,0,ok
cassandra,8,1,evt_00002342,10.101,10.101,0,ok
cassandra,8,1,evt_00002343,9.886,9.886,0,ok
cassandra,8,1,evt_00002344,9.227,9.227,0,ok
cassandra,8,1,evt_00002345,9.325,9.325,0,ok
cassandra,8,1,evt_00002346,9.558,9.558,0,ok
cassandra,8,1,evt_00002347,11.455,11.455,0,ok
cassandra,8,1,evt_00002348,9.534,9.534,0,ok
cassandra,8,1,evt_00002349,10.715,10.715,0,ok
cassandra,8,1,evt_00002350,12.283,12.283,0,ok
cassandra,8,1,evt_00002351,12.976,12.976,0,ok
cassandra,8,1,evt_00002352,11.53,11.53,0,ok
cassandra,8,1,evt_00002353,12.202,12.202,0,ok
cassandra,8,1,evt_00002354,12.098,12.098,0,ok
cassandra,8,1,evt_00002355,13.122,13.122,0,ok
cassandra,8,1,evt_00002356,11.51,11.51,0,ok
cassandra,8,1,evt_00002357,10.701,10.701,0,ok
cassandra,8,1,evt_00002358,15.749,15.749,0,ok
cassandra,8,1,evt_00002359,15.798,15.798,0,ok
cassandra,8,1,evt_00002360,14.627,14.627,0,ok
cassandra,8,1,evt_00002361,14.764,14.764,0,ok
cassandra,8,1,evt_00002362,15.178,15.178,0,ok
cassandra,8,1,evt_00002363,15.008,15.008,0,ok
cassandra,8,1,evt_00002364,14.356,14.356,0,ok
cassandra,8,1,evt_00002365,15.125,15.125,0,ok
cassandra,8,1,evt_00002366,14.735,14.735,0,ok
cassandra,8,1,evt_00002367,13.529,13.529,0,ok
cassandra,8,1,evt_00002368,13.521,13.521,0,ok
cassandra,8,1,evt_00002369,14.862,14.862,0,ok
cassandra,8,1,evt_00002370,13.78,13.78,0,ok
cassandra,8,1,evt_00002371,12.624,12.624,0,ok
cassandra,8,1,evt_00002372,14.28,14.28,0,ok
cassandra,8,1,evt_00002373,12.848,12.848,0,ok
cassandra,8,1,evt_00002374,11.418,11.418,0,ok
cassandra,8,1,evt_00002375,11.418,11.418,0,ok
cassandra,8,1,evt_00002376,9.985,9.985,0,ok
cassandra,8,1,evt_00002377,9.36,9.36,0,ok
cassandra,8,1,evt_00002378,9.891,9.891,0,ok
cassandra,8,1,evt_00002379,12.171,12.171,0,ok
cassandra,8,1,evt_00002380,10.889,10.889,0,ok
cassandra,8,1,evt_00002381,10.049,10.049,0,ok
cassandra,8,1,evt_00002382,19.355,19.355,0,ok
cassandra,8,1,evt_00002383,19.566,19.566,0,ok
cassandra,8,1,evt_00002384,19.761,19.761,0,ok
cassandra,8,1,evt_00002385,32.831,32.831,0,ok
cassandra,8,1,evt_00002386,33.156,33.156,0,ok
cassandra,8,1,evt_00002387,45.741,45.741,0,ok
cassandra,8,1,evt_00002388,45.15,45.15,0,ok
cassandra,8,1,evt_00002389,46.178,46.178,0,ok
cassandra,8,1,evt_00002390,37.375,37.375,0,ok
cassandra,8,1,evt_00002391,37.651,37.651,0,ok
cassandra,8,1,evt_00002392,37.167,37.167,0,ok
cassandra,8,1,evt_00002393,25.036,25.036,0,ok
cassandra,8,1,evt_00002394,23.443,23.443,0,ok
cassandra,8,1,evt_00002395,11.278,11.278,0,ok
cassandra,8,1,evt_00002396,11.274,11.274,0,ok
cassandra,8,1,evt_00002397,9.262,9.262,0,ok
cassandra,8,1,evt_00002398,10.36,10.36,0,ok
cassandra,8,1,evt_00002399,10.201,10.201,0,ok
cassandra,8,1,evt_00002400,9.029,9.029,0,ok
cassandra,8,1,evt_00002401,9.968,9.968,0,ok
cassandra,8,1,evt_00002402,10.458,10.458,0,ok
cassandra,8,1,evt_00002403,8.859,8.859,0,ok
cassandra,8,1,evt_00002404,10.03,10.03,0,ok
cassandra,8,1,evt_00002405,8.566,8.566,0,ok
cassandra,8,1,evt_00002406,9.964,9.964,0,ok
cassandra,8,1,evt_00002407,9.894,9.894,0,ok
cassandra,8,1,evt_00002408,10.817,10.817,0,ok
cassandra,8,1,evt_00002409,10.187,10.187,0,ok
cassandra,8,1,evt_00002410,11.871,11.871,0,ok
cassandra,8,1,evt_00002411,12.833,12.833,0,ok
cassandra,8,1,evt_00002412,11.677,11.677,0,ok
cassandra,8,1,evt_00002413,9.829,9.829,0,ok
cassandra,8,1,evt_00002414,10.165,10.165,0,ok
cassandra,8,1,evt_00002415,11.147,11.147,0,ok
cassandra,8,1,evt_00002416,10.187,10.187,0,ok
cassandra,8,1,evt_00002417,10.428,10.428,0,ok
cassandra,8,1,evt_00002418,11.08,11.08,0,ok
cassandra,8,1,evt_00002419,11.287,11.287,0,ok
cassandra,8,1,evt_00002420,10.185,10.185,0,ok
cassandra,8,1,evt_00002421,11.023,11.023,0,ok
cassandra,8,1,evt_00002422,10.966,10.966,0,ok
cassandra,8,1,evt_00002423,10.874,10.874,0,ok
cassandra,8,1,evt_00002424,11.017,11.017,0,ok
cassandra,8,1,evt_00002425,12.981,12.981,0,ok
cassandra,8,1,evt_00002426,9.642,9.642,0,ok
cassandra,8,1,evt_00002427,11.103,11.103,0,ok
cassandra,8,1,evt_00002428,9.696,9.696,0,ok
cassandra,8,1,evt_00002429,12.813,12.813,0,ok
cassandra,8,1,evt_00002430,10.32,10.32,0,ok
cassandra,8,1,evt_00002431,20.709,20.709,0,ok
cassandra,8,1,evt_00002432,21.641,21.641,0,ok
cassandra,8,1,evt_00002433,21.606,21.606,0,ok
cassandra,8,1,evt_00002434,20.217,20.217,0,ok
cassandra,8,1,evt_00002435,22.635,22.635,0,ok
cassandra,8,1,evt_00002436,21.676,21.676,0,ok
cassandra,8,1,evt_00002437,21.4,21.4,0,ok
cassandra,8,1,evt_00002438,19.799,19.799,0,ok
cassandra,8,1,evt_00002439,13.406,13.406,0,ok
cassandra,8,1,evt_00002440,12.402,12.402,0,ok
cassandra,8,1,evt_00002441,13.542,13.542,0,ok
cassandra,8,1,evt_00002442,12.097,12.097,0,ok
cassandra,8,1,evt_00002443,14.296,14.296,0,ok
cassandra,8,1,evt_00002444,14.6,14.6,0,ok
cassandra,8,1,evt_00002445,13.069,13.069,0,ok
cassandra,8,1,evt_00002446,13.619,13.619,0,ok
cassandra,8,1,evt_00002447,12.689,12.689,0,ok
cassandra,8,1,evt_00002448,12.477,12.477,0,ok
cassandra,8,1,evt_00002449,12.326,12.326,0,ok
cassandra,8,1,evt_00002450,12.829,12.829,0,ok
cassandra,8,1,evt_00002451,10.874,10.874,0,ok
cassandra,8,1,evt_00002452,10.836,10.836,0,ok
cassandra,8,1,evt_00002453,12.847,12.847,0,ok
cassandra,8,1,evt_00002454,10.646,10.646,0,ok
cassandra,8,1,evt_00002455,11.99,11.99,0,ok
cassandra,8,1,evt_00002456,11.438,11.438,0,ok
cassandra,8,1,evt_00002457,11.081,11.081,0,ok
cassandra,8,1,evt_00002458,10.218,10.218,0,ok
cassandra,8,1,evt_00002459,9.081,9.081,0,ok
cassandra,8,1,evt_00002460,9.985,9.985,0,ok
cassandra,8,1,evt_00002461,10.372,10.372,0,ok
cassandra,8,1,evt_00002462,9.859,9.859,0,ok
cassandra,8,1,evt_00002463,10.511,10.511,0,ok
cassandra,8,1,evt_00002464,10.007,10.007,0,ok
cassandra,8,1,evt_00002465,11.13,11.13,0,ok
cassandra,8,1,evt_00002466,10.816,10.816,0,ok
cassandra,8,1,evt_00002467,11.243,11.243,0,ok
cassandra,8,1,evt_00002468,10.455,10.455,0,ok
cassandra,8,1,evt_00002469,10.35,10.35,0,ok
cassandra,8,1,evt_00002470,8.582,8.582,0,ok
cassandra,8,1,evt_00002471,9.428,9.428,0,ok
cassandra,8,1,evt_00002472,10.174,10.174,0,ok
cassandra,8,1,evt_00002473,8.242,8.242,0,ok
cassandra,8,1,evt_00002474,11.11,11.11,0,ok
cassandra,8,1,evt_00002475,8.44,8.44,0,ok
cassandra,8,1,evt_00002476,9.928,9.928,0,ok
cassandra,8,1,evt_00002477,10.704,10.704,0,ok
cassandra,8,1,evt_00002478,10.191,10.191,0,ok
cassandra,8,1,evt_00002479,10.293,10.293,0,ok
cassandra,8,1,evt_00002480,12.021,12.021,0,ok
