run_id,system,graph_id,clients,hop,fanout,cycle_policy,repeat,mode,cold_mode,warmup_seconds,measurement_seconds,completed_reads,read_QPS,read_mean_ms,read_p50_ms,read_p95_ms,read_p99_ms,read_error_count,error_rate,cache_enabled,cache_hit_rate,effective_latency_ms,frontier_workers,relation_index_enabled,backend_state,read_hash_spotcheck_passed
20260709,neo4j,c3_scale_1M_seed42,32,2,20,path,1,warm,warm,15,45.001,21402,475.584,67.367,49.117,164.594,460.197,0,0.0,False,0,67.367,0,False,warm,True
20260709,neo4j,c3_scale_1M_seed42,32,2,20,path,2,warm,warm,15,45.001,20882,464.032,69.062,50.357,169.788,466.223,0,0.0,False,0,69.062,0,False,warm,True
20260709,cassandra_naive,c3_scale_1M_seed42,32,2,20,path,2,warm,warm,15,45.002,35352,785.558,40.789,30.95,82.738,245.323,0,0.0,False,0,40.789,1,False,warm,True
20260709,cassandra_opt,c3_scale_1M_seed42,32,2,20,path,2,warm,warm,15,45.001,27707,615.694,52.017,45.956,89.989,107.134,0,0.0,False,0,52.017,16,False,warm,True
20260709,cassandra_opt,c3_scale_1M_seed42,32,2,20,path,3,warm,warm,15,45.002,26505,588.973,54.435,48.68,92.047,114.648,0,0.0,False,0,54.435,16,False,warm,True
20260709,cassandra_naive,c3_scale_1M_seed42,32,2,20,path,3,warm,warm,15,45.001,35813,795.833,40.252,30.409,82.529,244.223,0,0.0,False,0,40.252,1,False,warm,True
20260709,neo4j,c3_scale_1M_seed42,32,2,20,path,3,warm,warm,15,45.002,20492,455.361,70.42,50.869,175.478,478.623,0,0.0,False,0,70.42,0,False,warm,True
20260709,cassandra_naive,c3_scale_1M_seed42,32,2,20,path,4,warm,warm,15,45.002,30189,670.833,47.754,35.907,100.73,290.566,0,0.0,False,0,47.754,1,False,warm,True
20260709,neo4j,c3_scale_1M_seed42,32,2,20,path,4,warm,warm,15,45.003,16015,355.869,90.185,65.207,216.502,641.751,0,0.0,False,0,90.185,0,False,warm,True
20260709,cassandra_opt,c3_scale_1M_seed42,32,2,20,path,4,warm,warm,15,45.002,24369,541.509,59.144,52.875,99.852,122.439,0,0.0,False,0,59.144,16,False,warm,True
20260709,cassandra_opt,c3_scale_1M_seed42,32,2,20,path,4,warm,warm,15,45.002,23596,524.328,61.111,53.808,103.466,128.359,0,0.0,False,0,61.111,16,False,warm,True
20260709,neo4j,c3_scale_1M_seed42,32,2,20,path,4,warm,warm,15,45.001,14974,332.749,96.456,74.169,212.284,628.395,0,0.0,False,0,96.456,0,False,warm,True
20260709,cassandra_opt,c3_scale_1M_seed42,32,2,20,path,5,warm,warm,15,45.0,24769,550.419,58.267,51.108,101.3,121.122,0,0.0,False,0,58.267,16,False,warm,True
20260709,cassandra_opt,c3_scale_1M_seed42,32,2,20,path,5,warm,warm,15,45.0,25246,561.02,57.104,50.12,97.151,118.729,0,0.0,False,0,57.104,16,False,warm,True
20260709,cassandra_naive,c3_scale_1M_seed42,32,2,20,path,5,warm,warm,15,45.003,29063,645.796,49.638,36.467,106.616,299.171,0,0.0,False,0,49.638,1,False,warm,True
20260709,cassandra_naive,c3_scale_1M_seed42,32,2,20,path,5,warm,warm,15,45.004,29975,666.053,48.095,36.204,97.152,295.752,0,0.0,False,0,48.095,1,False,warm,True
20260709,neo4j,c3_scale_1M_seed42,32,2,20,path,5,warm,warm,15,45.0,16421,364.908,88.199,69.049,161.524,550.084,0,0.0,False,0,88.199,0,False,warm,True
20260709,neo4j,c3_scale_1M_seed42,32,2,20,path,5,warm,warm,15,45.001,16662,370.255,86.929,66.715,189.591,563.515,0,0.0,False,0,86.929,0,False,warm,True
20260709,cassandra_opt,c3_scale_1M_seed42,64,2,20,path,1,warm,warm,15,45.002,24710,549.09,116.87,109.448,164.969,184.398,0,0.0,False,0,116.87,16,False,warm,True
20260709,cassandra_opt,c3_scale_1M_seed42,64,2,20,path,1,warm,warm,15,45.036,24967,554.381,115.72,109.184,162.061,174.686,0,0.0,False,0,115.72,16,False,warm,True
20260709,neo4j,c3_scale_1M_seed42,64,2,20,path,1,warm,warm,15,45.001,14670,325.995,198.245,164.425,298.561,1182.942,0,0.0,False,0,198.245,0,False,warm,True
20260709,cassandra_naive,c3_scale_1M_seed42,64,2,20,path,1,warm,warm,15,45.004,29625,658.269,97.652,73.782,187.665,575.647,0,0.0,False,0,97.652,1,False,warm,True
20260709,cassandra_naive,c3_scale_1M_seed42,64,2,20,path,1,warm,warm,15,45.008,26520,589.23,109.234,84.695,215.517,631.636,0,0.0,False,0,109.234,1,False,warm,True
20260709,neo4j,c3_scale_1M_seed42,64,2,20,path,1,warm,warm,15,45.001,15025,333.88,193.71,140.119,475.98,1430.464,0,0.0,False,0,193.71,0,False,warm,True
20260709,cassandra_naive,c3_scale_1M_seed42,64,2,20,path,2,warm,warm,15,45.001,30711,682.448,94.022,70.993,183.395,563.12,0,0.0,False,0,94.022,1,False,warm,True
20260709,cassandra_opt,c3_scale_1M_seed42,64,2,20,path,2,warm,warm,15,45.001,25057,556.814,115.228,110.178,162.885,177.734,0,0.0,False,0,115.228,16,False,warm,True
20260709,neo4j,c3_scale_1M_seed42,64,2,20,path,2,warm,warm,15,45.002,14491,322.006,200.563,167.929,296.526,1189.008,0,0.0,False,0,200.563,0,False,warm,True
20260709,cassandra_naive,c3_scale_1M_seed42,64,2,20,path,2,warm,warm,15,45.001,28843,640.943,100.232,76.047,188.465,597.268,0,0.0,False,0,100.232,1,False,warm,True
20260709,neo4j,c3_scale_1M_seed42,64,2,20,path,2,warm,warm,15,45.001,14725,327.218,197.324,162.261,314.842,1205.444,0,0.0,False,0,197.324,0,False,warm,True
