system,clients,target_write_ratio,actual_write_ratio,repeat,warmup_seconds,measurement_seconds,completed_reads,completed_writes,read_QPS,write_QPS,total_ops_QPS,read_mean_ms,read_p50_ms,read_p95_ms,read_p99_ms,write_mean_ms,write_p50_ms,write_p95_ms,write_p99_ms,read_error_count,write_error_count,total_error_rate,read_hash_spotcheck_passed,write_validation_passed,logical_writes_validated,physical_writes_per_logical_write,frontier_workers,application_cache,backend_state,write_graph_id
cassandra_parallel,8,10,10.0,1,10,20.001,11221,1245,561.023,62.247,623.27,12.365,9.673,26.78,46.973,17.12,14.382,34.491,52.612,0,0,0.0,True,True,20/20,4,16,disabled,warm,c2_write_sink_cassandra_parallel_w10_r1
neo4j,8,10,10.0,1,10,20.001,10345,1150,517.233,57.498,574.731,15.103,11.612,31.985,103.181,3.582,3.423,4.815,6.085,0,0,0.0,True,True,20/20,1,16,disabled,warm,c2_write_sink_neo4j_w10_r1
cassandra_parallel,8,30,30.0,1,10,20.0,8904,3817,445.191,190.846,636.037,11.558,9.025,24.741,45.137,14.972,12.513,29.514,47.747,0,0,0.0,True,True,20/20,4,16,disabled,warm,c2_write_sink_cassandra_parallel_w30_r1
neo4j,8,30,30.0,1,10,20.001,9534,4077,476.679,203.841,680.52,15.334,11.937,31.905,101.972,3.408,3.275,4.758,5.958,0,0,0.0,True,True,20/20,1,16,disabled,warm,c2_write_sink_neo4j_w30_r1
