backend_ms,candidate_count,candidate_fetch_ms,commit_ms,dense_scoring_ms,dense_upsert_ms,fresh_hit_at_10,full_write_ack_call_ms,graph_projection_ok,graph_visible_ms,latency_ms,op_id,op_type,phase,projection_fetch_ms,ranking_ms,relation_candidate_ok,relation_check_ms,sparse_scoring_ms,sparse_upsert_ms,status,zscore_fusion_ms
222.802,418,,,0.4479,,,,,,225.2035,r2_measured_00000,read,measured,,,,,1.5297,,ok,0.3558
294.1217,628,,,0.6139,,,,,,296.8135,r2_measured_00001,read,measured,,,,,1.6346,,ok,0.3706
198.4463,369,,,0.3701,,,,,,200.7369,r2_measured_00002,read,measured,,,,,1.4587,,ok,0.3962
313.9588,681,,,1.2415,,,,,,320.3654,r2_measured_00003,read,measured,,,,,4.5456,,ok,0.5509
297.1867,628,,,0.7855,,,,,,305.2394,r2_measured_00004,read,measured,,,,,6.8003,,ok,0.3897
309.3297,659,,,1.9074,,,,,,319.5479,r2_measured_00005,read,measured,,,,,7.8773,,ok,0.3616
306.7304,679,,,0.6644,,,,,,314.147,r2_measured_00006,read,measured,,,,,6.3003,,ok,0.3748
263.1746,568,,,0.8956,,,,,,272.0685,r2_measured_00007,read,measured,,,,,7.4837,,ok,0.4181
246.6624,689,,,1.0668,,,,,,251.2435,r2_measured_00008,read,measured,,,,,3.053,,ok,0.3701
241.8792,677,,,0.6264,,,,,,247.0588,r2_measured_00009,read,measured,,,,,4.1444,,ok,0.3427
247.3281,679,,,0.886,,,,,,251.0069,r2_measured_00010,read,measured,,,,,2.3073,,ok,0.4115
207.7072,567,,,0.9888,,,,,,212.8906,r2_measured_00011,read,measured,,,,,3.7408,,ok,0.3857
153.3368,418,,,0.2881,,,,,,155.309,r2_measured_00012,read,measured,,,,,1.2763,,ok,0.3526
233.0036,674,,,0.6381,,,,,,236.2338,r2_measured_00013,read,measured,,,,,2.1412,,ok,0.3709
168.6303,506,,,0.5582,,,,,,174.9846,r2_measured_00014,read,measured,,,,,5.3909,,ok,0.3475
235.657,663,,,0.6208,,,,,,240.554,r2_measured_00015,read,measured,,,,,3.8478,,ok,0.3594
