backend_ms,candidate_count,candidate_fetch_ms,commit_ms,dense_scoring_ms,dense_upsert_ms,fresh_hit_at_10,full_write_ack_call_ms,graph_projection_ok,graph_visible_ms,latency_ms,op_id,op_type,phase,projection_fetch_ms,ranking_ms,relation_candidate_ok,relation_check_ms,sparse_scoring_ms,sparse_upsert_ms,status,zscore_fusion_ms
82.0869,673,,,0.5623,,,,,,83.7054,r1_measured_00000,read,measured,,,,,0.6644,,ok,0.3286
99.4606,628,15.1991,3.225,0.5054,2.2429,1,3.2233,1,49.9035,100.9843,r1_measured_00001,update,measured,46.6785,1.5237,1,14.123,0.6329,17.9921,ok,0.3241
11.4933,628,,,0.5043,,,,,,12.9981,r1_measured_00002,read,measured,,,,,0.6132,,ok,0.3272
17.3527,567,,,0.4944,,,,,,18.781,r1_measured_00003,read,measured,,,,,0.5715,,ok,0.3013
16.2264,628,,,0.6008,,,,,,18.1459,r1_measured_00004,read,measured,,,,,0.7771,,ok,0.4585
8.2911,628,,,0.4884,,,,,,9.7147,r1_measured_00005,read,measured,,,,,0.5631,,ok,0.3112
13.6746,417,,,0.2612,,,,,,14.9538,r1_measured_00006,read,measured,,,,,0.5941,,ok,0.3701
16.0162,663,,,0.5366,,,,,,17.5649,r1_measured_00007,read,measured,,,,,0.619,,ok,0.3253
11.9257,680,,,0.5395,,,,,,13.5726,r1_measured_00008,read,measured,,,,,0.6474,,ok,0.3913
14.9641,679,,,0.5531,,,,,,16.7102,r1_measured_00009,read,measured,,,,,0.7659,,ok,0.3566
12.9668,368,,,0.2427,,,,,,14.1566,r1_measured_00010,read,measured,,,,,0.439,,ok,0.4515
14.4091,417,,,0.3603,,,,,,15.9476,r1_measured_00011,read,measured,,,,,0.5447,,ok,0.5607
14.0449,679,,,0.5659,,,,,,15.7244,r1_measured_00012,read,measured,,,,,0.6509,,ok,0.3855
18.8115,628,,,0.5143,,,,,,20.271,r1_measured_00013,read,measured,,,,,0.5528,,ok,0.3206
12.8833,418,,,0.2649,,,,,,14.0425,r1_measured_00014,read,measured,,,,,0.5108,,ok,0.3284
9.8745,681,,,0.5544,,,,,,11.5157,r1_measured_00015,read,measured,,,,,0.6522,,ok,0.3646
14.6299,567,,,0.5429,,,,,,16.0959,r1_measured_00016,read,measured,,,,,0.5328,,ok,0.3291
14.9426,689,,,0.6817,,,,,,16.8719,r1_measured_00017,read,measured,,,,,0.7881,,ok,0.3691
13.5371,567,,,0.4683,,,,,,14.9306,r1_measured_00018,read,measured,,,,,0.5453,,ok,0.3242
14.0662,680,,,0.5143,,,,,,15.5331,r1_measured_00019,read,measured,,,,,0.5676,,ok,0.3231
12.8875,419,,,0.2803,,,,,,14.0519,r1_measured_00020,read,measured,,,,,0.5247,,ok,0.3099
15.9582,677,,,0.6072,,,,,,17.9302,r1_measured_00021,read,measured,,,,,0.809,,ok,0.4785
13.3904,508,,,0.5692,,,,,,15.1524,r1_measured_00022,read,measured,,,,,0.664,,ok,0.4543
13.1139,509,,,0.5439,,,,,,14.6758,r1_measured_00023,read,measured,,,,,0.575,,ok,0.3808
16.2106,678,,,0.5218,,,,,,19.7608,r1_measured_00024,read,measured,,,,,2.5684,,ok,0.318
10.7898,680,,,0.5483,,,,,,12.4225,r1_measured_00025,read,measured,,,,,0.6668,,ok,0.3499
13.2695,680,,,0.5312,,,,,,14.8011,r1_measured_00026,read,measured,,,,,0.6123,,ok,0.3161
12.0179,365,,,0.2265,,,,,,12.997,r1_measured_00027,read,measured,,,,,0.4047,,ok,0.3002
15.6655,678,,,0.569,,,,,,17.441,r1_measured_00028,read,measured,,,,,0.7995,,ok,0.3333
18.0676,661,,,0.6293,,,,,,19.8397,r1_measured_00029,read,measured,,,,,0.6633,,ok,0.3997
11.9261,684,,,0.649,,,,,,13.832,r1_measured_00030,read,measured,,,,,0.7892,,ok,0.3847
11.2409,662,,,0.6112,,,,,,13.0096,r1_measured_00031,read,measured,,,,,0.6494,,ok,0.4314
12.4986,674,,,0.5588,,,,,,14.1852,r1_measured_00032,read,measured,,,,,0.6968,,ok,0.3592
13.9758,681,,,0.5645,,,,,,15.5641,r1_measured_00033,read,measured,,,,,0.5987,,ok,0.3529
12.9573,688,,,0.455,,,,,,14.3986,r1_measured_00034,read,measured,,,,,0.5918,,ok,0.331
14.5568,628,,,0.497,,,,,,16.0436,r1_measured_00035,read,measured,,,,,0.6093,,ok,0.3181
12.9839,417,,,0.2825,,,,,,14.115,r1_measured_00036,read,measured,,,,,0.4843,,ok,0.3184
122.4685,660,18.5255,12.2052,0.5468,2.7549,1,12.2037,1,61.2966,124.1464,r1_measured_00037,update,measured,49.0914,1.6779,1,16.4347,0.6658,23.4568,ok,0.3706
14.9038,628,,,0.7026,,,,,,17.0193,r1_measured_00038,read,measured,,,,,0.8071,,ok,0.5127
10.0662,369,,,0.2672,,,,,,11.2728,r1_measured_00039,read,measured,,,,,0.5424,,ok,0.3413
17.7383,678,,,0.7519,,,,,,19.5773,r1_measured_00040,read,measured,,,,,0.6841,,ok,0.3309
