backend_ms,candidate_count,candidate_fetch_ms,commit_ms,dense_scoring_ms,dense_upsert_ms,fresh_hit_at_10,full_write_ack_call_ms,graph_projection_ok,graph_visible_ms,latency_ms,op_id,op_type,phase,projection_fetch_ms,ranking_ms,relation_candidate_ok,relation_check_ms,sparse_scoring_ms,sparse_upsert_ms,status,zscore_fusion_ms
263.5493,660,,,0.6869,,,,,,269.3372,r0_measured_00000,read,measured,,,,,4.653,,ok,0.3629
280.2992,674,,,1.7746,,,,,,289.1328,r0_measured_00001,read,measured,,,,,6.5989,,ok,0.3744
283.1753,663,,,0.7348,,,,,,291.1771,r0_measured_00002,read,measured,,,,,6.6592,,ok,0.5211
258.9872,626,,,1.0155,,,,,,264.8557,r0_measured_00003,read,measured,,,,,4.3971,,ok,0.3708
231.1269,565,,,1.0168,,,,,,236.4865,r0_measured_00004,read,measured,,,,,3.8965,,ok,0.3574
277.6143,663,,,1.254,,,,,,286.4578,r0_measured_00005,read,measured,,,,,7.126,,ok,0.3773
283.0745,663,,,0.5918,,,,,,296.1672,r0_measured_00006,read,measured,,,,,12.1075,,ok,0.3199
185.7783,418,,,0.3554,,,,,,187.3997,r0_measured_00007,read,measured,,,,,0.7641,,ok,0.4146
310.5926,565,,,0.578,,,,,,314.6026,r0_measured_00008,read,measured,,,,,3.0339,,ok,0.3277
349.6895,661,,,0.7365,,,,,,357.5568,r0_measured_00009,read,measured,,,,,6.7424,,ok,0.3187
341.4785,662,,,0.6114,,,,,,347.7663,r0_measured_00010,read,measured,,,,,5.2739,,ok,0.3306
350.0592,685,,,0.8619,,,,,,355.9757,r0_measured_00011,read,measured,,,,,4.6452,,ok,0.3312
300.7589,565,,,0.8348,,,,,,305.4052,r0_measured_00012,read,measured,,,,,3.4155,,ok,0.331
243.5505,418,,,0.29,,,,,,245.0741,r0_measured_00013,read,measured,,,,,0.8079,,ok,0.3642
346.4372,678,,,0.7773,,,,,,352.5025,r0_measured_00014,read,measured,,,,,4.8404,,ok,0.3688
437.718,681,255.5428,6.1018,0.7988,50.0366,1,6.1002,1,92.7047,442.0539,r0_measured_00015,update,measured,86.6029,4.3359,1,11.9169,3.1004,27.517,ok,0.3577
213.5696,567,,,0.7207,,,,,,218.9204,r0_measured_00016,read,measured,,,,,4.1894,,ok,0.3626
273.9818,685,,,1.0284,,,,,,277.3254,r0_measured_00017,read,measured,,,,,1.8984,,ok,0.3435
272.8895,680,,,0.6015,,,,,,275.8856,r0_measured_00018,read,measured,,,,,2.0057,,ok,0.3182
231.5177,564,,,0.801,,,,,,240.2623,r0_measured_00019,read,measured,,,,,7.5324,,ok,0.3377
284.4021,687,,,0.8114,,,,,,290.0352,r0_measured_00020,read,measured,,,,,4.3324,,ok,0.4052
238.7701,565,,,0.509,,,,,,246.3683,r0_measured_00021,read,measured,,,,,6.7111,,ok,0.3116
286.4083,688,,,0.5836,,,,,,290.8435,r0_measured_00022,read,measured,,,,,3.4088,,ok,0.3624
269.6752,628,,,0.8372,,,,,,274.2857,r0_measured_00023,read,measured,,,,,3.3711,,ok,0.3386
234.1743,367,141.3592,5.5135,0.3277,30.776,0,5.5119,1,26.7194,235.6757,r0_measured_00024,update,measured,21.2059,1.5014,1,18.1306,0.7654,17.1891,ok,0.3444
