backend_ms,candidate_count,candidate_fetch_ms,commit_ms,dense_scoring_ms,dense_upsert_ms,fresh_hit_at_10,full_write_ack_call_ms,graph_projection_ok,graph_visible_ms,latency_ms,op_id,op_type,phase,projection_fetch_ms,ranking_ms,relation_candidate_ok,relation_check_ms,sparse_scoring_ms,sparse_upsert_ms,status,zscore_fusion_ms
646.3222,418,,,0.3582,,,,,,649.4389,r2_measured_00000,read,measured,,,,,2.3564,,ok,0.3344
926.9184,628,,,1.0091,,,,,,932.0028,r2_measured_00001,read,measured,,,,,3.6576,,ok,0.3495
593.4233,369,,,1.3694,,,,,,596.6005,r2_measured_00002,read,measured,,,,,1.3493,,ok,0.3915
1029.9756,681,,,3.0981,,,,,,1050.4443,r2_measured_00003,read,measured,,,,,16.6679,,ok,0.5999
980.7425,628,,,0.8027,,,,,,998.5026,r2_measured_00004,read,measured,,,,,16.5433,,ok,0.352
970.0866,659,,,0.7968,,,,,,996.1795,r2_measured_00005,read,measured,,,,,24.888,,ok,0.3441
989.1438,679,,,1.4362,,,,,,1016.533,r2_measured_00006,read,measured,,,,,25.4954,,ok,0.3912
858.8388,568,,,1.5618,,,,,,888.7461,r2_measured_00007,read,measured,,,,,27.9222,,ok,0.3615
1050.4675,689,,,1.308,,,,,,1070.0188,r2_measured_00008,read,measured,,,,,17.7702,,ok,0.3963
1053.9905,677,,,2.275,,,,,,1097.4087,r2_measured_00009,read,measured,,,,,40.7476,,ok,0.3215
1094.8027,679,,,0.7328,,,,,,1104.1363,r2_measured_00010,read,measured,,,,,8.2032,,ok,0.3326
853.2187,567,,,1.0075,,,,,,863.7566,r2_measured_00011,read,measured,,,,,9.1037,,ok,0.3575
688.8365,418,,,0.3149,,,,,,694.5898,r2_measured_00012,read,measured,,,,,5.0424,,ok,0.3423
971.3787,674,,,1.1819,,,,,,987.7549,r2_measured_00013,read,measured,,,,,14.7776,,ok,0.347
782.5139,506,,,0.73,,,,,,800.0351,r2_measured_00014,read,measured,,,,,16.3404,,ok,0.3706
958.6569,663,,,2.0082,,,,,,979.1007,r2_measured_00015,read,measured,,,,,18.0054,,ok,0.3563
939.1565,624,,,1.7942,,,,,,948.051,r2_measured_00016,read,measured,,,,,6.6932,,ok,0.3407
1040.5116,673,,,1.35,,,,,,1059.7693,r2_measured_00017,read,measured,,,,,17.2606,,ok,0.4816
929.4886,628,,,0.5531,,,,,,934.0154,r2_measured_00018,read,measured,,,,,3.5591,,ok,0.3462
1047.0227,679,,,4.6808,,,,,,1080.2841,r2_measured_00019,read,measured,,,,,28.1166,,ok,0.3684
943.5394,627,,,1.5291,,,,,,952.9073,r2_measured_00020,read,measured,,,,,7.4119,,ok,0.3619
1016.9224,678,,,1.419,,,,,,1050.1714,r2_measured_00021,read,measured,,,,,31.2922,,ok,0.4557
1112.5466,687,,,2.9883,,,,,,1132.1028,r2_measured_00022,read,measured,,,,,16.1512,,ok,0.3544
669.1061,419,,,0.3165,,,,,,671.2082,r2_measured_00023,read,measured,,,,,1.3882,,ok,0.3382
1111.3317,689,,,1.2723,,,,,,1139.3347,r2_measured_00024,read,measured,,,,,26.3046,,ok,0.3633
900.4682,628,,,1.1889,,,,,,912.3539,r2_measured_00025,read,measured,,,,,10.2961,,ok,0.3309
796.5134,507,,,0.7551,,,,,,803.8716,r2_measured_00026,read,measured,,,,,6.1732,,ok,0.3615
1054.1017,674,,,1.1247,,,,,,1098.6765,r2_measured_00027,read,measured,,,,,43.0693,,ok,0.3176
980.4447,628,,,1.1275,,,,,,1002.3172,r2_measured_00028,read,measured,,,,,20.3328,,ok,0.3472
641.5095,417,,,1.0188,,,,,,644.9487,r2_measured_00029,read,measured,,,,,2.0074,,ok,0.3531
1086.8354,689,,,1.0303,,,,,,1113.7486,r2_measured_00030,read,measured,,,,,25.4991,,ok,0.3232
850.8867,566,,,1.4689,,,,,,862.234,r2_measured_00031,read,measured,,,,,9.4794,,ok,0.3387
863.8252,628,,,0.6332,,,,,,876.74,r2_measured_00032,read,measured,,,,,11.8625,,ok,0.3439
948.5827,679,,,0.5635,,,,,,963.1621,r2_measured_00033,read,measured,,,,,13.5922,,ok,0.3553
980.1961,688,,,0.7983,,,,,,990.8054,r2_measured_00034,read,measured,,,,,9.414,,ok,0.3362
953.1434,673,,,0.8024,,,,,,964.9469,r2_measured_00035,read,measured,,,,,10.5996,,ok,0.3369
935.5983,677,,,0.9082,,,,,,943.0936,r2_measured_00036,read,measured,,,,,6.1838,,ok,0.3428
945.0839,628,,,1.6711,,,,,,983.6218,r2_measured_00037,read,measured,,,,,36.4602,,ok,0.3316
996.7899,663,,,0.7573,,,,,,1011.1776,r2_measured_00038,read,measured,,,,,13.2497,,ok,0.3211
1028.8728,680,,,0.5503,,,,,,1038.5462,r2_measured_00039,read,measured,,,,,8.7115,,ok,0.3444
1016.7852,678,,,0.7669,,,,,,1037.0081,r2_measured_00040,read,measured,,,,,19.0436,,ok,0.3456
1022.3653,689,,,0.7381,,,,,,1035.3936,r2_measured_00041,read,measured,,,,,11.8937,,ok,0.3356
711.3339,507,,,1.08,,,,,,734.6387,r2_measured_00042,read,measured,,,,,21.8424,,ok,0.3298
933.5127,628,,,0.5717,,,,,,939.6306,r2_measured_00043,read,measured,,,,,5.0976,,ok,0.3779
533.0888,368,,,0.2895,,,,,,535.982,r2_measured_00044,read,measured,,,,,2.2265,,ok,0.3258
1002.5934,661,,,1.4656,,,,,,1015.8123,r2_measured_00045,read,measured,,,,,11.3557,,ok,0.3411
1038.7823,680,,,1.2037,,,,,,1055.6797,r2_measured_00046,read,measured,,,,,15.2845,,ok,0.3401
933.7687,627,,,0.5074,,,,,,950.9569,r2_measured_00047,read,measured,,,,,16.2888,,ok,0.3314
939.6912,627,,,0.5501,,,,,,957.249,r2_measured_00048,read,measured,,,,,16.594,,ok,0.3549
564.8617,418,,,0.5545,,,,,,568.8317,r2_measured_00049,read,measured,,,,,2.9782,,ok,0.3723
1119.24,566,833.1555,6.7695,0.7338,172.8802,1,6.7679,1,36.9862,1139.2625,r2_measured_00050,update,measured,30.2167,20.0225,1,38.978,18.8852,37.2401,ok,0.3426
1014.2311,675,,,0.5925,,,,,,1022.2641,r2_measured_00051,read,measured,,,,,7.0344,,ok,0.3408
922.6955,624,,,0.7518,,,,,,937.9331,r2_measured_00052,read,measured,,,,,14.0919,,ok,0.3369
992.8408,675,,,0.909,,,,,,1005.8143,r2_measured_00053,read,measured,,,,,11.6842,,ok,0.317
749.4041,508,,,1.168,,,,,,760.698,r2_measured_00054,read,measured,,,,,9.7516,,ok,0.3191
973.8716,677,,,1.8171,,,,,,1002.422,r2_measured_00055,read,measured,,,,,26.3621,,ok,0.3129
979.9555,679,,,1.736,,,,,,1007.2029,r2_measured_00056,read,measured,,,,,25.1199,,ok,0.3232
877.6265,627,,,0.5772,,,,,,899.2713,r2_measured_00057,read,measured,,,,,20.6641,,ok,0.3442
963.9555,689,,,1.2062,,,,,,969.8686,r2_measured_00058,read,measured,,,,,4.2978,,ok,0.3438
521.9492,419,,,1.3551,,,,,,525.1055,r2_measured_00059,read,measured,,,,,1.4173,,ok,0.3325
799.7206,567,,,1.7292,,,,,,815.4051,r2_measured_00060,read,measured,,,,,13.5609,,ok,0.335
929.0947,663,,,1.9336,,,,,,949.9558,r2_measured_00061,read,measured,,,,,18.5195,,ok,0.3424
915.7932,627,,,1.2343,,,,,,929.3899,r2_measured_00062,read,measured,,,,,11.9834,,ok,0.3195
977.0143,688,,,2.1928,,,,,,991.2886,r2_measured_00063,read,measured,,,,,11.6662,,ok,0.3502
1002.2089,627,,,2.0877,,,,,,1024.7209,r2_measured_00064,read,measured,,,,,20.0117,,ok,0.3446
1025.7381,662,,,0.5459,,,,,,1030.2485,r2_measured_00065,read,measured,,,,,3.5813,,ok,0.3146
1060.2407,674,,,1.5737,,,,,,1068.7886,r2_measured_00066,read,measured,,,,,5.4591,,ok,1.1638
1065.0677,679,,,0.7138,,,,,,1079.4341,r2_measured_00067,read,measured,,,,,13.1677,,ok,0.4042
1064.2389,673,,,2.3029,,,,,,1111.159,r2_measured_00068,read,measured,,,,,44.2043,,ok,0.3425
1313.5594,626,950.4689,10.0727,0.5646,209.0137,0,10.071,1,60.9228,1328.1948,r2_measured_00069,update,measured,50.8501,14.6354,1,58.4972,13.6592,34.6568,ok,0.3502
