backend_ms,candidate_count,candidate_fetch_ms,commit_ms,dense_scoring_ms,dense_upsert_ms,fresh_hit_at_10,full_write_ack_call_ms,graph_projection_ok,graph_visible_ms,latency_ms,op_id,op_type,phase,projection_fetch_ms,ranking_ms,relation_candidate_ok,relation_check_ms,sparse_scoring_ms,sparse_upsert_ms,status,zscore_fusion_ms
126.108,660,,,0.7639,,,,,,150.0455,r0_measured_00000,read,measured,,,,,22.7668,,ok,0.3364
121.0426,674,,,2.0317,,,,,,145.8124,r0_measured_00001,read,measured,,,,,22.3252,,ok,0.3437
123.9593,663,,,3.4193,,,,,,140.7449,r0_measured_00002,read,measured,,,,,12.948,,ok,0.3517
123.1516,626,,,6.284,,,,,,164.3322,r0_measured_00003,read,measured,,,,,34.5231,,ok,0.3099
119.9474,565,,,1.5418,,,,,,141.432,r0_measured_00004,read,measured,,,,,19.3654,,ok,0.5028
120.6803,663,,,1.712,,,,,,143.8811,r0_measured_00005,read,measured,,,,,21.0896,,ok,0.3317
122.5558,663,,,1.2879,,,,,,176.1225,r0_measured_00006,read,measured,,,,,51.7538,,ok,0.4399
117.1918,418,,,1.1166,,,,,,126.7693,r0_measured_00007,read,measured,,,,,8.0233,,ok,0.3776
120.1131,565,,,1.2541,,,,,,145.9122,r0_measured_00008,read,measured,,,,,24.1814,,ok,0.3041
117.0803,661,,,1.8701,,,,,,159.43,r0_measured_00009,read,measured,,,,,40.0891,,ok,0.3306
117.6873,662,,,6.5422,,,,,,160.3753,r0_measured_00010,read,measured,,,,,35.7691,,ok,0.3142
118.8076,685,,,5.3597,,,,,,162.9081,r0_measured_00011,read,measured,,,,,38.3594,,ok,0.3139
116.9202,565,,,7.8319,,,,,,154.2909,r0_measured_00012,read,measured,,,,,28.9138,,ok,0.5654
117.9978,418,,,0.3028,,,,,,127.9075,r0_measured_00013,read,measured,,,,,8.7967,,ok,0.7476
116.1673,678,,,4.534,,,,,,164.6738,r0_measured_00014,read,measured,,,,,43.5566,,ok,0.3455
929.1309,681,36.9278,118.4807,6.4924,497.5889,1,118.4788,1,295.2455,985.2683,r0_measured_00015,update,measured,176.7648,56.1374,1,35.9708,49.1454,63.3979,ok,0.4188
115.2787,567,,,4.4304,,,,,,135.3541,r0_measured_00016,read,measured,,,,,15.1218,,ok,0.4458
120.6798,685,,,10.0435,,,,,,156.3273,r0_measured_00017,read,measured,,,,,25.1792,,ok,0.3525
118.2158,680,,,2.7001,,,,,,142.2887,r0_measured_00018,read,measured,,,,,20.9131,,ok,0.3226
115.3865,564,,,3.6109,,,,,,174.1472,r0_measured_00019,read,measured,,,,,54.7203,,ok,0.3645
118.0124,687,,,1.7884,,,,,,166.846,r0_measured_00020,read,measured,,,,,46.5832,,ok,0.3496
118.9132,565,,,0.5234,,,,,,178.8058,r0_measured_00021,read,measured,,,,,58.8984,,ok,0.4107
120.1033,688,,,0.999,,,,,,132.1545,r0_measured_00022,read,measured,,,,,10.5824,,ok,0.3926
116.0667,628,,,4.7638,,,,,,160.6846,r0_measured_00023,read,measured,,,,,39.4771,,ok,0.3134
687.25,367,37.347,113.5242,0.3027,257.1662,0,113.5223,1,287.7678,708.4764,r0_measured_00024,update,measured,174.2436,21.2264,1,56.3819,20.4654,48.5871,ok,0.406
151.5774,678,,,2.1849,,,,,,175.9408,r0_measured_00025,read,measured,,,,,21.7722,,ok,0.321
146.5114,418,,,5.15,,,,,,156.6449,r0_measured_00026,read,measured,,,,,4.6121,,ok,0.3181
146.5079,680,,,2.1451,,,,,,165.5171,r0_measured_00027,read,measured,,,,,16.4642,,ok,0.3137
146.4625,415,,,0.3308,,,,,,166.3155,r0_measured_00028,read,measured,,,,,19.1312,,ok,0.336
146.7852,662,,,0.5512,,,,,,177.7244,r0_measured_00029,read,measured,,,,,30.0082,,ok,0.315
146.249,680,,,1.3594,,,,,,172.8449,r0_measured_00030,read,measured,,,,,24.7533,,ok,0.4207
146.3474,419,,,2.2781,,,,,,160.1989,r0_measured_00031,read,measured,,,,,11.195,,ok,0.3265
26.9481,663,,,1.8159,,,,,,53.7973,r0_measured_00032,read,measured,,,,,24.6667,,ok,0.3066
24.905,689,,,1.4565,,,,,,47.0847,r0_measured_00033,read,measured,,,,,20.3455,,ok,0.3163
