backend_ms,candidate_count,candidate_fetch_ms,commit_ms,dense_scoring_ms,dense_upsert_ms,fresh_hit_at_10,full_write_ack_call_ms,graph_projection_ok,graph_visible_ms,latency_ms,op_id,op_type,phase,projection_fetch_ms,ranking_ms,relation_candidate_ok,relation_check_ms,sparse_scoring_ms,sparse_upsert_ms,status,zscore_fusion_ms
343.1244,673,,,0.6684,,,,,,347.6839,r1_measured_00000,read,measured,,,,,3.4532,,ok,0.3602
419.5597,628,236.3177,75.4062,0.9039,49.147,1,75.4037,1,96.2527,424.6058,r1_measured_00001,update,measured,20.8465,5.0461,1,12.8133,3.6967,25.029,ok,0.3619
310.5463,628,,,0.5743,,,,,,313.4024,r1_measured_00002,read,measured,,,,,1.8767,,ok,0.3417
297.8387,567,,,0.6028,,,,,,302.7301,r1_measured_00003,read,measured,,,,,3.8239,,ok,0.3863
315.0321,628,,,0.6259,,,,,,320.8279,r1_measured_00004,read,measured,,,,,4.7246,,ok,0.3632
326.0396,628,,,0.7158,,,,,,330.4065,r1_measured_00005,read,measured,,,,,3.1336,,ok,0.4394
233.4651,417,,,0.3015,,,,,,235.6063,r1_measured_00006,read,measured,,,,,1.332,,ok,0.4354
326.781,663,,,0.7592,,,,,,334.3483,r1_measured_00007,read,measured,,,,,6.3139,,ok,0.4124
267.3869,680,,,0.9964,,,,,,271.7001,r1_measured_00008,read,measured,,,,,2.8778,,ok,0.3565
315.2853,679,,,1.7138,,,,,,323.0377,r1_measured_00009,read,measured,,,,,5.4812,,ok,0.4673
145.1033,368,,,0.3706,,,,,,146.4913,r1_measured_00010,read,measured,,,,,0.5933,,ok,0.3574
164.1148,417,,,0.3309,,,,,,165.4361,r1_measured_00011,read,measured,,,,,0.5576,,ok,0.3592
311.3925,679,,,1.0497,,,,,,315.2008,r1_measured_00012,read,measured,,,,,2.2615,,ok,0.4
287.6982,628,,,0.9666,,,,,,291.5078,r1_measured_00013,read,measured,,,,,2.3891,,ok,0.3772
152.7353,418,,,0.2856,,,,,,154.7934,r1_measured_00014,read,measured,,,,,1.3707,,ok,0.3381
323.2118,681,,,0.9759,,,,,,328.4904,r1_measured_00015,read,measured,,,,,3.8136,,ok,0.4013
275.93,567,,,0.5316,,,,,,279.1169,r1_measured_00016,read,measured,,,,,2.2071,,ok,0.3689
323.6914,689,,,0.6937,,,,,,329.5732,r1_measured_00017,read,measured,,,,,4.7452,,ok,0.3634
276.045,567,,,0.676,,,,,,280.4736,r1_measured_00018,read,measured,,,,,3.2813,,ok,0.3853
328.1093,680,,,0.7744,,,,,,331.3289,r1_measured_00019,read,measured,,,,,1.9936,,ok,0.3671
171.2994,419,,,0.4785,,,,,,173.3023,r1_measured_00020,read,measured,,,,,1.109,,ok,0.3478
274.5227,677,,,0.793,,,,,,278.1631,r1_measured_00021,read,measured,,,,,2.4041,,ok,0.3614
202.1449,508,,,0.6075,,,,,,207.671,r1_measured_00022,read,measured,,,,,4.4988,,ok,0.3428
200.9823,509,,,0.6584,,,,,,204.5741,r1_measured_00023,read,measured,,,,,2.4857,,ok,0.3721
252.9625,678,,,0.7994,,,,,,256.152,r1_measured_00024,read,measured,,,,,1.949,,ok,0.3587
261.1055,680,,,0.7528,,,,,,267.5652,r1_measured_00025,read,measured,,,,,5.2567,,ok,0.3536
262.389,680,,,0.7725,,,,,,267.1854,r1_measured_00026,read,measured,,,,,3.5992,,ok,0.3454
139.4016,365,,,0.6887,,,,,,141.3168,r1_measured_00027,read,measured,,,,,0.7827,,ok,0.3728
