backend_ms,candidate_count,candidate_fetch_ms,commit_ms,dense_scoring_ms,dense_upsert_ms,fresh_hit_at_10,full_write_ack_call_ms,graph_projection_ok,graph_visible_ms,latency_ms,op_id,op_type,phase,projection_fetch_ms,ranking_ms,relation_candidate_ok,relation_check_ms,sparse_scoring_ms,sparse_upsert_ms,status,zscore_fusion_ms
125.2043,660,,,2.9398,,,,,,160.6308,r0_measured_00000,read,measured,,,,,32.0493,,ok,0.376
125.8633,674,,,3.8916,,,,,,161.72,r0_measured_00001,read,measured,,,,,31.525,,ok,0.3748
125.2763,663,,,3.2546,,,,,,147.4961,r0_measured_00002,read,measured,,,,,18.448,,ok,0.4226
124.7229,626,,,9.8556,,,,,,175.7615,r0_measured_00003,read,measured,,,,,40.7632,,ok,0.3544
123.1413,565,,,5.892,,,,,,151.0951,r0_measured_00004,read,measured,,,,,21.6198,,ok,0.3685
126.4906,663,,,2.884,,,,,,176.0751,r0_measured_00005,read,measured,,,,,46.2862,,ok,0.3395
126.7378,663,,,2.1841,,,,,,192.4096,r0_measured_00006,read,measured,,,,,63.0499,,ok,0.3689
122.0282,418,,,0.4175,,,,,,131.3799,r0_measured_00007,read,measured,,,,,8.4947,,ok,0.3832
126.9359,565,,,0.5121,,,,,,167.7998,r0_measured_00008,read,measured,,,,,39.8633,,ok,0.4252
122.2724,661,,,4.3985,,,,,,192.3923,r0_measured_00009,read,measured,,,,,65.3248,,ok,0.3294
124.4305,662,,,1.6727,,,,,,181.6707,r0_measured_00010,read,measured,,,,,55.0912,,ok,0.3972
123.5766,685,,,2.0409,,,,,,160.2844,r0_measured_00011,read,measured,,,,,34.1833,,ok,0.4149
121.0765,565,,,2.2105,,,,,,161.7467,r0_measured_00012,read,measured,,,,,38.028,,ok,0.3707
122.8326,418,,,0.3265,,,,,,135.46,r0_measured_00013,read,measured,,,,,11.8152,,ok,0.43
125.0764,678,,,4.3946,,,,,,175.6023,r0_measured_00014,read,measured,,,,,45.7051,,ok,0.3595
799.9522,681,161.5903,126.0547,1.9586,309.0232,1,126.0529,1,214.5952,908.6202,r0_measured_00015,update,measured,88.5405,108.668,1,68.0491,106.2593,46.6944,ok,0.3753
127.3977,567,,,3.2358,,,,,,163.5431,r0_measured_00016,read,measured,,,,,32.4726,,ok,0.3698
122.1516,685,,,4.95,,,,,,154.7575,r0_measured_00017,read,measured,,,,,27.2287,,ok,0.3598
125.5016,680,,,1.0555,,,,,,162.1167,r0_measured_00018,read,measured,,,,,35.1055,,ok,0.3878
119.901,564,,,2.0661,,,,,,186.8674,r0_measured_00019,read,measured,,,,,64.4662,,ok,0.3724
122.971,687,,,1.0556,,,,,,181.6882,r0_measured_00020,read,measured,,,,,57.2466,,ok,0.3501
122.8194,565,,,0.5932,,,,,,165.539,r0_measured_00021,read,measured,,,,,41.7033,,ok,0.3578
123.6953,688,,,0.6115,,,,,,144.6934,r0_measured_00022,read,measured,,,,,19.9219,,ok,0.3895
121.6037,628,,,4.6261,,,,,,167.1057,r0_measured_00023,read,measured,,,,,40.4582,,ok,0.3558
