backend_ms,candidate_count,candidate_fetch_ms,commit_ms,dense_scoring_ms,dense_upsert_ms,fresh_hit_at_10,full_write_ack_call_ms,graph_projection_ok,graph_visible_ms,latency_ms,op_id,op_type,phase,projection_fetch_ms,ranking_ms,relation_candidate_ok,relation_check_ms,sparse_scoring_ms,sparse_upsert_ms,status,zscore_fusion_ms
84.9901,660,,,0.6605,,,,,,86.7803,r0_measured_00000,read,measured,,,,,0.6795,,ok,0.3631
18.4681,674,,,0.5707,,,,,,20.0954,r0_measured_00001,read,measured,,,,,0.6297,,ok,0.3416
14.176,663,,,0.5736,,,,,,15.8634,r0_measured_00002,read,measured,,,,,0.6691,,ok,0.3738
13.5925,626,,,0.6118,,,,,,15.2091,r0_measured_00003,read,measured,,,,,0.612,,ok,0.3275
12.7638,565,,,0.4197,,,,,,14.1074,r0_measured_00004,read,measured,,,,,0.5488,,ok,0.3148
19.3928,663,,,0.8081,,,,,,21.3599,r0_measured_00005,read,measured,,,,,0.7354,,ok,0.3553
9.7236,663,,,0.5367,,,,,,11.282,r0_measured_00006,read,measured,,,,,0.6325,,ok,0.3261
12.7713,418,,,0.338,,,,,,14.2171,r0_measured_00007,read,measured,,,,,0.6378,,ok,0.41
13.2499,565,,,0.4907,,,,,,14.7775,r0_measured_00008,read,measured,,,,,0.6103,,ok,0.3612
17.837,661,,,0.6989,,,,,,19.9616,r0_measured_00009,read,measured,,,,,0.9331,,ok,0.4086
10.978,662,,,0.5814,,,,,,12.7064,r0_measured_00010,read,measured,,,,,0.6792,,ok,0.3948
16.2198,685,,,0.7326,,,,,,18.238,r0_measured_00011,read,measured,,,,,0.7809,,ok,0.4151
11.9285,565,,,0.4874,,,,,,13.4875,r0_measured_00012,read,measured,,,,,0.6199,,ok,0.3857
12.4293,418,,,0.2871,,,,,,13.6488,r0_measured_00013,read,measured,,,,,0.5058,,ok,0.3708
15.3271,678,,,0.5292,,,,,,16.9656,r0_measured_00014,read,measured,,,,,0.7041,,ok,0.3362
111.337,681,13.8684,9.9533,0.4524,2.1182,1,9.9519,1,57.26,112.7915,r0_measured_00015,update,measured,47.3067,1.4545,1,18.3637,0.6213,19.7267,ok,0.3117
11.1013,567,,,0.491,,,,,,12.6111,r0_measured_00016,read,measured,,,,,0.6067,,ok,0.3458
9.9312,685,,,0.4971,,,,,,11.3299,r0_measured_00017,read,measured,,,,,0.5412,,ok,0.2982
15.3889,680,,,0.6014,,,,,,17.0967,r0_measured_00018,read,measured,,,,,0.648,,ok,0.3812
