backend_ms,candidate_count,candidate_fetch_ms,commit_ms,dense_scoring_ms,dense_upsert_ms,fresh_hit_at_10,full_write_ack_call_ms,graph_projection_ok,graph_visible_ms,latency_ms,op_id,op_type,phase,projection_fetch_ms,ranking_ms,relation_candidate_ok,relation_check_ms,sparse_scoring_ms,sparse_upsert_ms,status,zscore_fusion_ms
346.4187,418,,,0.7038,,,,,,351.3032,r2_measured_00000,read,measured,,,,,3.7717,,ok,0.3508
482.614,628,,,0.9305,,,,,,486.4683,r2_measured_00001,read,measured,,,,,2.4699,,ok,0.3727
306.7306,369,,,0.5511,,,,,,309.6203,r2_measured_00002,read,measured,,,,,1.9082,,ok,0.3674
515.8045,681,,,0.7943,,,,,,523.0348,r2_measured_00003,read,measured,,,,,5.9812,,ok,0.3837
486.5853,628,,,0.6314,,,,,,496.0263,r2_measured_00004,read,measured,,,,,8.3697,,ok,0.3664
501.4405,659,,,0.6087,,,,,,513.3962,r2_measured_00005,read,measured,,,,,10.8785,,ok,0.3944
548.468,679,,,0.7941,,,,,,561.5793,r2_measured_00006,read,measured,,,,,11.8624,,ok,0.3783
430.1432,568,,,0.814,,,,,,439.419,r2_measured_00007,read,measured,,,,,8.0316,,ok,0.3614
539.3776,689,,,0.8968,,,,,,551.4195,r2_measured_00008,read,measured,,,,,10.6988,,ok,0.376
526.7439,677,,,1.3406,,,,,,541.8187,r2_measured_00009,read,measured,,,,,13.2815,,ok,0.3792
530.4641,679,,,1.4564,,,,,,536.4692,r2_measured_00010,read,measured,,,,,4.107,,ok,0.3727
442.5911,567,,,0.6439,,,,,,449.7956,r2_measured_00011,read,measured,,,,,6.1209,,ok,0.3709
338.4211,418,,,0.3173,,,,,,341.8193,r2_measured_00012,read,measured,,,,,2.6665,,ok,0.3482
499.0599,674,,,0.8912,,,,,,503.854,r2_measured_00013,read,measured,,,,,3.4651,,ok,0.3624
406.883,506,,,0.8498,,,,,,414.8317,r2_measured_00014,read,measured,,,,,6.6497,,ok,0.3741
517.3208,663,,,2.495,,,,,,528.1129,r2_measured_00015,read,measured,,,,,7.8576,,ok,0.3695
423.1737,624,,,1.0557,,,,,,427.5906,r2_measured_00016,read,measured,,,,,2.9027,,ok,0.3756
473.984,673,,,0.8539,,,,,,478.613,r2_measured_00017,read,measured,,,,,3.2981,,ok,0.399
443.9031,628,,,0.7392,,,,,,446.8351,r2_measured_00018,read,measured,,,,,1.7374,,ok,0.3795
497.8462,679,,,0.8749,,,,,,501.7882,r2_measured_00019,read,measured,,,,,2.6169,,ok,0.3691
441.1408,627,,,1.4087,,,,,,447.17,r2_measured_00020,read,measured,,,,,4.1983,,ok,0.3504
489.1666,678,,,1.3709,,,,,,503.412,r2_measured_00021,read,measured,,,,,12.4295,,ok,0.3704
476.7034,687,,,0.6798,,,,,,483.3274,r2_measured_00022,read,measured,,,,,5.492,,ok,0.3749
274.5351,419,,,0.7906,,,,,,277.3633,r2_measured_00023,read,measured,,,,,1.5763,,ok,0.3892
488.7661,689,,,0.949,,,,,,502.6752,r2_measured_00024,read,measured,,,,,12.4829,,ok,0.3923
410.8266,628,,,1.131,,,,,,416.237,r2_measured_00025,read,measured,,,,,3.8461,,ok,0.365
346.1354,507,,,0.5452,,,,,,353.0133,r2_measured_00026,read,measured,,,,,5.8001,,ok,0.451
495.0604,674,,,0.5858,,,,,,507.9502,r2_measured_00027,read,measured,,,,,11.879,,ok,0.346
425.5867,628,,,1.2556,,,,,,437.9808,r2_measured_00028,read,measured,,,,,10.5204,,ok,0.5282
285.7668,417,,,0.3158,,,,,,287.8879,r2_measured_00029,read,measured,,,,,1.3731,,ok,0.3767
470.3993,689,,,0.621,,,,,,483.834,r2_measured_00030,read,measured,,,,,12.3879,,ok,0.3476
376.4496,566,,,0.8497,,,,,,384.5358,r2_measured_00031,read,measured,,,,,6.8165,,ok,0.3556
446.5237,628,,,0.8613,,,,,,452.4538,r2_measured_00032,read,measured,,,,,4.6227,,ok,0.3632
520.8473,679,,,1.076,,,,,,529.9289,r2_measured_00033,read,measured,,,,,7.5682,,ok,0.3657
492.7199,688,,,1.1923,,,,,,500.0103,r2_measured_00034,read,measured,,,,,5.6345,,ok,0.363
502.8554,673,,,0.6079,,,,,,507.4632,r2_measured_00035,read,measured,,,,,3.485,,ok,0.428
512.8947,677,,,1.1628,,,,,,519.4412,r2_measured_00036,read,measured,,,,,4.7818,,ok,0.5043
505.9602,628,,,0.7828,,,,,,514.2149,r2_measured_00037,read,measured,,,,,7.0754,,ok,0.332
510.0919,663,,,0.8392,,,,,,516.8263,r2_measured_00038,read,measured,,,,,5.3645,,ok,0.4159
539.8199,680,,,0.6237,,,,,,546.9187,r2_measured_00039,read,measured,,,,,6.0234,,ok,0.3797
527.5182,678,,,0.7371,,,,,,536.3052,r2_measured_00040,read,measured,,,,,7.6187,,ok,0.361
542.2593,689,,,0.8272,,,,,,546.7885,r2_measured_00041,read,measured,,,,,3.253,,ok,0.3719
354.3969,507,,,0.5669,,,,,,363.7235,r2_measured_00042,read,measured,,,,,8.3266,,ok,0.3658
478.6883,628,,,0.7525,,,,,,482.3162,r2_measured_00043,read,measured,,,,,2.3509,,ok,0.4462
266.9457,368,,,0.6494,,,,,,269.2321,r2_measured_00044,read,measured,,,,,1.1762,,ok,0.3857
492.2695,661,,,0.6747,,,,,,501.2957,r2_measured_00045,read,measured,,,,,7.9048,,ok,0.3778
512.7559,680,,,0.7282,,,,,,523.8524,r2_measured_00046,read,measured,,,,,9.9257,,ok,0.3603
454.203,627,,,0.9858,,,,,,465.5794,r2_measured_00047,read,measured,,,,,9.945,,ok,0.3763
