backend_ms,candidate_count,candidate_fetch_ms,commit_ms,dense_scoring_ms,dense_upsert_ms,fresh_hit_at_10,full_write_ack_call_ms,graph_projection_ok,graph_visible_ms,latency_ms,op_id,op_type,phase,projection_fetch_ms,ranking_ms,relation_candidate_ok,relation_check_ms,sparse_scoring_ms,sparse_upsert_ms,status,zscore_fusion_ms
1976.6517,673,,,1.5618,,,,,,2006.5411,r1_measured_00000,read,measured,,,,,27.8826,,ok,0.3786
2554.0408,628,1947.4028,10.6493,1.6394,501.3795,1,10.647,1,33.8731,2581.1298,r1_measured_00001,update,measured,23.2238,27.089,1,16.4312,25.0118,54.9542,ok,0.3612
1924.255,628,,,0.561,,,,,,1943.2442,r1_measured_00002,read,measured,,,,,17.4853,,ok,0.3679
1622.0391,567,,,0.9864,,,,,,1648.3553,r1_measured_00003,read,measured,,,,,24.9635,,ok,0.3112
1925.8792,628,,,0.5907,,,,,,1949.1588,r1_measured_00004,read,measured,,,,,22.2795,,ok,0.344
1853.1588,628,,,1.0491,,,,,,1870.7859,r1_measured_00005,read,measured,,,,,16.1468,,ok,0.3572
1148.3575,417,,,0.3102,,,,,,1152.418,r1_measured_00006,read,measured,,,,,3.3413,,ok,0.3459
1982.982,663,,,2.084,,,,,,2033.7171,r1_measured_00007,read,measured,,,,,48.2516,,ok,0.335
2022.3742,680,,,1.3037,,,,,,2047.5982,r1_measured_00008,read,measured,,,,,23.5281,,ok,0.3312
1957.2906,679,,,1.426,,,,,,1991.4833,r1_measured_00009,read,measured,,,,,32.3437,,ok,0.3561
1102.4344,368,,,0.2581,,,,,,1105.4956,r1_measured_00010,read,measured,,,,,2.4194,,ok,0.3362
1194.8332,417,,,0.3146,,,,,,1196.621,r1_measured_00011,read,measured,,,,,1.042,,ok,0.3641
2096.1183,679,,,2.9905,,,,,,2114.2489,r1_measured_00012,read,measured,,,,,14.7311,,ok,0.3453
1870.3199,628,,,1.7857,,,,,,1884.0802,r1_measured_00013,read,measured,,,,,11.5189,,ok,0.3831
1222.3879,418,,,0.3357,,,,,,1229.7075,r1_measured_00014,read,measured,,,,,6.5693,,ok,0.347
2018.6011,681,,,1.0635,,,,,,2043.1437,r1_measured_00015,read,measured,,,,,23.0902,,ok,0.3296
1670.5125,567,,,1.3139,,,,,,1704.8746,r1_measured_00016,read,measured,,,,,32.6048,,ok,0.3535
2079.7738,689,,,2.6651,,,,,,2123.4215,r1_measured_00017,read,measured,,,,,40.5798,,ok,0.3377
1728.2039,567,,,1.263,,,,,,1750.5101,r1_measured_00018,read,measured,,,,,20.682,,ok,0.3057
1950.5734,680,,,1.0177,,,,,,1961.7782,r1_measured_00019,read,measured,,,,,9.6265,,ok,0.4666
1218.0426,419,,,0.3372,,,,,,1225.8493,r1_measured_00020,read,measured,,,,,7.0463,,ok,0.364
2081.0247,677,,,1.0101,,,,,,2106.5819,r1_measured_00021,read,measured,,,,,24.1597,,ok,0.3248
1613.2763,508,,,0.8752,,,,,,1647.2754,r1_measured_00022,read,measured,,,,,32.5301,,ok,0.4997
1552.0937,509,,,1.4768,,,,,,1561.1924,r1_measured_00023,read,measured,,,,,6.7386,,ok,0.7925
2068.5721,678,,,1.3175,,,,,,2089.9466,r1_measured_00024,read,measured,,,,,19.6388,,ok,0.35
2183.7794,680,,,2.4617,,,,,,2229.2828,r1_measured_00025,read,measured,,,,,42.6127,,ok,0.3576
2153.1069,680,,,1.0755,,,,,,2170.5375,r1_measured_00026,read,measured,,,,,15.9242,,ok,0.3584
1079.3516,365,,,0.773,,,,,,1082.3895,r1_measured_00027,read,measured,,,,,1.8617,,ok,0.3416
2143.1717,678,,,2.6514,,,,,,2197.3534,r1_measured_00028,read,measured,,,,,51.0751,,ok,0.3786
2040.2509,661,,,1.6354,,,,,,2051.7862,r1_measured_00029,read,measured,,,,,9.4362,,ok,0.3979
2090.6345,684,,,2.1552,,,,,,2134.898,r1_measured_00030,read,measured,,,,,41.676,,ok,0.364
1955.0246,662,,,4.6103,,,,,,1978.5428,r1_measured_00031,read,measured,,,,,18.4824,,ok,0.3605
2063.6893,674,,,0.8716,,,,,,2112.4714,r1_measured_00032,read,measured,,,,,47.4204,,ok,0.4172
2102.4517,681,,,4.9287,,,,,,2119.2994,r1_measured_00033,read,measured,,,,,11.4557,,ok,0.39
2113.4624,688,,,3.2611,,,,,,2154.4211,r1_measured_00034,read,measured,,,,,37.2261,,ok,0.3823
1940.9326,628,,,1.9773,,,,,,1969.9206,r1_measured_00035,read,measured,,,,,26.6174,,ok,0.3315
1210.903,417,,,0.3259,,,,,,1221.8885,r1_measured_00036,read,measured,,,,,10.2532,,ok,0.3509
2671.2579,660,2051.4822,31.4475,2.4352,380.4588,1,31.4456,1,85.0365,2688.0088,r1_measured_00037,update,measured,53.589,16.7509,1,88.5302,13.8429,65.7502,ok,0.3881
1947.3805,628,,,0.9998,,,,,,1975.943,r1_measured_00038,read,measured,,,,,27.1646,,ok,0.3387
1018.7927,369,,,2.1421,,,,,,1024.3333,r1_measured_00039,read,measured,,,,,2.9787,,ok,0.3463
2006.2643,678,,,5.1276,,,,,,2042.8528,r1_measured_00040,read,measured,,,,,31.0677,,ok,0.3251
2005.8396,663,,,3.9456,,,,,,2055.4228,r1_measured_00041,read,measured,,,,,45.2407,,ok,0.333
1278.3568,417,,,0.2985,,,,,,1284.7419,r1_measured_00042,read,measured,,,,,5.7171,,ok,0.3156
1923.2557,660,,,0.604,,,,,,1955.2514,r1_measured_00043,read,measured,,,,,30.9854,,ok,0.3429
1081.7426,369,,,0.7856,,,,,,1086.7215,r1_measured_00044,read,measured,,,,,3.7969,,ok,0.3353
2078.8513,671,,,2.678,,,,,,2117.8944,r1_measured_00045,read,measured,,,,,35.9387,,ok,0.3583
1262.8252,417,,,0.9235,,,,,,1274.1228,r1_measured_00046,read,measured,,,,,9.9972,,ok,0.3186
2109.636,681,,,3.6807,,,,,,2130.4143,r1_measured_00047,read,measured,,,,,16.6621,,ok,0.3599
1421.9394,366,1008.0741,11.8475,0.2933,203.1578,1,11.8459,1,124.9601,1422.9069,r1_measured_00048,update,measured,113.1126,0.9675,1,53.9579,0.2956,31.7895,ok,0.3317
2001.8317,680,,,2.3029,,,,,,2042.9222,r1_measured_00049,read,measured,,,,,38.4017,,ok,0.3223
1170.3653,419,,,1.2313,,,,,,1177.0671,r1_measured_00050,read,measured,,,,,5.0717,,ok,0.3433
1329.9929,419,,,2.8695,,,,,,1341.0812,r1_measured_00051,read,measured,,,,,7.727,,ok,0.4085
2190.7532,689,,,0.9517,,,,,,2205.746,r1_measured_00052,read,measured,,,,,13.6095,,ok,0.3606
1496.9634,508,,,1.7691,,,,,,1512.9687,r1_measured_00053,read,measured,,,,,13.8191,,ok,0.3484
1258.0599,416,,,0.3186,,,,,,1263.7689,r1_measured_00054,read,measured,,,,,4.9821,,ok,0.3518
2132.9009,678,,,1.9376,,,,,,2162.9006,r1_measured_00055,read,measured,,,,,27.6433,,ok,0.3504
1539.1828,509,,,1.4777,,,,,,1601.2113,r1_measured_00056,read,measured,,,,,60.1767,,ok,0.3212
1713.1995,565,,,0.5283,,,,,,1737.5841,r1_measured_00057,read,measured,,,,,23.4272,,ok,0.3571
2115.3813,689,,,1.3128,,,,,,2139.0795,r1_measured_00058,read,measured,,,,,21.9556,,ok,0.3549
2139.9046,686,,,4.6788,,,,,,2164.8244,r1_measured_00059,read,measured,,,,,19.7807,,ok,0.3875
2055.1819,686,,,1.6141,,,,,,2089.6019,r1_measured_00060,read,measured,,,,,32.373,,ok,0.3566
1727.4323,567,,,1.4132,,,,,,1751.2998,r1_measured_00061,read,measured,,,,,22.0546,,ok,0.3359
2100.1997,676,,,1.11,,,,,,2139.0135,r1_measured_00062,read,measured,,,,,37.274,,ok,0.3472
2108.4303,678,,,1.2167,,,,,,2151.2695,r1_measured_00063,read,measured,,,,,41.1539,,ok,0.3967
2210.7869,679,,,2.3742,,,,,,2226.4894,r1_measured_00064,read,measured,,,,,12.9092,,ok,0.3458
1401.9364,417,,,2.0075,,,,,,1408.7381,r1_measured_00065,read,measured,,,,,4.371,,ok,0.3561
2194.3241,680,,,0.9907,,,,,,2205.0473,r1_measured_00066,read,measured,,,,,8.993,,ok,0.6655
1405.6654,416,,,1.9048,,,,,,1411.7906,r1_measured_00067,read,measured,,,,,3.6303,,ok,0.5229
2213.8443,678,,,1.1763,,,,,,2245.344,r1_measured_00068,read,measured,,,,,29.8567,,ok,0.3757
1713.7455,508,,,1.1051,,,,,,1736.3462,r1_measured_00069,read,measured,,,,,21.0723,,ok,0.3606
2183.4638,687,,,0.7411,,,,,,2200.6858,r1_measured_00070,read,measured,,,,,15.9865,,ok,0.4012
2098.0812,628,,,1.9258,,,,,,2126.7897,r1_measured_00071,read,measured,,,,,26.3456,,ok,0.3654
2155.6982,686,,,4.3134,,,,,,2178.3875,r1_measured_00072,read,measured,,,,,17.9001,,ok,0.3897
1824.5532,417,1307.2491,11.7263,0.3189,282.7029,1,11.7248,1,140.972,1827.694,r1_measured_00073,update,measured,129.2457,3.1408,1,54.8446,2.4067,38.7846,ok,0.3503
1606.7483,508,,,1.359,,,,,,1616.5345,r1_measured_00074,read,measured,,,,,7.9919,,ok,0.3677
1641.2808,508,,,1.1439,,,,,,1661.711,r1_measured_00075,read,measured,,,,,18.864,,ok,0.356
2102.9344,679,,,1.3296,,,,,,2135.2683,r1_measured_00076,read,measured,,,,,30.4395,,ok,0.4372
1323.9109,417,,,0.3616,,,,,,1330.6326,r1_measured_00077,read,measured,,,,,5.8967,,ok,0.3902
2023.1101,662,,,4.1692,,,,,,2029.7906,r1_measured_00078,read,measured,,,,,2.0595,,ok,0.3712
2176.3179,688,,,3.1116,,,,,,2196.4952,r1_measured_00079,read,measured,,,,,16.5841,,ok,0.4063
2751.2867,663,2113.185,16.5689,0.9857,514.8186,1,16.5674,1,67.6988,2770.8265,r1_measured_00080,update,measured,51.1299,19.5398,1,0.0062,18.1129,55.5781,ok,0.3748
1179.9949,368,,,0.8098,,,,,,1186.2051,r1_measured_00081,read,measured,,,,,4.9633,,ok,0.3699
2105.1237,673,,,1.1238,,,,,,2129.3824,r1_measured_00082,read,measured,,,,,22.6787,,ok,0.3799
1189.3756,369,,,0.2683,,,,,,1197.2195,r1_measured_00083,read,measured,,,,,7.1879,,ok,0.3317
2029.7717,680,,,0.6839,,,,,,2052.8863,r1_measured_00084,read,measured,,,,,22.0076,,ok,0.3381
1594.3775,508,,,1.9097,,,,,,1608.2705,r1_measured_00085,read,measured,,,,,11.5669,,ok,0.3436
1747.9412,567,,,2.4243,,,,,,1776.3918,r1_measured_00086,read,measured,,,,,25.5951,,ok,0.3589
2036.1019,661,,,2.3137,,,,,,2074.0808,r1_measured_00087,read,measured,,,,,35.1073,,ok,0.4816
2016.2043,626,,,8.4359,,,,,,2032.1907,r1_measured_00088,read,measured,,,,,7.1242,,ok,0.3563
2089.6737,663,,,1.8555,,,,,,2114.4469,r1_measured_00089,read,measured,,,,,22.4686,,ok,0.3699
2131.2592,676,,,1.8384,,,,,,2161.2829,r1_measured_00090,read,measured,,,,,27.7524,,ok,0.365
2176.2281,680,,,1.0087,,,,,,2242.302,r1_measured_00091,read,measured,,,,,64.6406,,ok,0.3472
