op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,commit_ms,rawerk_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,projection_ok,candidate_count
r1_measured_00001,cassandra-base,16,1,lr000013::conv-42_qa_197,lr000013::conv-42,lr000013::conv-42_session_29_D29:8,4.8025,122.5834,170.4204,541.3569,8.8633,14.4459,0.3914,0.3417,565.462,1,1,628
r1_measured_00037,cassandra-base,16,1,lr000014::conv-41_qa_98,lr000014::conv-41,lr000014::conv-41_session_15_D15:13,16.1443,33.9832,91.4064,394.3506,4.2535,12.1192,1.338,0.3281,412.4509,1,1,660
r1_measured_00048,cassandra-base,16,1,lr000013::conv-30_qa_9,lr000013::conv-30,lr000013::conv-30_session_2_D2:5,48.3503,83.0252,113.7275,338.5751,8.0204,0.2953,0.2336,0.347,347.5169,1,1,366
r1_measured_00073,cassandra-base,16,1,lr000008::conv-26_qa_68,lr000008::conv-26,lr000008::conv-26_session_16_D16:8,10.7565,31.4754,105.4409,265.6438,11.8578,4.2043,0.3736,0.3438,282.4731,1,1,417
r1_measured_00080,cassandra-base,16,1,lr000002::conv-41_qa_0,lr000002::conv-41,lr000002::conv-41_session_13_D13:16,16.8551,44.024,108.6203,476.2098,9.6353,10.158,1.4611,0.3604,497.8876,1,1,663
r1_measured_00119,cassandra-base,16,1,lr000001::conv-42_qa_19,lr000001::conv-42,lr000001::conv-42_session_8_D8:4,5.6344,21.6331,65.9101,344.3656,18.3569,11.7926,1.2743,0.3932,376.2457,1,1,627
r1_measured_00125,cassandra-base,16,1,lr000012::conv-30_qa_41,lr000012::conv-30,lr000012::conv-30_session_1_D1:17,3.433,34.9234,54.1964,303.075,9.6883,3.6936,0.2085,0.3061,317.0143,1,1,368
r1_measured_00155,cassandra-base,16,1,lr000014::conv-41_qa_136,lr000014::conv-41,lr000014::conv-41_session_27_D27:13,15.5116,36.7483,188.1642,565.2494,9.3459,30.234,8.591,0.4091,613.9005,1,1,661
r1_measured_00169,cassandra-base,16,1,lr000003::conv-47_qa_93,lr000003::conv-47,lr000003::conv-47_session_12_D12:5,24.5242,48.6143,170.366,572.9904,49.2844,47.0921,0.8351,0.5113,681.4465,1,1,688
r1_measured_00231,cassandra-base,16,1,lr000003::conv-47_qa_5,lr000003::conv-47,lr000003::conv-47_session_3_D3:11,8.1151,28.9714,359.6687,512.1185,14.2479,118.2676,3.4194,0.3717,,0,1,688
r1_measured_00233,cassandra-base,16,1,lr000014::conv-48_qa_112,lr000014::conv-48,lr000014::conv-48_session_6_D6:4,6.5396,23.9335,73.1069,491.7724,23.072,119.941,1.8229,0.3274,636.999,1,1,679
r1_measured_00273,cassandra-base,16,1,lr000005::conv-42_qa_44,lr000005::conv-42,lr000005::conv-42_session_22_D22:2,8.6089,28.903,91.5243,377.5453,16.1607,136.0916,2.6575,0.4017,532.9312,1,1,629
r1_measured_00274,cassandra-base,16,1,lr000013::conv-50_qa_59,lr000013::conv-50,lr000013::conv-50_session_2_D2:1,8.0774,43.6252,92.3706,370.7331,14.6201,2.4067,0.3854,0.3679,388.5757,1,1,564
r1_measured_00294,cassandra-base,16,1,lr000007::conv-48_qa_134,lr000007::conv-48,lr000007::conv-48_session_14_D14:6,4.1406,11.2659,48.0768,282.4885,17.2584,119.4933,1.2567,0.3567,420.9164,1,1,678
r1_measured_00297,cassandra-base,16,1,lr000013::conv-26_qa_101,lr000013::conv-26,lr000013::conv-26_session_5_D5:8,17.8002,39.9497,69.2498,267.9582,14.7897,3.3507,0.2714,0.3653,286.7846,1,1,418
r1_measured_00304,cassandra-base,16,1,lr000016::conv-42_qa_163,lr000016::conv-42,lr000016::conv-42_session_23_D23:17,24.3135,57.0664,90.9389,390.3743,32.2893,21.9211,2.2819,0.3457,447.2706,1,1,626
r1_measured_00313,cassandra-base,16,1,lr000014::conv-47_qa_37,lr000014::conv-47,lr000014::conv-47_session_17_D17:28,7.8616,17.8279,93.9885,365.5547,15.8158,62.9908,0.5068,0.3571,445.2935,1,1,685
r1_measured_00319,cassandra-base,16,1,lr000008::conv-48_qa_161,lr000008::conv-48,lr000008::conv-48_session_22_D22:6,26.6902,54.304,87.1743,301.597,18.8164,19.9542,1.5116,0.3333,342.2797,1,1,681
r1_measured_00325,cassandra-base,16,1,lr000009::conv-42_qa_85,lr000009::conv-42,lr000009::conv-42_session_29_D29:1,15.2797,27.9222,54.6185,269.2365,8.9148,17.67,0.5134,0.3976,296.7944,1,1,629
r1_measured_00338,cassandra-base,16,1,lr000011::conv-48_qa_151,lr000011::conv-48,lr000011::conv-48_session_19_D19:11,14.0048,36.9534,165.8063,568.5976,3.1985,27.2139,1.7912,0.3679,601.2389,1,1,679
r1_measured_00347,cassandra-base,16,1,lr000006::conv-49_qa_14,lr000006::conv-49,lr000006::conv-49_session_3_D3:3,16.9219,132.4356,176.7097,445.3967,3.8352,8.6104,0.8122,0.3564,459.0658,1,1,506
r1_measured_00369,cassandra-base,16,1,lr000013::conv-41_qa_133,lr000013::conv-41,lr000013::conv-41_session_27_D27:9,5.6623,25.8327,82.3902,490.6528,8.3833,12.0869,0.7756,0.4772,512.4469,1,1,663
r1_measured_00418,cassandra-base,16,1,lr000008::conv-49_qa_77,lr000008::conv-49,lr000008::conv-49_session_23_D23:15,7.7991,18.7943,55.7149,444.3323,14.5974,8.6983,0.349,0.4747,,0,1,509
r1_measured_00424,cassandra-base,16,1,lr000003::conv-47_qa_89,lr000003::conv-47,lr000003::conv-47_session_10_D10:12,14.3676,45.3729,85.0844,483.5117,21.5974,15.9012,1.0618,0.3648,522.5069,1,1,689
r1_measured_00451,cassandra-base,16,1,lr000016::conv-42_qa_110,lr000016::conv-42,lr000016::conv-42_session_7_D7:5,5.7949,26.1222,64.5614,445.5743,9.6422,5.8543,18.1919,0.4475,479.7782,1,1,627
r1_measured_00501,cassandra-base,16,1,lr000016::conv-50_qa_110,lr000016::conv-50,lr000016::conv-50_session_18_D18:11,11.9018,30.6357,119.0294,362.7281,12.5211,62.7279,7.6691,0.3624,,0,1,566
r1_measured_00502,cassandra-base,16,1,lr000013::conv-41_qa_23,lr000013::conv-41,lr000013::conv-41_session_2_D2:25,11.5278,64.6767,117.8792,408.899,24.7299,8.5003,1.726,0.3921,444.3178,1,1,663
r1_measured_00504,cassandra-base,16,1,lr000011::conv-43_qa_45,lr000011::conv-43,lr000011::conv-43_session_18_D18:1,7.2387,40.6919,109.7139,353.64,9.0167,10.3215,0.4124,0.3519,,0,1,678
r1_measured_00544,cassandra-base,16,1,lr000007::conv-48_qa_170,lr000007::conv-48,lr000007::conv-48_session_24_D24:5,10.5149,21.7074,49.0197,478.6161,15.9084,41.9723,0.4277,0.3505,537.3571,1,1,679
r1_measured_00554,cassandra-base,16,1,lr000007::conv-44_qa_89,lr000007::conv-44,lr000007::conv-44_session_17_D17:4,8.4735,26.7808,86.5824,491.9549,4.3496,9.5358,2.1651,0.3629,508.4308,1,1,675
r1_measured_00558,cassandra-base,16,1,lr000010::conv-47_qa_37,lr000010::conv-47,lr000010::conv-47_session_17_D17:28,10.4057,54.1698,87.9481,526.1992,11.7938,17.5928,1.7159,0.4321,557.8076,1,1,689
r1_measured_00590,cassandra-base,16,1,lr000015::conv-42_qa_0,lr000015::conv-42,lr000015::conv-42_session_1_D1:7,11.5264,25.7473,84.8403,469.1566,13.0263,5.631,0.5783,0.3629,,0,1,626
r1_measured_00612,cassandra-base,16,1,lr000007::conv-49_qa_93,lr000007::conv-49,lr000007::conv-49_session_4_D4:10,11.3109,35.0774,159.0022,370.1401,18.5744,10.4512,0.4115,0.3542,399.9863,1,1,509
r1_measured_00619,cassandra-base,16,1,lr000011::conv-48_qa_167,lr000011::conv-48,lr000011::conv-48_session_23_D23:29,9.4598,122.4863,157.2292,503.3425,16.4456,129.4381,2.9494,0.3481,652.595,1,1,680
r1_measured_00651,cassandra-base,16,1,lr000009::conv-43_qa_37,lr000009::conv-43,lr000009::conv-43_session_13_D13:1,6.6028,18.4016,63.7347,330.5813,16.4464,131.1001,2.7348,0.3049,481.2351,1,1,680
r1_measured_00727,cassandra-base,16,1,lr000014::conv-44_qa_39,lr000014::conv-44,lr000014::conv-44_session_2_D2:15,5.2481,18.5821,84.3837,110.9715,17.0331,120.1546,1.7785,0.3798,,0,1,674
r1_measured_00730,cassandra-base,16,1,lr000015::conv-26_qa_149,lr000015::conv-26,lr000015::conv-26_session_18_D18:9,17.4106,43.3247,73.8837,98.5317,15.0667,2.7453,1.3847,0.3486,,0,1,417
r1_measured_00743,cassandra-base,16,1,lr000009::conv-43_qa_11,lr000009::conv-43,lr000009::conv-43_session_1_D1:7,20.745,56.7241,192.2985,454.0389,8.865,11.4967,0.4356,0.4613,,0,1,680
r1_measured_00753,cassandra-base,16,1,lr000005::conv-49_qa_11,lr000005::conv-49,lr000005::conv-49_session_2_D2:6,14.2799,58.4733,172.8164,413.3988,2.6269,11.5431,2.4625,0.3478,,0,1,508
r1_measured_00776,cassandra-base,16,1,lr000013::conv-43_qa_162,lr000013::conv-43,lr000013::conv-43_session_26_D26:36,8.804,42.5283,98.6759,299.4751,36.2174,30.019,1.5895,0.5966,367.9671,1,1,680
r1_measured_00782,cassandra-base,16,1,lr000015::conv-48_qa_154,lr000015::conv-48,lr000015::conv-48_session_19_D19:21,11.5861,60.2836,128.3114,291.6,35.9533,20.889,2.8085,0.3475,351.6654,1,1,677
