op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,commit_ms,rawerk_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,projection_ok,candidate_count
r2_measured_00050,cassandra-base,32,2,lr000010::conv-50_qa_124,lr000010::conv-50,lr000010::conv-50_session_23_D23:11,88.6106,195.9652,246.7936,920.4155,14.8826,54.3263,3.8282,0.3668,993.8896,1,1,566
r2_measured_00069,cassandra-base,32,2,lr000000::conv-42_qa_34,lr000000::conv-42,lr000000::conv-42_session_3_D3:17,34.1439,146.428,202.4786,889.3652,30.5557,43.9742,0.6107,0.3945,,0,1,626
r2_measured_00104,cassandra-base,32,2,lr000014::conv-49_qa_67,lr000014::conv-49,lr000014::conv-49_session_16_D16:24,48.9676,130.7278,180.9405,775.477,21.8608,40.8442,3.3018,0.3992,892.3343,1,1,509
r2_measured_00142,cassandra-base,32,2,lr000005::conv-42_qa_180,lr000005::conv-42,lr000005::conv-42_session_25_D25:19,59.7706,132.7703,201.4757,847.5605,40.0196,31.6648,1.1375,0.3428,920.7987,1,1,628
r2_measured_00147,cassandra-base,32,2,lr000000::conv-43_qa_113,lr000000::conv-43,lr000000::conv-43_session_12_D12:21,33.6845,115.713,251.424,928.7075,12.9104,16.1125,0.7449,0.3202,,0,1,679
r2_measured_00165,cassandra-base,32,2,lr000014::conv-43_qa_174,lr000014::conv-43,lr000014::conv-43_session_28_D28:10,30.1831,156.0962,342.8571,918.9594,19.2571,30.9353,3.3734,0.3561,972.9466,1,1,679
r2_measured_00166,cassandra-base,32,2,lr000011::conv-49_qa_66,lr000011::conv-49,lr000011::conv-49_session_16_D16:10,33.6757,176.8776,328.0628,735.0603,8.847,14.1171,1.5693,0.3271,759.9739,1,1,509
r2_measured_00173,cassandra-base,32,2,lr000000::conv-47_qa_41,lr000000::conv-47,lr000000::conv-47_session_19_D19:12,28.6013,120.9072,312.1258,901.0147,16.9135,21.4036,1.3011,0.3637,,0,1,686
r2_measured_00182,cassandra-base,32,2,lr000014::conv-41_qa_111,lr000014::conv-41,lr000014::conv-41_session_19_D19:3,65.9687,259.7767,346.1346,873.3327,16.3014,23.0241,1.4176,0.3594,914.5024,1,1,661
r2_measured_00216,cassandra-base,32,2,lr000002::conv-42_qa_140,lr000002::conv-42,lr000002::conv-42_session_17_D17:8,16.6838,70.3424,121.6496,602.886,24.7503,54.1911,1.1627,0.4293,,0,1,629
r2_measured_00237,cassandra-base,32,2,lr000012::conv-44_qa_1,lr000012::conv-44,lr000012::conv-44_session_1_D1:2,30.649,80.1194,154.8345,769.7657,24.6843,47.4996,3.6652,0.3534,846.038,1,1,672
r2_measured_00247,cassandra-base,32,2,lr000010::conv-48_qa_157,lr000010::conv-48,lr000010::conv-48_session_20_D20:21,16.0731,63.6586,115.3506,748.5415,25.6891,15.9829,0.4653,0.3573,791.1005,1,1,680
r2_measured_00270,cassandra-base,32,2,lr000014::conv-49_qa_8,lr000014::conv-49,lr000014::conv-49_session_1_D1:14,7.1481,37.1522,100.8999,584.2696,15.9517,36.0761,1.5095,0.3666,638.2382,1,1,509
r2_measured_00278,cassandra-base,32,2,lr000013::conv-42_qa_195,lr000013::conv-42,lr000013::conv-42_session_28_D28:29,8.1629,57.7111,125.4448,745.446,39.142,31.7404,2.0384,0.3672,,0,1,624
r2_measured_00280,cassandra-base,32,2,lr000011::conv-41_qa_44,lr000011::conv-41,lr000011::conv-41_session_25_D25:2,14.1793,83.6278,127.4339,703.4528,45.15,17.1556,0.8015,0.3532,766.9792,1,1,662
r2_measured_00329,cassandra-base,32,2,lr000008::conv-44_qa_22,lr000008::conv-44,lr000008::conv-44_session_14_D14:1,9.2953,26.1693,87.7038,680.624,40.9144,98.6942,4.3959,0.3724,825.0765,1,1,674
r2_measured_00338,cassandra-base,32,2,lr000010::conv-26_qa_145,lr000010::conv-26,lr000010::conv-26_session_18_D18:5,4.8164,43.3046,113.6626,532.6761,38.5031,5.5475,0.2839,0.3615,577.4254,1,1,418
r2_measured_00341,cassandra-base,32,2,lr000013::conv-48_qa_169,lr000013::conv-48,lr000013::conv-48_session_24_D24:2,13.8083,47.2577,106.6514,696.473,108.8816,34.1531,0.8584,0.3465,840.7901,1,1,679
r2_measured_00342,cassandra-base,32,2,lr000012::conv-48_qa_163,lr000012::conv-48,lr000012::conv-48_session_22_D22:25,7.1266,57.0998,104.1154,773.3402,42.9376,18.8274,0.5949,0.3406,836.1192,1,1,681
r2_measured_00368,cassandra-base,32,2,lr000007::conv-44_qa_22,lr000007::conv-44,lr000007::conv-44_session_14_D14:1,21.8052,54.7472,220.877,850.8757,39.8581,63.8272,0.984,0.3492,955.9607,1,1,675
r2_measured_00427,cassandra-base,32,2,lr000007::conv-49_qa_153,lr000007::conv-49,lr000007::conv-49_session_25_D25:8,23.7641,83.8016,128.8305,619.9959,78.8101,60.5138,3.9478,0.3967,763.7278,1,1,507
r2_measured_00479,cassandra-base,32,2,lr000007::conv-26_qa_150,lr000007::conv-26,lr000007::conv-26_session_18_D18:13,23.0382,47.6754,100.0293,427.8626,43.4762,4.0512,0.266,0.3601,,0,1,418
r2_measured_00519,cassandra-base,32,2,lr000005::conv-30_qa_8,lr000005::conv-30,lr000005::conv-30_session_2_D2:4,34.6057,164.3651,213.4718,628.9153,29.4278,5.7167,0.2343,0.3407,664.6844,1,1,369
r2_measured_00534,cassandra-base,32,2,lr000010::conv-44_qa_25,lr000010::conv-44,lr000010::conv-44_session_17_D17:1,85.2839,175.0473,222.9505,978.1175,24.2254,18.2504,3.4898,0.3746,1024.5267,1,1,674
r2_measured_00549,cassandra-base,32,2,lr000006::conv-47_qa_13,lr000006::conv-47,lr000006::conv-47_session_6_D6:12,43.5364,131.4651,181.6955,936.4155,20.1694,8.4586,0.437,0.3496,965.8974,1,1,688
r2_measured_00560,cassandra-base,32,2,lr000001::conv-49_qa_112,lr000001::conv-49,lr000001::conv-49_session_9_D9:5,60.8231,172.1964,263.0222,864.0872,23.7556,37.366,0.8469,0.3561,,0,1,508
r2_measured_00572,cassandra-base,32,2,lr000014::conv-43_qa_158,lr000014::conv-43,lr000014::conv-43_session_25_D25:14,59.1876,172.0597,243.137,943.9413,28.5042,40.5757,1.3365,0.3603,1014.7944,1,1,680
r2_measured_00588,cassandra-base,32,2,lr000009::conv-42_qa_106,lr000009::conv-42,lr000009::conv-42_session_4_D4:16,40.8429,134.8781,185.4663,822.5503,45.0076,46.9756,2.607,0.4192,,0,1,625
r2_measured_00608,cassandra-base,32,2,lr000009::conv-44_qa_34,lr000009::conv-44,lr000009::conv-44_session_12_D12:1,48.3777,139.8158,197.1962,863.4587,27.4559,19.6807,1.127,0.421,912.2065,1,1,673
r2_measured_00644,cassandra-base,32,2,lr000002::conv-26_qa_103,lr000002::conv-26,lr000002::conv-26_session_6_D6:10,33.0642,101.4128,147.8969,643.8415,18.7199,7.6027,0.4233,0.6199,671.2823,1,1,419
r2_measured_00652,cassandra-base,32,2,lr000014::conv-42_qa_169,lr000014::conv-42,lr000014::conv-42_session_24_D24:4,21.9868,73.552,132.3715,762.9489,84.1,22.3924,6.0517,0.4134,,0,1,625
r2_measured_00671,cassandra-base,32,2,lr000005::conv-47_qa_107,lr000005::conv-47,lr000005::conv-47_session_18_D18:3,63.0848,126.0045,278.6798,903.8364,15.7778,13.8408,21.714,0.4592,,0,1,689
r2_measured_00728,cassandra-base,32,2,lr000007::conv-41_qa_151,lr000007::conv-41,lr000007::conv-41_session_32_D32:11,16.8664,51.6315,136.4142,709.2083,26.0637,156.0813,2.2256,0.3485,894.0101,1,1,660
r2_measured_00730,cassandra-base,32,2,lr000001::conv-42_qa_67,lr000001::conv-42,lr000001::conv-42_session_8_D8:3,25.2047,97.0897,129.6254,687.4719,27.2469,13.2283,1.9642,0.3622,,0,1,628
r2_measured_00764,cassandra-base,32,2,lr000013::conv-48_qa_187,lr000013::conv-48,lr000013::conv-48_session_29_D29:12,12.3415,32.3567,72.722,755.0464,20.7818,67.6171,0.4493,0.3787,844.3409,1,1,680
r2_measured_00783,cassandra-base,32,2,lr000000::conv-41_qa_84,lr000000::conv-41,lr000000::conv-41_session_10_D10:10,20.0831,70.55,129.8491,875.9949,22.4092,20.7698,0.4845,0.3997,920.1338,1,1,663
r2_measured_00844,cassandra-base,32,2,lr000006::conv-50_qa_15,lr000006::conv-50,lr000006::conv-50_session_8_D8:4,24.7724,64.3035,124.378,744.5833,36.0943,17.6451,4.6184,0.5195,803.5371,1,1,567
r2_measured_00847,cassandra-base,32,2,lr000010::conv-50_qa_7,lr000010::conv-50,lr000010::conv-50_session_4_D4:17,18.7729,73.1163,129.7304,732.4782,41.0199,30.0592,0.4213,0.3813,804.4328,1,1,567
r2_measured_00854,cassandra-base,32,2,lr000013::conv-41_qa_53,lr000013::conv-41,lr000013::conv-41_session_28_D28:11,24.3054,106.2332,161.146,868.8651,22.5896,47.6092,0.4947,0.3578,939.9819,1,1,662
r2_measured_00868,cassandra-base,32,2,lr000012::conv-47_qa_118,lr000012::conv-47,lr000012::conv-47_session_22_D22:10,70.0223,129.2423,187.1944,842.176,38.0966,18.9447,0.5263,0.3397,900.1483,1,1,688
r2_measured_00897,cassandra-base,32,2,lr000007::conv-50_qa_91,lr000007::conv-50,lr000007::conv-50_session_12_D12:7,12.3656,51.4405,97.954,668.8174,20.2427,26.9595,0.3509,0.3236,716.7501,1,1,566
r2_measured_00914,cassandra-base,32,2,lr000008::conv-26_qa_90,lr000008::conv-26,lr000008::conv-26_session_3_D3:16,47.4734,103.8187,285.6802,637.6084,40.3869,9.7675,0.2561,0.3319,,0,1,418
r2_measured_00934,cassandra-base,32,2,lr000008::conv-48_qa_47,lr000008::conv-48,lr000008::conv-48_session_13_D13:15,17.8564,196.8156,257.2829,810.3495,78.8229,41.2924,9.7107,0.3232,940.5677,1,1,681
r2_measured_00954,cassandra-base,32,2,lr000007::conv-26_qa_89,lr000007::conv-26,lr000007::conv-26_session_2_D2:15,71.6943,136.4944,175.3076,467.6916,49.5465,92.5863,0.2944,0.3556,,0,1,419
r2_measured_01016,cassandra-base,32,2,lr000005::conv-42_qa_29,lr000005::conv-42,lr000005::conv-42_session_16_D16:11,27.5303,96.1847,164.4801,808.6613,45.9266,74.4346,2.2353,0.3574,931.6895,1,1,629
r2_measured_01019,cassandra-base,32,2,lr000009::conv-30_qa_6,lr000009::conv-30,lr000009::conv-30_session_1_D1:24,25.7989,83.8267,159.579,550.2476,44.7853,14.5987,0.2232,0.3588,610.2691,1,1,368
r2_measured_01076,cassandra-base,32,2,lr000010::conv-48_qa_185,lr000010::conv-48,lr000010::conv-48_session_29_D29:7,22.7732,105.023,258.6514,838.9221,48.4527,14.3047,0.5032,0.3146,902.562,1,1,681
r2_measured_01104,cassandra-base,32,2,lr000008::conv-49_qa_58,lr000008::conv-49,lr000008::conv-49_session_12_D12:2,24.2571,181.0841,233.8661,690.5525,29.8401,52.6516,0.9351,0.3236,774.3592,1,1,508
r2_measured_01108,cassandra-base,32,2,lr000008::conv-50_qa_148,lr000008::conv-50,lr000008::conv-50_session_28_D28:10,40.0668,235.536,280.79,780.9367,44.3846,166.3726,12.0681,0.7761,1004.6434,1,1,568
r2_measured_01185,cassandra-base,32,2,lr000005::conv-26_qa_8,lr000005::conv-26,lr000005::conv-26_session_3_D3:1,24.2781,113.5171,162.8692,737.9704,35.8279,23.6456,0.2715,0.3475,798.1331,1,1,419
r2_measured_01190,cassandra-base,32,2,lr000009::conv-50_qa_107,lr000009::conv-50,lr000009::conv-50_session_17_D17:5,27.5226,92.9006,157.1036,862.0641,25.3485,39.9766,1.001,0.3785,928.8355,1,1,567
r2_measured_01217,cassandra-base,32,2,lr000007::conv-42_qa_45,lr000007::conv-42,lr000007::conv-42_session_22_D22:9,39.4655,129.9893,177.1726,889.5068,15.8202,42.7936,0.4246,0.4805,949.0912,1,1,628
r2_measured_01232,cassandra-base,32,2,lr000001::conv-43_qa_6,lr000001::conv-43,lr000001::conv-43_session_3_D3:1,33.9819,121.9861,193.9887,899.4273,19.1006,39.894,0.7872,0.3726,959.6565,1,1,679
r2_measured_01238,cassandra-base,32,2,lr000001::conv-50_qa_26,lr000001::conv-50,lr000001::conv-50_session_15_D15:12,18.6541,121.8105,177.6478,812.8936,27.9526,29.6716,0.3814,0.3687,871.3425,1,1,568
r2_measured_01269,cassandra-base,32,2,lr000004::conv-44_qa_98,lr000004::conv-44,lr000004::conv-44_session_20_D20:35,70.2851,133.752,182.6638,819.9097,14.8265,35.8162,0.438,0.3611,871.4166,1,1,675
r2_measured_01312,cassandra-base,32,2,lr000014::conv-44_qa_24,lr000014::conv-44,lr000014::conv-44_session_2_D2:16,17.1653,52.4377,104.2723,830.0108,24.8441,39.9163,0.5397,0.3572,,0,1,673
r2_measured_01315,cassandra-base,32,2,lr000016::conv-50_qa_111,lr000016::conv-50,lr000016::conv-50_session_19_D19:6,14.5765,240.9703,299.2233,823.5218,42.866,34.1538,0.3565,0.3412,901.3022,1,1,568
r2_measured_01332,cassandra-base,32,2,lr000004::conv-42_qa_123,lr000004::conv-42,lr000004::conv-42_session_13_D13:11,65.7601,295.2247,384.1074,877.6663,42.853,36.6823,3.4364,0.4537,961.1594,1,1,628
r2_measured_01336,cassandra-base,32,2,lr000011::conv-26_qa_28,lr000011::conv-26,lr000011::conv-26_session_8_D8:9,193.5421,280.5126,341.99,607.6705,95.4025,31.5701,0.2945,0.3636,735.3582,1,1,416
r2_measured_01362,cassandra-base,32,2,lr000001::conv-41_qa_12,lr000001::conv-41,lr000001::conv-41_session_8_D8:18,16.0762,96.045,170.3779,658.1171,59.987,32.4677,1.4696,0.335,752.4448,1,1,661
r2_measured_01423,cassandra-base,32,2,lr000016::conv-26_qa_53,lr000016::conv-26,lr000016::conv-26_session_13_D13:1,15.3655,48.6318,77.8707,427.3555,57.0643,25.7615,0.2615,0.3307,510.8273,1,1,419
r2_measured_01454,cassandra-base,32,2,lr000001::conv-43_qa_164,lr000001::conv-43,lr000001::conv-43_session_27_D27:6,33.6195,151.9006,205.0004,681.8305,110.0894,41.7972,5.1959,0.3507,839.3251,1,1,680
r2_measured_01516,cassandra-base,32,2,lr000006::conv-49_qa_72,lr000006::conv-49,lr000006::conv-49_session_20_D20:6,44.0851,148.4027,191.4241,748.8805,15.9734,21.4558,0.3195,0.3391,787.0238,1,1,508
r2_measured_01547,cassandra-base,32,2,lr000000::conv-42_qa_195,lr000000::conv-42,lr000000::conv-42_session_28_D28:29,33.6137,178.688,229.5563,797.0118,47.209,25.2652,0.5824,0.3953,,0,1,627
r2_measured_01553,cassandra-base,32,2,lr000000::conv-43_qa_139,lr000000::conv-43,lr000000::conv-43_session_19_D19:9,26.9916,119.7934,216.1963,716.7918,42.0702,64.4215,2.0621,0.3658,825.795,1,1,680
r2_measured_01558,cassandra-base,32,2,lr000009::conv-42_qa_187,lr000009::conv-42,lr000009::conv-42_session_28_D28:12,30.9027,139.9004,207.3192,799.8142,19.907,17.2126,0.6397,0.3486,837.9923,1,1,626
r2_measured_01563,cassandra-base,32,2,lr000016::conv-30_qa_68,lr000016::conv-30,lr000016::conv-30_session_14_D14:17,42.4235,194.4011,225.2536,630.9495,21.0127,6.2262,0.2366,0.3513,,0,1,369
