op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,commit_ms,rawerk_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,projection_ok,candidate_count
r0_measured_00015,cassandra-base,32,0,lr000007::conv-48_qa_116,lr000007::conv-48,lr000007::conv-48_session_7_D7:20,7.6996,189.1746,265.2046,910.3965,59.1841,20.3016,0.4343,0.4254,990.8117,1,1,681
r0_measured_00024,cassandra-base,32,0,lr000010::conv-30_qa_60,lr000010::conv-30,lr000010::conv-30_session_9_D9:5,136.1972,246.5989,292.877,681.0586,43.8879,7.1643,0.898,0.5345,,0,1,367
r0_measured_00070,cassandra-base,32,0,lr000007::conv-43_qa_115,lr000007::conv-43,lr000007::conv-43_session_13_D13:4,39.1205,175.4277,250.7907,999.3963,7.3746,69.7531,0.4829,0.3788,1077.456,1,1,677
r0_measured_00094,cassandra-base,32,0,lr000016::conv-49_qa_116,lr000016::conv-49,lr000016::conv-49_session_11_D11:8,29.5911,193.5976,261.4259,759.8072,14.1753,38.1545,0.4958,0.3136,812.9957,1,1,509
r0_measured_00097,cassandra-base,32,0,lr000007::conv-47_qa_94,lr000007::conv-47,lr000007::conv-47_session_13_D13:8,27.5205,197.4038,291.6392,1023.4487,28.7482,49.4698,3.9495,0.3392,,0,1,688
r0_measured_00115,cassandra-base,32,0,lr000009::conv-26_qa_8,lr000009::conv-26,lr000009::conv-26_session_3_D3:1,56.3681,156.9688,196.8025,621.549,10.0888,5.7118,0.2545,0.3235,637.9737,1,1,416
r0_measured_00132,cassandra-base,32,0,lr000008::conv-26_qa_66,lr000008::conv-26,lr000008::conv-26_session_16_D16:4,57.0484,133.5984,182.8949,585.2918,29.8956,3.4633,2.3396,0.309,,0,1,418
r0_measured_00143,cassandra-base,32,0,lr000010::conv-48_qa_112,lr000010::conv-48,lr000010::conv-48_session_6_D6:4,28.2933,101.7694,131.6472,871.9394,24.4831,23.6472,4.7005,0.3918,925.2353,1,1,681
r0_measured_00157,cassandra-base,32,0,lr000013::conv-50_qa_59,lr000013::conv-50,lr000013::conv-50_session_2_D2:1,29.7359,100.301,130.879,735.0225,25.1644,5.4745,0.544,0.3446,766.6198,1,1,566
r0_measured_00190,cassandra-base,32,0,lr000014::conv-50_qa_25,lr000014::conv-50,lr000014::conv-50_session_15_D15:1,22.2448,53.7396,130.07,692.2226,26.5328,37.6741,0.3852,0.3817,757.2595,1,1,565
