op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,commit_ms,rawerk_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,projection_ok,candidate_count
r0_measured_00015,cassandra-materialized,1,0,lr000007::conv-48_qa_116,lr000007::conv-48,lr000007::conv-48_session_7_D7:20,3.446,14.8151,40.6039,43.4464,17.1967,0.7358,0.4665,0.3902,62.3198,1,1,681
r0_measured_00024,cassandra-materialized,1,0,lr000010::conv-30_qa_60,lr000010::conv-30,lr000010::conv-30_session_9_D9:5,4.24,15.4601,49.4096,52.111,14.4988,0.5474,0.2597,0.3824,,0,1,367
r0_measured_00070,cassandra-materialized,1,0,lr000007::conv-43_qa_115,lr000007::conv-43,lr000007::conv-43_session_13_D13:4,6.1322,16.2625,38.9269,41.7038,7.2502,0.6814,0.4635,0.3695,50.5424,1,1,677
r0_measured_00094,cassandra-materialized,1,0,lr000016::conv-49_qa_116,lr000016::conv-49,lr000016::conv-49_session_11_D11:8,4.8567,15.443,34.1613,36.4132,12.9799,0.6755,0.3888,0.3796,50.9035,1,1,509
r0_measured_00097,cassandra-materialized,1,0,lr000007::conv-47_qa_94,lr000007::conv-47,lr000007::conv-47_session_13_D13:8,6.933,16.3062,38.5909,40.9793,7.8101,1.2654,0.5358,0.3847,,0,1,688
r0_measured_00115,cassandra-materialized,1,0,lr000009::conv-26_qa_8,lr000009::conv-26,lr000009::conv-26_session_3_D3:1,3.6679,13.5665,33.729,35.6374,10.6818,0.569,0.329,0.4326,47.7182,1,1,416
r0_measured_00132,cassandra-materialized,1,0,lr000008::conv-26_qa_66,lr000008::conv-26,lr000008::conv-26_session_16_D16:4,6.4803,16.5589,32.306,33.9788,4.3935,0.5013,0.282,0.3444,,0,1,418
r0_measured_00143,cassandra-materialized,1,0,lr000010::conv-48_qa_112,lr000010::conv-48,lr000010::conv-48_session_6_D6:4,5.5343,15.5172,35.1319,44.5024,19.1503,1.2523,0.8697,0.7077,66.6227,1,1,681
r0_measured_00157,cassandra-materialized,1,0,lr000013::conv-50_qa_59,lr000013::conv-50,lr000013::conv-50_session_2_D2:1,8.4609,17.2169,42.035,44.405,14.7513,0.6342,0.3802,0.3836,60.627,1,1,566
r0_measured_00190,cassandra-materialized,1,0,lr000014::conv-50_qa_25,lr000014::conv-50,lr000014::conv-50_session_15_D15:1,4.791,14.9082,39.7707,42.2616,12.6624,0.6767,0.4285,0.3711,56.4841,1,1,565
r0_measured_00196,cassandra-materialized,1,0,lr000001::conv-47_qa_4,lr000001::conv-47,lr000001::conv-47_session_3_D3:5,5.2311,15.0863,43.9804,46.6172,12.5424,0.6271,0.4364,0.3542,,0,1,686
r0_measured_00205,cassandra-materialized,1,0,lr000011::conv-44_qa_105,lr000011::conv-44,lr000011::conv-44_session_23_D23:14,5.8411,15.2664,37.6776,40.4404,6.957,0.7719,0.5212,0.412,49.1998,1,1,673
r0_measured_00209,cassandra-materialized,1,0,lr000011::conv-44_qa_18,lr000011::conv-44,lr000011::conv-44_session_11_D11:4,6.0516,15.4755,40.8041,43.4351,13.9104,0.662,0.4628,0.3516,,0,1,674
r0_measured_00241,cassandra-materialized,1,0,lr000000::conv-48_qa_133,lr000000::conv-48,lr000000::conv-48_session_13_D13:5,4.8053,15.2768,41.9041,44.9637,13.2309,0.7325,0.489,0.4536,,0,1,680
r0_measured_00254,cassandra-materialized,1,0,lr000013::conv-44_qa_58,lr000013::conv-44,lr000013::conv-44_session_25_D25:14,5.3674,15.0812,46.8368,50.2109,8.3122,0.8177,0.5405,0.5354,60.5083,1,1,674
r0_measured_00281,cassandra-materialized,1,0,lr000000::conv-48_qa_80,lr000000::conv-48,lr000000::conv-48_session_10_D10:20,5.8249,15.8004,39.4506,42.2113,6.6802,0.7027,0.4867,0.4644,50.6417,1,1,681
r0_measured_00296,cassandra-materialized,1,0,lr000015::conv-41_qa_61,lr000015::conv-41,lr000015::conv-41_session_31_D31:2,5.109,14.7804,64.2833,67.4212,8.3769,0.7662,0.5059,0.4997,77.6753,1,1,661
r0_measured_00379,cassandra-materialized,1,0,lr000007::conv-43_qa_121,lr000007::conv-43,lr000007::conv-43_session_14_D14:7,4.6727,14.3472,40.3399,43.2263,13.1638,0.7612,0.4887,0.4499,58.172,1,1,678
r0_measured_00380,cassandra-materialized,1,0,lr000004::conv-30_qa_56,lr000004::conv-30,lr000004::conv-30_session_6_D6:15,4.0338,14.2526,28.3921,29.9337,5.1378,0.5836,0.2537,0.4048,,0,1,366
