op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,commit_ms,rawerk_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,projection_ok,candidate_count
r1_measured_00001,neo4j-native,8,1,lr000013::conv-42_qa_197,lr000013::conv-42,lr000013::conv-42_session_29_D29:8,3.6548,68.6737,91.3991,135.7133,219.4484,3.9169,0.4279,0.3547,359.9339,1,1,628
r1_measured_00037,neo4j-native,8,1,lr000014::conv-41_qa_98,lr000014::conv-41,lr000014::conv-41_session_15_D15:13,2.8278,5.009,30.5533,82.8737,278.0886,2.2949,0.6477,0.3768,364.3493,1,1,660
r1_measured_00048,neo4j-native,8,1,lr000013::conv-30_qa_9,lr000013::conv-30,lr000013::conv-30_session_2_D2:5,4.285,6.975,22.849,56.3026,148.3629,0.3846,0.3245,0.3868,205.8264,1,1,366
r1_measured_00073,neo4j-native,8,1,lr000008::conv-26_qa_68,lr000008::conv-26,lr000008::conv-26_session_16_D16:8,3.4941,5.6097,22.8241,53.8865,141.5783,0.553,0.3118,0.3367,196.7215,1,1,417
r1_measured_00080,neo4j-native,8,1,lr000002::conv-41_qa_0,lr000002::conv-41,lr000002::conv-41_session_13_D13:16,2.5234,4.2727,36.2053,87.3063,246.6426,1.7486,0.5168,0.3644,336.6502,1,1,663
r1_measured_00119,neo4j-native,8,1,lr000001::conv-42_qa_19,lr000001::conv-42,lr000001::conv-42_session_8_D8:4,4.7298,8.9526,36.0913,93.8083,226.1532,3.1563,0.4832,0.3342,323.9956,1,1,627
r1_measured_00125,neo4j-native,8,1,lr000012::conv-30_qa_41,lr000012::conv-30,lr000012::conv-30_session_1_D1:17,3.1999,5.2621,19.8458,45.0223,126.9484,1.1015,0.2325,0.3485,173.7055,1,1,368
r1_measured_00155,neo4j-native,8,1,lr000014::conv-41_qa_136,lr000014::conv-41,lr000014::conv-41_session_27_D27:13,4.1933,7.3787,37.468,84.346,269.8439,4.7845,0.5191,0.3695,359.9307,1,1,661
r1_measured_00169,neo4j-native,8,1,lr000003::conv-47_qa_93,lr000003::conv-47,lr000003::conv-47_session_12_D12:5,3.7889,6.187,33.0324,86.3459,226.8334,5.1905,0.5566,0.3394,319.345,1,1,687
r1_measured_00231,neo4j-native,8,1,lr000003::conv-47_qa_5,lr000003::conv-47,lr000003::conv-47_session_3_D3:11,4.4309,6.5491,29.2587,108.531,217.5921,2.3284,0.4228,0.3408,,0,1,688
r1_measured_00233,neo4j-native,8,1,lr000014::conv-48_qa_112,lr000014::conv-48,lr000014::conv-48_session_6_D6:4,2.9456,4.4794,30.0427,83.1712,231.7003,3.1342,0.5554,0.3434,318.9819,1,1,679
r1_measured_00273,neo4j-native,8,1,lr000005::conv-42_qa_44,lr000005::conv-42,lr000005::conv-42_session_22_D22:2,5.4776,9.2293,99.9693,144.7856,217.4402,4.9165,0.4682,0.3269,368.0013,1,1,629
r1_measured_00274,neo4j-native,8,1,lr000013::conv-50_qa_59,lr000013::conv-50,lr000013::conv-50_session_2_D2:1,16.3123,71.3761,95.0577,132.6283,190.1979,1.097,0.5563,0.394,324.9415,1,1,564
r1_measured_00294,neo4j-native,8,1,lr000007::conv-48_qa_134,lr000007::conv-48,lr000007::conv-48_session_14_D14:6,2.9683,4.69,31.0709,83.9835,260.996,2.7463,0.5192,0.3553,348.6681,1,1,678
r1_measured_00297,neo4j-native,8,1,lr000013::conv-26_qa_101,lr000013::conv-26,lr000013::conv-26_session_5_D5:8,5.4377,7.3012,25.7398,61.4012,140.8807,1.7141,0.3703,0.354,204.7849,1,1,418
r1_measured_00304,neo4j-native,8,1,lr000016::conv-42_qa_163,lr000016::conv-42,lr000016::conv-42_session_23_D23:17,2.8096,4.9312,28.6461,81.6942,209.6202,4.5414,0.552,0.3388,296.8146,1,1,626
r1_measured_00313,neo4j-native,8,1,lr000014::conv-47_qa_37,lr000014::conv-47,lr000014::conv-47_session_17_D17:28,4.2038,5.9435,29.1034,83.8291,249.1987,4.1841,0.6743,0.3557,338.3217,1,1,685
r1_measured_00319,neo4j-native,8,1,lr000008::conv-48_qa_161,lr000008::conv-48,lr000008::conv-48_session_22_D22:6,4.3434,6.1113,33.4131,87.0391,279.4272,6.3754,0.6542,0.3581,373.928,1,1,681
r1_measured_00325,neo4j-native,8,1,lr000009::conv-42_qa_85,lr000009::conv-42,lr000009::conv-42_session_29_D29:1,3.8736,6.0712,33.4147,83.161,223.6641,1.9221,0.4553,0.3165,309.5772,1,1,629
r1_measured_00338,neo4j-native,8,1,lr000011::conv-48_qa_151,lr000011::conv-48,lr000011::conv-48_session_19_D19:11,3.9749,6.3814,29.7569,79.6662,266.7476,6.2606,0.5551,0.406,353.7125,1,1,679
r1_measured_00347,neo4j-native,8,1,lr000006::conv-49_qa_14,lr000006::conv-49,lr000006::conv-49_session_3_D3:3,3.7035,6.6343,30.7034,73.4009,169.046,2.5293,0.4716,0.3906,245.9207,1,1,506
r1_measured_00369,neo4j-native,8,1,lr000013::conv-41_qa_133,lr000013::conv-41,lr000013::conv-41_session_27_D27:9,3.8272,5.406,33.5876,82.974,270.3197,5.1541,0.6317,0.3588,359.5368,1,1,662
r1_measured_00418,neo4j-native,8,1,lr000008::conv-49_qa_77,lr000008::conv-49,lr000008::conv-49_session_23_D23:15,3.8702,5.7275,27.9473,63.3719,202.7464,2.9468,0.3271,0.3493,,0,1,509
r1_measured_00424,neo4j-native,8,1,lr000003::conv-47_qa_89,lr000003::conv-47,lr000003::conv-47_session_10_D10:12,4.1379,6.2392,33.3255,90.4767,232.6578,4.1518,0.46,0.3474,328.1745,1,1,689
r1_measured_00451,neo4j-native,8,1,lr000016::conv-42_qa_110,lr000016::conv-42,lr000016::conv-42_session_7_D7:5,3.8892,5.3951,32.4916,78.9423,213.4474,3.5414,0.4972,0.3492,296.845,1,1,627
r1_measured_00501,neo4j-native,8,1,lr000016::conv-50_qa_110,lr000016::conv-50,lr000016::conv-50_session_18_D18:11,4.2336,6.337,35.6289,101.7272,189.2746,3.0725,0.5263,0.3398,,0,1,566
r1_measured_00502,neo4j-native,8,1,lr000013::conv-41_qa_23,lr000013::conv-41,lr000013::conv-41_session_2_D2:25,3.6554,5.689,34.5219,86.0473,248.019,1.6181,0.4164,0.3518,336.5266,1,1,663
r1_measured_00504,neo4j-native,8,1,lr000011::conv-43_qa_45,lr000011::conv-43,lr000011::conv-43_session_18_D18:1,3.685,5.6131,30.4877,81.5825,232.1468,2.5116,0.584,0.4006,,0,1,678
r1_measured_00544,neo4j-native,8,1,lr000007::conv-48_qa_170,lr000007::conv-48,lr000007::conv-48_session_24_D24:5,3.7793,5.9525,28.5909,77.7461,238.2536,4.7182,0.5293,0.3977,321.7328,1,1,679
r1_measured_00554,neo4j-native,8,1,lr000007::conv-44_qa_89,lr000007::conv-44,lr000007::conv-44_session_17_D17:4,3.9051,5.7946,32.6874,89.7391,251.3968,3.1447,0.47,0.3892,345.2051,1,1,675
r1_measured_00558,neo4j-native,8,1,lr000010::conv-47_qa_37,lr000010::conv-47,lr000010::conv-47_session_17_D17:28,4.0539,7.4606,34.2456,82.4029,236.459,4.1224,0.44,0.3348,323.8336,1,1,689
r1_measured_00590,neo4j-native,8,1,lr000015::conv-42_qa_0,lr000015::conv-42,lr000015::conv-42_session_1_D1:7,4.2878,6.0348,75.7564,121.5516,200.1632,2.7086,0.4675,0.3534,,0,1,626
r1_measured_00612,neo4j-native,8,1,lr000007::conv-49_qa_93,lr000007::conv-49,lr000007::conv-49_session_4_D4:10,4.0804,5.768,29.8613,72.4258,202.9839,3.0796,1.0176,0.3698,279.9457,1,1,509
r1_measured_00619,neo4j-native,8,1,lr000011::conv-48_qa_167,lr000011::conv-48,lr000011::conv-48_session_23_D23:29,4.5192,7.0792,34.1171,95.2324,221.9484,2.9954,0.5412,0.3939,321.1888,1,1,680
r1_measured_00651,neo4j-native,8,1,lr000009::conv-43_qa_37,lr000009::conv-43,lr000009::conv-43_session_13_D13:1,4.743,6.605,37.9938,88.1271,243.5017,7.9253,0.553,0.3361,340.5149,1,1,679
r1_measured_00727,neo4j-native,8,1,lr000014::conv-44_qa_39,lr000014::conv-44,lr000014::conv-44_session_2_D2:15,4.2871,6.177,31.4828,82.3201,256.3629,2.2482,0.5846,0.346,,0,1,674
r1_measured_00730,neo4j-native,8,1,lr000015::conv-26_qa_149,lr000015::conv-26,lr000015::conv-26_session_18_D18:9,5.2555,7.0445,23.3025,56.2952,145.6394,0.5619,0.2968,0.3366,,0,1,417
r1_measured_00743,neo4j-native,8,1,lr000009::conv-43_qa_11,lr000009::conv-43,lr000009::conv-43_session_1_D1:7,3.613,5.5589,34.7207,100.0138,269.7786,2.4658,0.6306,0.3564,,0,1,680
r1_measured_00753,neo4j-native,8,1,lr000005::conv-49_qa_11,lr000005::conv-49,lr000005::conv-49_session_2_D2:6,5.3123,7.0758,27.8018,60.8457,197.7291,4.8424,0.3453,0.362,,0,1,508
r1_measured_00776,neo4j-native,8,1,lr000013::conv-43_qa_162,lr000013::conv-43,lr000013::conv-43_session_26_D26:36,3.0411,5.0658,34.2758,83.6447,260.021,4.5792,0.527,0.345,349.1924,1,1,680
r1_measured_00782,neo4j-native,8,1,lr000015::conv-48_qa_154,lr000015::conv-48,lr000015::conv-48_session_19_D19:21,4.4949,7.4103,32.7736,85.0551,260.9424,4.2545,0.5811,0.3402,351.2491,1,1,677
r1_measured_00791,neo4j-native,8,1,lr000007::conv-42_qa_178,lr000007::conv-42,lr000007::conv-42_session_25_D25:10,5.929,8.1114,32.9987,89.081,244.4711,3.4532,0.6637,0.3808,338.118,1,1,629
r1_measured_00796,neo4j-native,8,1,lr000015::conv-43_qa_61,lr000015::conv-43,lr000015::conv-43_session_4_D4:10,4.5088,6.3548,35.9512,91.7243,302.6735,2.1101,0.5885,0.4286,,0,1,680
r1_measured_00806,neo4j-native,8,1,lr000006::conv-49_qa_117,lr000006::conv-49,lr000006::conv-49_session_11_D11:17,4.484,6.395,80.9748,117.6912,174.3533,4.4438,0.6849,0.3739,297.6209,1,1,507
r1_measured_00845,neo4j-native,8,1,lr000015::conv-30_qa_74,lr000015::conv-30,lr000015::conv-30_session_15_D15:9,5.0463,6.64,26.4485,57.3554,157.0932,2.3634,0.2492,0.3433,,0,1,369
r1_measured_00847,neo4j-native,8,1,lr000014::conv-50_qa_1,lr000014::conv-50,lr000014::conv-50_session_1_D1:3,5.3213,7.3416,37.5909,88.3886,195.1464,1.7632,0.6757,0.3643,286.3999,1,1,566
r1_measured_00880,neo4j-native,8,1,lr000013::conv-42_qa_36,lr000013::conv-42,lr000013::conv-42_session_19_D19:6,3.3128,5.2478,32.0471,78.8754,240.183,4.8547,0.5964,0.3563,324.9403,1,1,629
r1_measured_00883,neo4j-native,8,1,lr000010::conv-43_qa_149,lr000010::conv-43,lr000010::conv-43_session_22_D22:13,5.4121,8.668,36.9851,90.3239,293.0123,3.82,0.6089,0.3539,388.1898,1,1,678
r1_measured_00895,neo4j-native,8,1,lr000006::conv-42_qa_148,lr000006::conv-42,lr000006::conv-42_session_18_D18:12,2.8054,4.8235,29.7487,83.3032,246.6094,7.9229,0.5336,0.3739,,0,1,629
r1_measured_00939,neo4j-native,8,1,lr000009::conv-44_qa_109,lr000009::conv-44,lr000009::conv-44_session_23_D23:24,2.906,5.3111,33.4695,84.6874,243.0071,3.665,0.7895,0.3894,332.6228,1,1,673
r1_measured_00973,neo4j-native,8,1,lr000015::conv-42_qa_45,lr000015::conv-42,lr000015::conv-42_session_22_D22:9,3.8986,6.5142,36.8624,87.8627,209.7949,3.7194,0.395,0.3357,302.1689,1,1,627
r1_measured_00988,neo4j-native,8,1,lr000009::conv-50_qa_50,lr000009::conv-50,lr000009::conv-50_session_23_D23:16,3.8959,5.8278,29.905,92.3682,194.2976,2.5899,0.7111,0.3522,290.3846,1,1,568
r1_measured_00990,neo4j-native,8,1,lr000006::conv-44_qa_50,lr000006::conv-44,lr000006::conv-44_session_16_D16:2,3.7535,5.6517,28.2082,85.6515,229.1747,3.9404,0.6656,0.3579,,0,1,674
r1_measured_01008,neo4j-native,8,1,lr000009::conv-47_qa_2,lr000009::conv-47,lr000009::conv-47_session_1_D1:36,3.7549,5.6934,34.0334,86.393,243.4125,5.7258,0.7721,0.3712,,0,1,687
r1_measured_01042,neo4j-native,8,1,lr000001::conv-49_qa_8,lr000001::conv-49,lr000001::conv-49_session_1_D1:14,3.1482,5.0299,78.393,120.9393,202.4912,4.011,0.4456,0.3628,328.3213,1,1,507
r1_measured_01054,neo4j-native,8,1,lr000002::conv-43_qa_0,lr000002::conv-43,lr000002::conv-43_session_1_D1:9,4.0285,6.2601,34.4842,84.0658,237.7801,2.5992,0.4667,0.3535,325.3435,1,1,679
r1_measured_01062,neo4j-native,8,1,lr000007::conv-26_qa_56,lr000007::conv-26,lr000007::conv-26_session_14_D14:15,3.2863,6.3745,28.0315,68.6124,204.1246,1.0031,0.416,0.7418,274.9712,1,1,417
r1_measured_01066,neo4j-native,8,1,lr000008::conv-43_qa_169,lr000008::conv-43,lr000008::conv-43_session_27_D27:28,4.0887,6.4012,35.0768,116.2433,230.8928,3.8318,0.8322,0.3712,352.2507,1,1,677
r1_measured_01068,neo4j-native,8,1,lr000016::conv-50_qa_130,lr000016::conv-50,lr000016::conv-50_session_25_D25:4,3.8393,5.8598,35.6934,79.5524,224.8846,3.4326,0.5338,0.3865,308.8518,1,1,567
r1_measured_01077,neo4j-native,8,1,lr000005::conv-49_qa_37,lr000005::conv-49,lr000005::conv-49_session_3_D3:2,3.9514,6.063,31.5924,69.5297,169.1124,7.2588,0.398,0.3305,,0,1,509
