op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,commit_ms,rawerk_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,projection_ok,candidate_count
r1_measured_00001,cassandra-base,8,1,lr000013::conv-42_qa_197,lr000013::conv-42,lr000013::conv-42_session_29_D29:8,82.7941,99.4991,129.7456,149.6511,10.5373,9.3301,1.2072,0.3321,171.1223,1,1,628
r1_measured_00037,cassandra-base,8,1,lr000014::conv-41_qa_98,lr000014::conv-41,lr000014::conv-41_session_15_D15:13,10.3883,80.4366,123.7582,140.2762,12.001,1.0131,0.4041,0.3173,154.0936,1,1,660
r1_measured_00048,cassandra-base,8,1,lr000013::conv-30_qa_9,lr000013::conv-30,lr000013::conv-30_session_2_D2:5,27.5446,38.1242,57.705,64.3456,10.5882,0.2757,0.2257,0.3181,75.7973,1,1,366
r1_measured_00073,cassandra-base,8,1,lr000008::conv-26_qa_68,lr000008::conv-26,lr000008::conv-26_session_16_D16:8,6.1557,19.2958,45.9392,100.0339,6.8988,0.5002,0.2363,0.318,108.0329,1,1,417
r1_measured_00080,cassandra-base,8,1,lr000002::conv-41_qa_0,lr000002::conv-41,lr000002::conv-41_session_13_D13:16,4.8,32.8083,69.9166,114.4059,13.1484,3.0,0.4689,0.3519,131.4348,1,1,663
r1_measured_00119,cassandra-base,8,1,lr000001::conv-42_qa_19,lr000001::conv-42,lr000001::conv-42_session_8_D8:4,6.147,18.073,49.2014,215.4906,8.7246,5.1738,1.476,0.3514,231.2784,1,1,627
r1_measured_00125,cassandra-base,8,1,lr000012::conv-30_qa_41,lr000012::conv-30,lr000012::conv-30_session_1_D1:17,24.0768,33.557,54.3439,149.6424,4.1923,3.1729,0.2232,0.3307,157.6071,1,1,368
r1_measured_00155,cassandra-base,8,1,lr000014::conv-41_qa_136,lr000014::conv-41,lr000014::conv-41_session_27_D27:13,5.858,13.5401,44.6617,104.1825,8.0852,6.8032,2.458,0.3412,121.9316,1,1,661
r1_measured_00169,cassandra-base,8,1,lr000003::conv-47_qa_93,lr000003::conv-47,lr000003::conv-47_session_12_D12:5,5.9487,11.9625,42.7435,50.3775,9.0311,10.2127,0.4227,0.3331,70.4375,1,1,687
r1_measured_00231,cassandra-base,8,1,lr000003::conv-47_qa_5,lr000003::conv-47,lr000003::conv-47_session_3_D3:11,6.2922,18.8397,85.0784,153.3144,26.807,25.3536,2.1792,0.3336,,0,1,688
r1_measured_00233,cassandra-base,8,1,lr000014::conv-48_qa_112,lr000014::conv-48,lr000014::conv-48_session_6_D6:4,11.85,51.767,87.3207,150.7977,26.8114,30.5727,0.4213,0.336,209.0072,1,1,679
r1_measured_00273,cassandra-base,8,1,lr000005::conv-42_qa_44,lr000005::conv-42,lr000005::conv-42_session_22_D22:2,2.5669,20.8752,71.3876,98.6662,11.5877,3.3348,0.4106,0.329,114.3882,1,1,629
r1_measured_00274,cassandra-base,8,1,lr000013::conv-50_qa_59,lr000013::conv-50,lr000013::conv-50_session_2_D2:1,9.5663,39.4562,74.5239,94.929,10.8711,2.3264,0.3303,0.3552,108.8673,1,1,564
r1_measured_00294,cassandra-base,8,1,lr000007::conv-48_qa_134,lr000007::conv-48,lr000007::conv-48_session_14_D14:6,7.3633,23.5326,76.2321,97.9311,14.5373,8.15,1.6642,0.3929,122.7405,1,1,678
r1_measured_00297,cassandra-base,8,1,lr000013::conv-26_qa_101,lr000013::conv-26,lr000013::conv-26_session_5_D5:8,10.1658,42.8385,64.3735,79.0981,20.0196,2.4764,0.2827,0.3851,102.312,1,1,418
r1_measured_00304,cassandra-base,8,1,lr000016::conv-42_qa_163,lr000016::conv-42,lr000016::conv-42_session_23_D23:17,11.37,30.4373,56.3578,73.8446,8.2678,34.0462,1.607,0.4537,118.2833,1,1,626
r1_measured_00313,cassandra-base,8,1,lr000014::conv-47_qa_37,lr000014::conv-47,lr000014::conv-47_session_17_D17:28,7.6457,26.0534,56.3668,134.5974,7.1564,33.9135,1.4397,0.3732,177.5504,1,1,685
r1_measured_00319,cassandra-base,8,1,lr000008::conv-48_qa_161,lr000008::conv-48,lr000008::conv-48_session_22_D22:6,10.3582,48.4143,74.7423,122.6846,6.6244,32.6788,0.5868,0.3736,163.0387,1,1,681
r1_measured_00325,cassandra-base,8,1,lr000009::conv-42_qa_85,lr000009::conv-42,lr000009::conv-42_session_29_D29:1,10.815,33.0751,58.9603,79.8798,7.5402,26.3582,1.9526,0.3828,116.1819,1,1,629
r1_measured_00338,cassandra-base,8,1,lr000011::conv-48_qa_151,lr000011::conv-48,lr000011::conv-48_session_19_D19:11,12.5841,25.1702,59.9126,279.7723,12.3989,3.5074,1.1799,0.3475,297.2675,1,1,679
r1_measured_00347,cassandra-base,8,1,lr000006::conv-49_qa_14,lr000006::conv-49,lr000006::conv-49_session_3_D3:3,9.9708,89.6445,116.0023,221.1228,7.2433,1.638,1.3689,0.3371,231.7589,1,1,506
r1_measured_00369,cassandra-base,8,1,lr000013::conv-41_qa_133,lr000013::conv-41,lr000013::conv-41_session_27_D27:9,4.607,11.5245,50.7967,112.5002,6.1462,3.9245,1.4465,0.3587,124.4374,1,1,662
r1_measured_00418,cassandra-base,8,1,lr000008::conv-49_qa_77,lr000008::conv-49,lr000008::conv-49_session_23_D23:15,8.0891,21.111,71.3394,88.9514,8.5118,6.8537,0.3223,0.3357,,0,1,509
r1_measured_00424,cassandra-base,8,1,lr000003::conv-47_qa_89,lr000003::conv-47,lr000003::conv-47_session_10_D10:12,5.3265,26.8959,61.8471,78.6382,9.882,6.4603,1.1595,0.3304,96.5345,1,1,689
r1_measured_00451,cassandra-base,8,1,lr000016::conv-42_qa_110,lr000016::conv-42,lr000016::conv-42_session_7_D7:5,5.2092,15.9363,49.6857,69.3355,14.0903,4.6065,1.2401,0.3384,89.6671,1,1,627
r1_measured_00501,cassandra-base,8,1,lr000016::conv-50_qa_110,lr000016::conv-50,lr000016::conv-50_session_18_D18:11,6.3566,21.9699,95.6221,120.663,10.937,7.3099,1.6818,0.3189,,0,1,566
