op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,commit_ms,rawerk_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,projection_ok,candidate_count
r2_measured_00050,cassandra-materialized,32,2,lr000010::conv-50_qa_124,lr000010::conv-50,lr000010::conv-50_session_23_D23:11,35.8618,58.5071,138.9439,713.9713,20.6231,55.0363,0.393,0.3574,790.4464,1,1,566
r2_measured_00069,cassandra-materialized,32,2,lr000000::conv-42_qa_34,lr000000::conv-42,lr000000::conv-42_session_3_D3:17,48.0684,97.0428,238.7517,937.6082,13.3111,71.3146,0.6277,0.3535,,0,1,626
r2_measured_00104,cassandra-materialized,32,2,lr000014::conv-49_qa_67,lr000014::conv-49,lr000014::conv-49_session_16_D16:24,166.4054,223.0794,269.4866,966.8398,34.1815,24.9127,2.1063,0.3606,1034.1588,1,1,509
r2_measured_00142,cassandra-materialized,32,2,lr000005::conv-42_qa_180,lr000005::conv-42,lr000005::conv-42_session_25_D25:19,46.2834,86.173,180.5033,857.9403,10.8635,44.4455,1.2602,0.3817,914.9658,1,1,628
r2_measured_00147,cassandra-materialized,32,2,lr000000::conv-43_qa_113,lr000000::conv-43,lr000000::conv-43_session_12_D12:21,39.4336,101.7015,211.9374,980.2278,32.4837,21.2952,1.6679,0.3991,,0,1,679
r2_measured_00165,cassandra-materialized,32,2,lr000014::conv-43_qa_174,lr000014::conv-43,lr000014::conv-43_session_28_D28:10,60.7776,91.8129,196.1373,856.3365,19.3122,86.8745,4.5282,0.4392,967.5756,1,1,679
r2_measured_00166,cassandra-materialized,32,2,lr000011::conv-49_qa_66,lr000011::conv-49,lr000011::conv-49_session_16_D16:10,70.6306,113.3819,187.3634,744.4419,6.9369,10.1118,0.5639,0.3645,762.482,1,1,509
r2_measured_00173,cassandra-materialized,32,2,lr000000::conv-47_qa_41,lr000000::conv-47,lr000000::conv-47_session_19_D19:12,56.541,122.1627,210.3077,936.9198,30.0552,15.6502,1.1565,0.4322,,0,1,686
r2_measured_00182,cassandra-materialized,32,2,lr000014::conv-41_qa_111,lr000014::conv-41,lr000014::conv-41_session_19_D19:3,60.0298,107.953,167.4031,838.7841,23.4901,36.8328,0.5229,0.4901,900.1948,1,1,661
r2_measured_00216,cassandra-materialized,32,2,lr000002::conv-42_qa_140,lr000002::conv-42,lr000002::conv-42_session_17_D17:8,20.6737,51.0815,102.836,752.6405,38.6271,19.6946,1.4221,0.3386,,0,1,629
r2_measured_00237,cassandra-materialized,32,2,lr000012::conv-44_qa_1,lr000012::conv-44,lr000012::conv-44_session_1_D1:2,37.36,59.4602,107.2174,785.5739,30.8898,29.9479,0.5103,0.4316,847.4361,1,1,672
r2_measured_00247,cassandra-materialized,32,2,lr000010::conv-48_qa_157,lr000010::conv-48,lr000010::conv-48_session_20_D20:21,48.0127,64.5979,192.6219,753.3905,46.4347,24.2483,2.9803,0.3494,827.4734,1,1,680
r2_measured_00270,cassandra-materialized,32,2,lr000014::conv-49_qa_8,lr000014::conv-49,lr000014::conv-49_session_1_D1:14,11.9945,23.9544,177.5241,591.3072,28.1744,57.9438,10.7652,0.3415,688.591,1,1,509
r2_measured_00278,cassandra-materialized,32,2,lr000013::conv-42_qa_195,lr000013::conv-42,lr000013::conv-42_session_28_D28:29,10.009,23.3964,104.3094,573.3557,32.649,60.8534,1.3129,0.351,,0,1,624
