op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,commit_ms,rawerk_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,projection_ok,candidate_count
r0_measured_00015,cassandra-materialized,64,0,lr000007::conv-48_qa_116,lr000007::conv-48,lr000007::conv-48_session_7_D7:20,14.9711,81.7047,276.3824,691.7109,134.0464,70.3185,1.6165,0.3094,898.0694,1,1,681
r0_measured_00024,cassandra-materialized,64,0,lr000010::conv-30_qa_60,lr000010::conv-30,lr000010::conv-30_session_9_D9:5,72.1141,387.1451,475.0385,794.0643,189.2067,80.6428,1.7,0.2866,,0,1,367
r0_measured_00070,cassandra-materialized,64,0,lr000007::conv-43_qa_115,lr000007::conv-43,lr000007::conv-43_session_13_D13:4,224.0724,339.8016,403.0258,1150.3589,82.5148,42.9333,5.1113,0.3462,1281.3328,1,1,677
r0_measured_00094,cassandra-materialized,64,0,lr000016::conv-49_qa_116,lr000016::conv-49,lr000016::conv-49_session_11_D11:8,130.9489,278.5348,452.6003,1002.6708,106.8357,48.5446,4.4233,0.3513,1162.8875,1,1,509
r0_measured_00097,cassandra-materialized,64,0,lr000007::conv-47_qa_94,lr000007::conv-47,lr000007::conv-47_session_13_D13:8,143.7465,260.121,444.5369,1111.9406,45.1828,198.3571,0.6991,0.4274,,0,1,688
r0_measured_00115,cassandra-materialized,64,0,lr000009::conv-26_qa_8,lr000009::conv-26,lr000009::conv-26_session_3_D3:1,106.3203,224.0952,387.4666,820.2346,100.1957,38.5864,1.1616,0.3305,960.5634,1,1,416
r0_measured_00132,cassandra-materialized,64,0,lr000008::conv-26_qa_66,lr000008::conv-26,lr000008::conv-26_session_16_D16:4,110.1981,315.161,396.4098,851.4116,61.739,11.3663,1.6502,0.3398,,0,1,418
r0_measured_00143,cassandra-materialized,64,0,lr000010::conv-48_qa_112,lr000010::conv-48,lr000010::conv-48_session_6_D6:4,111.2514,342.0613,479.5079,1300.8467,199.015,112.2778,2.5858,0.299,1615.0993,1,1,681
r0_measured_00157,cassandra-materialized,64,0,lr000013::conv-50_qa_59,lr000013::conv-50,lr000013::conv-50_session_2_D2:1,212.2714,325.6601,437.6476,1190.8379,98.9445,14.0791,2.8421,1.3304,1308.1806,1,1,566
r0_measured_00190,cassandra-materialized,64,0,lr000014::conv-50_qa_25,lr000014::conv-50,lr000014::conv-50_session_15_D15:1,214.5083,324.4598,389.8412,1119.0631,100.5298,68.8795,0.9731,0.9454,1290.5211,1,1,565
r0_measured_00196,cassandra-materialized,64,0,lr000001::conv-47_qa_4,lr000001::conv-47,lr000001::conv-47_session_3_D3:5,126.1039,263.7605,402.1774,1222.8798,82.2326,63.2229,3.9505,0.3664,,0,1,686
r0_measured_00205,cassandra-materialized,64,0,lr000011::conv-44_qa_105,lr000011::conv-44,lr000011::conv-44_session_23_D23:14,114.8223,276.8436,458.9762,2287.0976,123.7783,38.0947,0.4551,0.3692,2449.8562,1,1,674
r0_measured_00209,cassandra-materialized,64,0,lr000011::conv-44_qa_18,lr000011::conv-44,lr000011::conv-44_session_11_D11:4,117.8219,251.6298,379.5021,1235.1368,154.0262,94.1555,0.4522,0.376,,0,1,674
r0_measured_00241,cassandra-materialized,64,0,lr000000::conv-48_qa_133,lr000000::conv-48,lr000000::conv-48_session_13_D13:5,103.3733,230.9089,345.1666,1243.5386,100.0196,12.4305,2.4644,0.3619,,0,1,681
r0_measured_00254,cassandra-materialized,64,0,lr000013::conv-44_qa_58,lr000013::conv-44,lr000013::conv-44_session_25_D25:14,135.9878,253.7363,317.4201,1076.0767,140.0884,24.4826,5.6742,0.3524,1246.7372,1,1,674
r0_measured_00281,cassandra-materialized,64,0,lr000000::conv-48_qa_80,lr000000::conv-48,lr000000::conv-48_session_10_D10:20,117.11,214.4228,1155.4076,2183.6929,70.2769,33.2859,0.9533,0.3365,2288.6075,1,1,681
r0_measured_00296,cassandra-materialized,64,0,lr000015::conv-41_qa_61,lr000015::conv-41,lr000015::conv-41_session_31_D31:2,92.3048,185.0136,253.4005,1122.515,158.0137,66.2326,5.5396,0.3318,1352.6975,1,1,661
r0_measured_00379,cassandra-materialized,64,0,lr000007::conv-43_qa_121,lr000007::conv-43,lr000007::conv-43_session_14_D14:7,57.4683,111.9636,287.4245,1126.4786,86.2177,76.1469,6.6543,0.9631,2255.1973,1,1,679
r0_measured_00380,cassandra-materialized,64,0,lr000004::conv-30_qa_56,lr000004::conv-30,lr000004::conv-30_session_6_D6:15,53.7286,99.0659,269.4622,741.2628,58.3582,28.9263,0.2294,0.3281,,0,1,367
r0_measured_00412,cassandra-materialized,64,0,lr000007::conv-44_qa_117,lr000007::conv-44,lr000007::conv-44_session_27_D27:2,217.7662,307.2907,419.3881,1467.3298,89.8279,30.3151,0.8182,0.5038,1588.8604,1,1,673
r0_measured_00417,cassandra-materialized,64,0,lr000010::conv-41_qa_0,lr000010::conv-41,lr000010::conv-41_session_13_D13:16,211.5695,322.1129,394.9931,1274.008,216.3391,65.2659,3.1737,0.3134,1559.1593,1,1,661
r0_measured_00467,cassandra-materialized,64,0,lr000001::conv-49_qa_141,lr000001::conv-49,lr000001::conv-49_session_21_D21:10,126.6669,265.6907,368.702,1214.5205,85.0331,85.2052,0.384,0.3827,1385.5855,1,1,506
r0_measured_00468,cassandra-materialized,64,0,lr000008::conv-48_qa_70,lr000008::conv-48,lr000008::conv-48_session_23_D23:22,142.7344,275.5155,371.5586,1479.6497,116.0058,24.5018,2.0323,0.3388,2379.3348,1,1,679
r0_measured_00508,cassandra-materialized,64,0,lr000007::conv-43_qa_56,lr000007::conv-43,lr000007::conv-43_session_21_D21:13,82.6178,210.5261,611.6627,1593.1095,158.7334,206.695,0.4976,0.3517,1959.4512,1,1,679
r0_measured_00547,cassandra-materialized,64,0,lr000004::conv-30_qa_75,lr000004::conv-30,lr000004::conv-30_session_15_D15:12,61.7199,160.6557,279.0515,905.8793,139.1932,18.0837,0.218,0.3067,,0,1,367
r0_measured_00549,cassandra-materialized,64,0,lr000012::conv-50_qa_103,lr000012::conv-50,lr000012::conv-50_session_16_D16:14,60.252,144.4655,354.9858,1194.015,160.9557,22.9408,0.3393,0.3497,,0,1,568
r0_measured_00551,cassandra-materialized,64,0,lr000011::conv-42_qa_54,lr000011::conv-42,lr000011::conv-42_session_25_D25:1,56.8516,199.8232,342.7305,940.1371,179.5944,55.066,1.8088,0.3349,,0,1,627
r0_measured_00558,cassandra-materialized,64,0,lr000006::conv-47_qa_121,lr000006::conv-47,lr000006::conv-47_session_23_D23:3,50.3497,120.128,339.837,1114.6701,86.5987,88.9009,1.4518,0.36,1292.0462,1,1,686
r0_measured_00559,cassandra-materialized,64,0,lr000003::conv-44_qa_14,lr000003::conv-44,lr000003::conv-44_session_3_D3:7,48.8148,158.2098,352.3007,1317.6083,106.3153,40.3473,3.1208,0.3832,1467.8524,1,1,674
r0_measured_00591,cassandra-materialized,64,0,lr000009::conv-44_qa_84,lr000009::conv-44,lr000009::conv-44_session_13_D13:6,115.8062,199.8794,272.6216,1196.0383,91.1049,37.9985,1.7519,0.4028,1327.3745,1,1,674
r0_measured_00599,cassandra-materialized,64,0,lr000011::conv-43_qa_48,lr000011::conv-43,lr000011::conv-43_session_18_D18:2,102.6932,197.8217,264.4628,1197.8493,126.9,41.748,3.6508,0.4512,1370.6845,1,1,679
r0_measured_00657,cassandra-materialized,64,0,lr000011::conv-47_qa_93,lr000011::conv-47,lr000011::conv-47_session_12_D12:5,54.3201,110.9642,203.4689,1134.6157,222.7025,28.4748,0.4285,0.371,2462.843,1,1,687
r0_measured_00664,cassandra-materialized,64,0,lr000008::conv-48_qa_177,lr000008::conv-48,lr000008::conv-48_session_27_D27:9,32.6725,78.0286,703.8828,1526.0296,137.0551,132.371,4.0507,0.3434,,0,1,679
r0_measured_00681,cassandra-materialized,64,0,lr000015::conv-47_qa_1,lr000015::conv-47,lr000015::conv-47_session_1_D1:26,47.5472,137.0006,334.7831,1325.2242,36.0568,6.638,1.1769,0.3331,,0,1,688
r0_measured_00701,cassandra-materialized,64,0,lr000011::conv-47_qa_39,lr000011::conv-47,lr000011::conv-47_session_18_D18:1,85.3836,283.5578,1018.6673,2281.8191,50.8662,51.4436,0.9348,0.4112,2385.5409,1,1,687
r0_measured_00703,cassandra-materialized,64,0,lr000012::conv-44_qa_121,lr000012::conv-44,lr000012::conv-44_session_28_D28:10,81.7691,297.9369,368.7969,1262.8055,114.2476,34.9031,2.9868,0.4751,1415.4908,1,1,674
r0_measured_00708,cassandra-materialized,64,0,lr000004::conv-42_qa_7,lr000004::conv-42,lr000004::conv-42_session_2_D2:3,69.0038,264.0174,345.1429,869.9828,165.8282,171.8623,7.7824,0.3409,1215.8845,1,1,627
r0_measured_00722,cassandra-materialized,64,0,lr000005::conv-41_qa_98,lr000005::conv-41,lr000005::conv-41_session_15_D15:13,226.3224,367.9798,451.3503,1285.0991,59.2383,22.8969,0.9277,0.4103,1368.6356,1,1,663
r0_measured_00729,cassandra-materialized,64,0,lr000011::conv-50_qa_48,lr000011::conv-50,lr000011::conv-50_session_22_D22:1,214.6975,298.1887,423.9157,1199.5458,72.6278,51.8651,1.2794,0.3498,,0,1,566
r0_measured_00734,cassandra-materialized,64,0,lr000002::conv-43_qa_140,lr000002::conv-43,lr000002::conv-43_session_19_D19:10,81.3583,162.5257,261.5547,1143.2553,147.7659,97.7136,0.4459,0.377,1389.6386,1,1,680
r0_measured_00737,cassandra-materialized,64,0,lr000014::conv-43_qa_159,lr000014::conv-43,lr000014::conv-43_session_26_D26:1,81.9013,146.2403,272.81,1175.348,156.5076,9.9406,2.4174,0.3183,1344.5934,1,1,680
r0_measured_00774,cassandra-materialized,64,0,lr000013::conv-41_qa_134,lr000013::conv-41,lr000013::conv-41_session_27_D27:11,114.7006,188.0622,278.4195,1172.2517,95.1492,40.2033,1.5305,0.3829,,0,1,662
