op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,commit_ms,rawerk_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,projection_ok,candidate_count
r2_measured_00050,cassandra-materialized,16,2,lr000010::conv-50_qa_124,lr000010::conv-50,lr000010::conv-50_session_23_D23:11,13.5676,24.9197,77.108,250.4764,38.9402,26.7321,3.4457,0.3941,320.068,1,1,566
r2_measured_00069,cassandra-materialized,16,2,lr000000::conv-42_qa_34,lr000000::conv-42,lr000000::conv-42_session_3_D3:17,7.579,15.4472,114.4697,185.8373,42.4663,17.2727,4.0973,0.4388,,0,1,626
r2_measured_00104,cassandra-materialized,16,2,lr000014::conv-49_qa_67,lr000014::conv-49,lr000014::conv-49_session_16_D16:24,10.9767,41.5146,93.3362,438.8548,6.6519,86.9654,0.3746,0.3046,533.218,1,1,508
r2_measured_00142,cassandra-materialized,16,2,lr000005::conv-42_qa_180,lr000005::conv-42,lr000005::conv-42_session_25_D25:19,9.1404,29.3266,109.9964,458.6243,39.3757,41.9017,6.8479,0.3576,547.187,1,1,628
r2_measured_00147,cassandra-materialized,16,2,lr000000::conv-43_qa_113,lr000000::conv-43,lr000000::conv-43_session_12_D12:21,34.1,53.6819,147.5805,446.4308,35.8149,22.8449,18.9775,0.3794,,0,1,679
r2_measured_00165,cassandra-materialized,16,2,lr000014::conv-43_qa_174,lr000014::conv-43,lr000014::conv-43_session_28_D28:10,14.9865,20.7491,110.4605,348.7056,21.9403,38.2211,2.0261,0.3983,411.3653,1,1,679
r2_measured_00166,cassandra-materialized,16,2,lr000011::conv-49_qa_66,lr000011::conv-49,lr000011::conv-49_session_16_D16:10,14.2626,44.0266,105.3885,324.332,9.0736,4.1477,0.3028,0.3309,338.2395,1,1,509
r2_measured_00173,cassandra-materialized,16,2,lr000000::conv-47_qa_41,lr000000::conv-47,lr000000::conv-47_session_19_D19:12,23.5127,30.5213,73.495,370.6776,20.1459,34.6296,0.6841,0.3974,,0,1,686
r2_measured_00182,cassandra-materialized,16,2,lr000014::conv-41_qa_111,lr000014::conv-41,lr000014::conv-41_session_19_D19:3,5.8363,13.7898,57.7057,219.4383,10.2424,17.2003,1.8178,0.4187,249.1837,1,1,661
r2_measured_00216,cassandra-materialized,16,2,lr000002::conv-42_qa_140,lr000002::conv-42,lr000002::conv-42_session_17_D17:8,6.0754,11.8258,103.1051,423.0483,7.6745,13.1987,0.6108,0.3635,,0,1,629
r2_measured_00237,cassandra-materialized,16,2,lr000012::conv-44_qa_1,lr000012::conv-44,lr000012::conv-44_session_1_D1:2,9.9486,21.7578,72.0826,467.5403,18.4103,23.4611,0.5494,0.3384,510.3672,1,1,672
r2_measured_00247,cassandra-materialized,16,2,lr000010::conv-48_qa_157,lr000010::conv-48,lr000010::conv-48_session_20_D20:21,16.5292,31.0128,77.2865,459.0804,6.1169,7.9608,0.3885,0.3224,473.9324,1,1,680
r2_measured_00270,cassandra-materialized,16,2,lr000014::conv-49_qa_8,lr000014::conv-49,lr000014::conv-49_session_1_D1:14,7.6477,14.8623,43.4017,335.7468,19.2558,15.7909,0.6674,0.3554,371.8777,1,1,509
r2_measured_00278,cassandra-materialized,16,2,lr000013::conv-42_qa_195,lr000013::conv-42,lr000013::conv-42_session_28_D28:29,4.1211,17.0338,103.8356,367.3346,15.5887,38.083,0.4831,0.4095,,0,1,624
r2_measured_00280,cassandra-materialized,16,2,lr000011::conv-41_qa_44,lr000011::conv-41,lr000011::conv-41_session_25_D25:2,13.4327,53.0129,104.4825,416.6159,11.3973,12.0543,2.0393,0.3266,442.5029,1,1,662
r2_measured_00329,cassandra-materialized,16,2,lr000008::conv-44_qa_22,lr000008::conv-44,lr000008::conv-44_session_14_D14:1,9.6531,20.4571,70.6499,411.2573,9.0469,9.8757,0.8931,0.3685,431.5274,1,1,674
