op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,commit_ms,rawerk_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,projection_ok,candidate_count
r1_measured_00001,neo4j-native,1,1,lr000013::conv-42_qa_197,lr000013::conv-42,lr000013::conv-42_session_29_D29:8,3.9294,5.1445,22.9428,25.1714,14.5787,0.5987,0.3763,0.3253,41.1253,1,1,628
r1_measured_00037,neo4j-native,1,1,lr000014::conv-41_qa_98,lr000014::conv-41,lr000014::conv-41_session_15_D15:13,4.9846,6.1682,27.5124,29.6779,11.4111,0.5389,0.3683,0.3313,42.3872,1,1,660
r1_measured_00048,neo4j-native,1,1,lr000013::conv-30_qa_9,lr000013::conv-30,lr000013::conv-30_session_2_D2:5,3.9003,5.0811,16.3487,17.7594,7.9314,0.3009,0.2525,0.3379,26.6296,1,1,366
r1_measured_00073,neo4j-native,1,1,lr000008::conv-26_qa_68,lr000008::conv-26,lr000008::conv-26_session_16_D16:8,4.1341,5.4448,19.6703,21.2778,8.6928,0.5163,0.2888,0.3712,31.2091,1,1,417
r1_measured_00080,neo4j-native,1,1,lr000002::conv-41_qa_0,lr000002::conv-41,lr000002::conv-41_session_13_D13:16,3.8285,5.0389,27.2765,29.5885,12.5267,0.5848,0.4143,0.3521,43.5309,1,1,663
r1_measured_00119,neo4j-native,1,1,lr000001::conv-42_qa_19,lr000001::conv-42,lr000001::conv-42_session_8_D8:4,3.8519,4.9065,23.9833,26.1985,13.3881,0.5781,0.3703,0.3301,40.9328,1,1,627
r1_measured_00125,neo4j-native,1,1,lr000012::conv-30_qa_41,lr000012::conv-30,lr000012::conv-30_session_1_D1:17,4.0159,5.2145,18.5252,20.03,8.6517,0.4998,0.2466,0.3993,29.8838,1,1,368
r1_measured_00155,neo4j-native,1,1,lr000014::conv-41_qa_136,lr000014::conv-41,lr000014::conv-41_session_27_D27:13,3.6287,4.958,28.8712,31.4066,13.6114,0.677,0.439,0.3678,46.583,1,1,661
r1_measured_00169,neo4j-native,1,1,lr000003::conv-47_qa_93,lr000003::conv-47,lr000003::conv-47_session_12_D12:5,3.1344,4.2269,24.9294,27.3061,13.0087,0.6562,0.4331,0.3394,41.8083,1,1,687
r1_measured_00231,neo4j-native,1,1,lr000003::conv-47_qa_5,lr000003::conv-47,lr000003::conv-47_session_3_D3:11,8.6576,9.8887,29.3981,31.7299,12.4011,0.6185,0.4468,0.3347,,0,1,688
r1_measured_00233,neo4j-native,1,1,lr000014::conv-48_qa_112,lr000014::conv-48,lr000014::conv-48_session_6_D6:4,2.7993,4.0138,22.9588,25.2317,11.7201,0.5837,0.4099,0.3421,38.3504,1,1,679
r1_measured_00273,neo4j-native,1,1,lr000005::conv-42_qa_44,lr000005::conv-42,lr000005::conv-42_session_22_D22:2,3.9064,5.1359,26.474,28.9349,13.4531,0.6558,0.3862,0.3355,43.8375,1,1,629
r1_measured_00274,neo4j-native,1,1,lr000013::conv-50_qa_59,lr000013::conv-50,lr000013::conv-50_session_2_D2:1,3.3516,4.4445,22.8745,24.7767,10.5301,0.4674,0.3191,0.3383,36.4861,1,1,564
r1_measured_00294,neo4j-native,1,1,lr000007::conv-48_qa_134,lr000007::conv-48,lr000007::conv-48_session_14_D14:6,5.3867,6.4849,26.3003,28.4362,12.5676,0.5931,0.4316,0.3577,42.4494,1,1,678
r1_measured_00297,neo4j-native,1,1,lr000013::conv-26_qa_101,lr000013::conv-26,lr000013::conv-26_session_5_D5:8,3.1276,4.2562,19.4903,21.1294,8.24,0.4403,0.2582,0.3263,30.4403,1,1,418
r1_measured_00304,neo4j-native,1,1,lr000016::conv-42_qa_163,lr000016::conv-42,lr000016::conv-42_session_23_D23:17,4.1971,5.36,22.7018,24.7403,10.9658,0.614,0.3738,0.3271,37.087,1,1,626
r1_measured_00313,neo4j-native,1,1,lr000014::conv-47_qa_37,lr000014::conv-47,lr000014::conv-47_session_17_D17:28,4.9458,6.0212,26.5688,29.108,12.7346,0.5712,0.3617,0.3081,43.1384,1,1,685
r1_measured_00319,neo4j-native,1,1,lr000008::conv-48_qa_161,lr000008::conv-48,lr000008::conv-48_session_22_D22:6,3.5532,4.7043,23.4796,25.557,11.8732,0.6642,0.6674,0.3781,39.2129,1,1,681
r1_measured_00325,neo4j-native,1,1,lr000009::conv-42_qa_85,lr000009::conv-42,lr000009::conv-42_session_29_D29:1,4.0179,5.0586,23.3412,25.6916,12.8315,0.6634,0.4172,0.3536,40.0327,1,1,629
r1_measured_00338,neo4j-native,1,1,lr000011::conv-48_qa_151,lr000011::conv-48,lr000011::conv-48_session_19_D19:11,5.7146,7.1145,25.9836,28.2514,11.7242,0.5643,0.3855,0.3211,41.3071,1,1,679
r1_measured_00347,neo4j-native,1,1,lr000006::conv-49_qa_14,lr000006::conv-49,lr000006::conv-49_session_3_D3:3,4.4361,5.6721,22.6194,24.4917,10.0243,0.5246,0.3043,0.3408,35.7398,1,1,506
r1_measured_00369,neo4j-native,1,1,lr000013::conv-41_qa_133,lr000013::conv-41,lr000013::conv-41_session_27_D27:9,3.8722,5.011,25.4287,27.6841,11.1327,0.5686,0.393,0.3375,40.1751,1,1,662
r1_measured_00418,neo4j-native,1,1,lr000008::conv-49_qa_77,lr000008::conv-49,lr000008::conv-49_session_23_D23:15,5.6075,6.6862,23.7355,25.7214,10.3732,0.5197,0.3013,0.4027,,0,1,509
