op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,commit_ms,rawerk_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,projection_ok,candidate_count
r0_measured_00015,neo4j-native,1,0,lr000007::conv-48_qa_116,lr000007::conv-48,lr000007::conv-48_session_7_D7:20,5.8437,7.6316,78.7745,81.0957,14.5244,0.7707,0.4551,0.3336,97.254,1,1,681
r0_measured_00024,neo4j-native,1,0,lr000010::conv-30_qa_60,lr000010::conv-30,lr000010::conv-30_session_9_D9:5,4.9956,6.2935,18.6181,19.9512,8.2446,0.6844,0.3632,0.6213,,0,1,367
r0_measured_00070,neo4j-native,1,0,lr000007::conv-43_qa_115,lr000007::conv-43,lr000007::conv-43_session_13_D13:4,4.5588,5.8901,29.0804,31.6113,15.6547,0.8749,0.5398,0.4119,49.1763,1,1,677
r0_measured_00094,neo4j-native,1,0,lr000016::conv-49_qa_116,lr000016::conv-49,lr000016::conv-49_session_11_D11:8,5.5923,7.0792,25.1929,27.179,12.5741,0.6389,0.35,0.4137,41.2295,1,1,509
r0_measured_00097,neo4j-native,1,0,lr000007::conv-47_qa_94,lr000007::conv-47,lr000007::conv-47_session_13_D13:8,5.4382,7.0142,28.3832,30.9565,13.8256,0.7013,0.4869,0.3524,,0,1,688
r0_measured_00115,neo4j-native,1,0,lr000009::conv-26_qa_8,lr000009::conv-26,lr000009::conv-26_session_3_D3:1,4.1494,5.8142,21.8221,23.5501,11.0416,0.6529,0.2887,0.3763,35.9794,1,1,416
r0_measured_00132,neo4j-native,1,0,lr000008::conv-26_qa_66,lr000008::conv-26,lr000008::conv-26_session_16_D16:4,5.0197,6.6051,22.8159,24.515,10.89,0.6317,0.2968,0.3811,,0,1,418
r0_measured_00143,neo4j-native,1,0,lr000010::conv-48_qa_112,lr000010::conv-48,lr000010::conv-48_session_6_D6:4,6.2405,7.7607,27.4615,29.9439,13.4744,0.6851,0.4692,0.3687,45.0256,1,1,681
r0_measured_00157,neo4j-native,1,0,lr000013::conv-50_qa_59,lr000013::conv-50,lr000013::conv-50_session_2_D2:1,4.4058,6.2405,36.0248,38.4285,14.1037,0.684,0.4625,0.4554,54.229,1,1,566
r0_measured_00190,neo4j-native,1,0,lr000014::conv-50_qa_25,lr000014::conv-50,lr000014::conv-50_session_15_D15:1,4.5804,5.9452,27.2491,29.4944,12.5553,0.6656,0.3913,0.3772,43.56,1,1,565
r0_measured_00196,neo4j-native,1,0,lr000001::conv-47_qa_4,lr000001::conv-47,lr000001::conv-47_session_3_D3:5,5.3761,6.736,27.5788,30.4448,14.6383,0.7736,0.4645,0.385,,0,1,686
r0_measured_00205,neo4j-native,1,0,lr000011::conv-44_qa_105,lr000011::conv-44,lr000011::conv-44_session_23_D23:14,4.8243,6.1349,26.222,28.7597,13.6062,0.7472,0.4673,0.3577,44.0175,1,1,673
r0_measured_00209,neo4j-native,1,0,lr000011::conv-44_qa_18,lr000011::conv-44,lr000011::conv-44_session_11_D11:4,5.1354,6.6973,28.1281,30.6317,12.5871,0.754,0.4597,0.3837,,0,1,674
r0_measured_00241,neo4j-native,1,0,lr000000::conv-48_qa_133,lr000000::conv-48,lr000000::conv-48_session_13_D13:5,6.0091,7.6869,28.1354,30.5721,14.0456,0.6391,0.427,0.3606,,0,1,680
r0_measured_00254,neo4j-native,1,0,lr000013::conv-44_qa_58,lr000013::conv-44,lr000013::conv-44_session_25_D25:14,3.7419,5.2069,32.4843,35.7004,17.5062,0.7516,0.5127,0.424,54.9887,1,1,674
r0_measured_00281,neo4j-native,1,0,lr000000::conv-48_qa_80,lr000000::conv-48,lr000000::conv-48_session_10_D10:20,4.2957,6.0475,28.1613,30.9233,15.4148,0.7178,0.5142,0.4203,48.0858,1,1,681
r0_measured_00296,neo4j-native,1,0,lr000015::conv-41_qa_61,lr000015::conv-41,lr000015::conv-41_session_31_D31:2,6.5752,8.0365,33.0465,35.656,14.2274,0.7121,0.4704,0.4123,51.5647,1,1,661
r0_measured_00379,neo4j-native,1,0,lr000007::conv-43_qa_121,lr000007::conv-43,lr000007::conv-43_session_14_D14:7,3.6966,5.0863,28.4415,31.1636,15.3369,0.91,0.4954,0.4085,48.3978,1,1,678
r0_measured_00380,neo4j-native,1,0,lr000004::conv-30_qa_56,lr000004::conv-30,lr000004::conv-30_session_6_D6:15,3.5801,5.1103,17.8633,19.2424,8.671,0.5139,0.2528,0.3809,,0,1,366
r0_measured_00412,neo4j-native,1,0,lr000007::conv-44_qa_117,lr000007::conv-44,lr000007::conv-44_session_27_D27:2,5.2577,6.7231,27.0907,29.4695,12.9934,0.6575,0.4307,0.3555,43.983,1,1,673
r0_measured_00417,neo4j-native,1,0,lr000010::conv-41_qa_0,lr000010::conv-41,lr000010::conv-41_session_13_D13:16,4.5637,5.8716,30.5584,33.3938,15.6609,0.7403,0.486,0.4258,50.7969,1,1,661
r0_measured_00467,neo4j-native,1,0,lr000001::conv-49_qa_141,lr000001::conv-49,lr000001::conv-49_session_21_D21:10,4.7092,6.1205,23.0386,24.9426,10.4289,0.5987,0.3364,0.4243,36.8054,1,1,506
r0_measured_00468,neo4j-native,1,0,lr000008::conv-48_qa_70,lr000008::conv-48,lr000008::conv-48_session_23_D23:22,4.0286,5.5759,26.7195,29.3109,14.3431,0.6523,0.4253,0.3471,45.1551,1,1,678
r0_measured_00508,neo4j-native,1,0,lr000007::conv-43_qa_56,lr000007::conv-43,lr000007::conv-43_session_21_D21:13,5.6584,7.1272,30.3728,33.1248,15.0718,0.7343,0.5027,0.4063,49.9245,1,1,679
r0_measured_00547,neo4j-native,1,0,lr000004::conv-30_qa_75,lr000004::conv-30,lr000004::conv-30_session_15_D15:12,4.9738,6.5066,17.9895,19.2552,7.7213,0.4788,0.2554,0.3244,,0,1,367
r0_measured_00549,neo4j-native,1,0,lr000012::conv-50_qa_103,lr000012::conv-50,lr000012::conv-50_session_16_D16:14,5.4602,7.2753,30.2905,32.3152,11.2026,0.6532,0.3557,0.3614,,0,1,568
r0_measured_00551,neo4j-native,1,0,lr000011::conv-42_qa_54,lr000011::conv-42,lr000011::conv-42_session_25_D25:1,4.8785,6.0956,30.0124,32.5748,14.5659,0.8374,0.4671,0.3882,,0,1,627
r0_measured_00558,neo4j-native,1,0,lr000006::conv-47_qa_121,lr000006::conv-47,lr000006::conv-47_session_23_D23:3,4.5565,5.7701,26.1109,28.9947,13.8095,0.7395,0.4784,0.3886,44.4915,1,1,686
r0_measured_00559,neo4j-native,1,0,lr000003::conv-44_qa_14,lr000003::conv-44,lr000003::conv-44_session_3_D3:7,4.5012,5.8227,26.8865,29.5148,16.6606,0.8288,0.5307,0.425,48.0566,1,1,674
r0_measured_00591,neo4j-native,1,0,lr000009::conv-44_qa_84,lr000009::conv-44,lr000009::conv-44_session_13_D13:6,5.8789,7.1584,27.9564,30.546,13.4497,0.6514,0.4224,0.3852,45.5351,1,1,674
