method,query_id,split,category,category_label,pool_definition,conversation_pool_size,candidate_pool_size,candidate_reduction,gold_count,candidate_gold_count,candidate_hit,candidate_all_gold,candidate_recall,top10_gold_count,top10_hit,top10_recall,ranking_loss
BM25,conv-26_qa_0,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_1,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,0,0,0.0,1.0
BM25,conv-26_qa_10,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,0,0,0.0,1.0
BM25,conv-26_qa_100,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_101,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_102,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_103,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_104,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_105,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_106,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_107,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_108,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,0,0,0.0,1.0
BM25,conv-26_qa_109,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_11,test,1,Multi-Hop,full_rank_top100,419,100,0.7613365155131265,2,1,1,0,0.5,0,0,0.0,0.5
BM25,conv-26_qa_110,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_111,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_112,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_113,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_114,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_115,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_116,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_117,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_118,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_119,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_12,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_120,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,0,0,0.0,1.0
BM25,conv-26_qa_121,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,0,0,0.0,1.0
BM25,conv-26_qa_122,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_123,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_124,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_125,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_126,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_127,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_128,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_129,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_13,test,1,Multi-Hop,full_rank_top100,419,100,0.7613365155131265,2,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_130,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_131,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_132,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_133,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_134,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,0,0,0.0,1.0
BM25,conv-26_qa_135,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_136,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,0,0,0.0,1.0
BM25,conv-26_qa_137,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,0,0,0.0,1.0
BM25,conv-26_qa_138,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,0,0,0.0,1.0
BM25,conv-26_qa_139,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_14,test,3,Open-Domain,full_rank_top100,419,100,0.7613365155131265,2,2,1,1,1.0,1,1,0.5,0.5
BM25,conv-26_qa_140,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_141,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_142,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,0,0,0.0,1.0
BM25,conv-26_qa_143,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_144,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,2,1,1,0,0.5,1,1,0.5,0.0
BM25,conv-26_qa_145,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,0,0,0.0,1.0
BM25,conv-26_qa_146,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_147,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,0,0,0.0,1.0
BM25,conv-26_qa_148,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_149,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_15,test,1,Multi-Hop,full_rank_top100,419,100,0.7613365155131265,4,3,1,0,0.75,1,1,0.25,0.5
BM25,conv-26_qa_150,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_151,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_16,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_17,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_18,test,1,Multi-Hop,full_rank_top100,419,100,0.7613365155131265,3,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_19,test,1,Multi-Hop,full_rank_top100,419,100,0.7613365155131265,2,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_2,test,3,Open-Domain,full_rank_top100,419,100,0.7613365155131265,2,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_20,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_21,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_22,test,3,Open-Domain,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_23,test,1,Multi-Hop,full_rank_top100,419,100,0.7613365155131265,2,1,1,0,0.5,1,1,0.5,0.0
BM25,conv-26_qa_24,test,1,Multi-Hop,full_rank_top100,419,100,0.7613365155131265,2,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_25,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_26,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_27,test,3,Open-Domain,full_rank_top100,419,100,0.7613365155131265,2,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_28,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_29,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_3,test,1,Multi-Hop,full_rank_top100,419,100,0.7613365155131265,1,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_31,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_32,test,1,Multi-Hop,full_rank_top100,419,100,0.7613365155131265,4,3,1,0,0.75,1,1,0.25,0.5
BM25,conv-26_qa_33,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_34,test,1,Multi-Hop,full_rank_top100,419,100,0.7613365155131265,2,1,1,0,0.5,0,0,0.0,0.5
BM25,conv-26_qa_35,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,0,0,0.0,1.0
BM25,conv-26_qa_36,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_37,test,1,Multi-Hop,full_rank_top100,419,100,0.7613365155131265,2,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_38,test,1,Multi-Hop,full_rank_top100,419,100,0.7613365155131265,6,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_39,test,1,Multi-Hop,full_rank_top100,419,100,0.7613365155131265,4,4,1,1,1.0,3,1,0.75,0.25
BM25,conv-26_qa_4,test,1,Multi-Hop,full_rank_top100,419,100,0.7613365155131265,1,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_40,test,1,Multi-Hop,full_rank_top100,419,100,0.7613365155131265,2,2,1,1,1.0,2,1,1.0,0.0
BM25,conv-26_qa_41,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_42,test,3,Open-Domain,full_rank_top100,419,100,0.7613365155131265,2,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_43,test,1,Multi-Hop,full_rank_top100,419,100,0.7613365155131265,3,2,1,0,0.6666666666666666,0,0,0.0,0.6666666666666666
BM25,conv-26_qa_44,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_45,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_47,test,1,Multi-Hop,full_rank_top100,419,100,0.7613365155131265,2,1,1,0,0.5,0,0,0.0,0.5
BM25,conv-26_qa_48,test,1,Multi-Hop,full_rank_top100,419,100,0.7613365155131265,3,2,1,0,0.6666666666666666,0,0,0.0,0.6666666666666666
BM25,conv-26_qa_49,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,0,0,0.0,1.0
BM25,conv-26_qa_5,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_50,test,3,Open-Domain,full_rank_top100,419,100,0.7613365155131265,1,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_51,test,1,Multi-Hop,full_rank_top100,419,100,0.7613365155131265,3,1,1,0,0.3333333333333333,0,0,0.0,0.3333333333333333
BM25,conv-26_qa_52,test,1,Multi-Hop,full_rank_top100,419,100,0.7613365155131265,2,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_53,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_54,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_55,test,1,Multi-Hop,full_rank_top100,419,100,0.7613365155131265,2,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_56,test,1,Multi-Hop,full_rank_top100,419,100,0.7613365155131265,2,1,1,0,0.5,0,0,0.0,0.5
BM25,conv-26_qa_57,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,0,0,0.0,1.0
BM25,conv-26_qa_58,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_59,test,3,Open-Domain,full_rank_top100,419,100,0.7613365155131265,2,1,1,0,0.5,1,1,0.5,0.0
BM25,conv-26_qa_6,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_60,test,1,Multi-Hop,full_rank_top100,419,100,0.7613365155131265,2,1,1,0,0.5,1,1,0.5,0.0
BM25,conv-26_qa_61,test,1,Multi-Hop,full_rank_top100,419,100,0.7613365155131265,2,1,1,0,0.5,0,0,0.0,0.5
BM25,conv-26_qa_62,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,0,0,0.0,1.0
BM25,conv-26_qa_63,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_64,test,3,Open-Domain,full_rank_top100,419,100,0.7613365155131265,1,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_65,test,1,Multi-Hop,full_rank_top100,419,100,0.7613365155131265,2,1,1,0,0.5,0,0,0.0,0.5
BM25,conv-26_qa_66,test,1,Multi-Hop,full_rank_top100,419,100,0.7613365155131265,2,1,1,0,0.5,0,0,0.0,0.5
BM25,conv-26_qa_67,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,0,0,0.0,1.0
BM25,conv-26_qa_68,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_69,test,3,Open-Domain,full_rank_top100,419,100,0.7613365155131265,3,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_7,test,1,Multi-Hop,full_rank_top100,419,100,0.7613365155131265,2,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_70,test,1,Multi-Hop,full_rank_top100,419,100,0.7613365155131265,2,1,1,0,0.5,1,1,0.5,0.0
BM25,conv-26_qa_71,test,1,Multi-Hop,full_rank_top100,419,100,0.7613365155131265,2,1,1,0,0.5,1,1,0.5,0.0
BM25,conv-26_qa_72,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_73,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_74,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_75,test,1,Multi-Hop,full_rank_top100,419,100,0.7613365155131265,2,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_76,test,1,Multi-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,0,0,0.0,1.0
BM25,conv-26_qa_77,test,3,Open-Domain,full_rank_top100,419,100,0.7613365155131265,2,1,1,0,0.5,1,1,0.5,0.0
BM25,conv-26_qa_78,test,1,Multi-Hop,full_rank_top100,419,100,0.7613365155131265,2,1,1,0,0.5,1,1,0.5,0.0
BM25,conv-26_qa_79,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,0,0,0.0,1.0
BM25,conv-26_qa_8,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,0,0,0.0,1.0
BM25,conv-26_qa_80,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_81,test,3,Open-Domain,full_rank_top100,419,100,0.7613365155131265,2,1,1,0,0.5,0,0,0.0,0.5
BM25,conv-26_qa_82,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_83,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_84,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_85,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_86,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_87,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,0,0,0.0,1.0
BM25,conv-26_qa_88,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_89,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_9,test,2,Temporal,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_90,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_91,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_92,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_93,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_94,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_95,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-26_qa_96,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,0,0,0.0,1.0
BM25,conv-26_qa_97,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,0,0,0.0,1.0
BM25,conv-26_qa_98,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-26_qa_99,test,4,Single-Hop,full_rank_top100,419,100,0.7613365155131265,1,1,1,1,1.0,0,0,0.0,1.0
BM25,conv-30_qa_0,test,2,Temporal,full_rank_top100,369,100,0.7289972899728998,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-30_qa_1,test,2,Temporal,full_rank_top100,369,100,0.7289972899728998,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-30_qa_10,test,2,Temporal,full_rank_top100,369,100,0.7289972899728998,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-30_qa_11,test,2,Temporal,full_rank_top100,369,100,0.7289972899728998,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-30_qa_12,test,2,Temporal,full_rank_top100,369,100,0.7289972899728998,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-30_qa_13,test,2,Temporal,full_rank_top100,369,100,0.7289972899728998,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-30_qa_14,test,2,Temporal,full_rank_top100,369,100,0.7289972899728998,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-30_qa_15,test,2,Temporal,full_rank_top100,369,100,0.7289972899728998,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-30_qa_16,test,2,Temporal,full_rank_top100,369,100,0.7289972899728998,1,1,1,1,1.0,0,0,0.0,1.0
BM25,conv-30_qa_17,test,1,Multi-Hop,full_rank_top100,369,100,0.7289972899728998,2,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-30_qa_18,test,1,Multi-Hop,full_rank_top100,369,100,0.7289972899728998,2,1,1,0,0.5,0,0,0.0,0.5
BM25,conv-30_qa_19,test,2,Temporal,full_rank_top100,369,100,0.7289972899728998,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-30_qa_2,test,4,Single-Hop,full_rank_top100,369,100,0.7289972899728998,2,1,1,0,0.5,0,0,0.0,0.5
BM25,conv-30_qa_20,test,2,Temporal,full_rank_top100,369,100,0.7289972899728998,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-30_qa_21,test,2,Temporal,full_rank_top100,369,100,0.7289972899728998,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-30_qa_22,test,2,Temporal,full_rank_top100,369,100,0.7289972899728998,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-30_qa_23,test,1,Multi-Hop,full_rank_top100,369,100,0.7289972899728998,4,2,1,0,0.5,0,0,0.0,0.5
BM25,conv-30_qa_24,test,1,Multi-Hop,full_rank_top100,369,100,0.7289972899728998,3,3,1,1,1.0,2,1,0.6666666666666666,0.3333333333333333
BM25,conv-30_qa_25,test,1,Multi-Hop,full_rank_top100,369,100,0.7289972899728998,2,1,1,0,0.5,0,0,0.0,0.5
BM25,conv-30_qa_26,test,2,Temporal,full_rank_top100,369,100,0.7289972899728998,1,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-30_qa_27,test,1,Multi-Hop,full_rank_top100,369,100,0.7289972899728998,5,3,1,0,0.6,1,1,0.2,0.4
BM25,conv-30_qa_28,test,2,Temporal,full_rank_top100,369,100,0.7289972899728998,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-30_qa_29,test,1,Multi-Hop,full_rank_top100,369,100,0.7289972899728998,2,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-30_qa_3,test,1,Multi-Hop,full_rank_top100,369,100,0.7289972899728998,4,1,1,0,0.25,0,0,0.0,0.25
BM25,conv-30_qa_30,test,2,Temporal,full_rank_top100,369,100,0.7289972899728998,1,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-30_qa_31,test,1,Multi-Hop,full_rank_top100,369,100,0.7289972899728998,2,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-30_qa_32,test,2,Temporal,full_rank_top100,369,100,0.7289972899728998,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-30_qa_33,test,2,Temporal,full_rank_top100,369,100,0.7289972899728998,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-30_qa_34,test,2,Temporal,full_rank_top100,369,100,0.7289972899728998,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-30_qa_35,test,2,Temporal,full_rank_top100,369,100,0.7289972899728998,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-30_qa_36,test,2,Temporal,full_rank_top100,369,100,0.7289972899728998,1,1,1,1,1.0,0,0,0.0,1.0
BM25,conv-30_qa_37,test,2,Temporal,full_rank_top100,369,100,0.7289972899728998,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-30_qa_38,test,2,Temporal,full_rank_top100,369,100,0.7289972899728998,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-30_qa_39,test,4,Single-Hop,full_rank_top100,369,100,0.7289972899728998,1,1,1,1,1.0,0,0,0.0,1.0
BM25,conv-30_qa_4,test,4,Single-Hop,full_rank_top100,369,100,0.7289972899728998,2,1,1,0,0.5,0,0,0.0,0.5
BM25,conv-30_qa_40,test,4,Single-Hop,full_rank_top100,369,100,0.7289972899728998,1,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-30_qa_41,test,4,Single-Hop,full_rank_top100,369,100,0.7289972899728998,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-30_qa_42,test,4,Single-Hop,full_rank_top100,369,100,0.7289972899728998,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-30_qa_43,test,4,Single-Hop,full_rank_top100,369,100,0.7289972899728998,1,1,1,1,1.0,0,0,0.0,1.0
BM25,conv-30_qa_44,test,4,Single-Hop,full_rank_top100,369,100,0.7289972899728998,1,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-30_qa_45,test,4,Single-Hop,full_rank_top100,369,100,0.7289972899728998,1,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-30_qa_46,test,4,Single-Hop,full_rank_top100,369,100,0.7289972899728998,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-30_qa_47,test,4,Single-Hop,full_rank_top100,369,100,0.7289972899728998,1,1,1,1,1.0,1,1,1.0,0.0
BM25,conv-30_qa_48,test,4,Single-Hop,full_rank_top100,369,100,0.7289972899728998,1,0,0,0,0.0,0,0,0.0,0.0
BM25,conv-30_qa_49,test,4,Single-Hop,full_rank_top100,369,100,0.7289972899728998,2,2,1,1,1.0,2,1,1.0,0.0
BM25,conv-30_qa_5,test,1,Multi-Hop,full_rank_top100,369,100,0.7289972899728998,3,2,1,0,0.6666666666666666,2,1,0.6666666666666666,0.0
BM25,conv-30_qa_50,test,4,Single-Hop,full_rank_top100,369,100,0.7289972899728998,1,1,1,1,1.0,0,0,0.0,1.0
BM25,conv-30_qa_51,test,4,Single-Hop,full_rank_top100,369,100,0.7289972899728998,1,1,1,1,1.0,1,1,1.0,0.0
