variant,n,R@1,R@5,R@10,MRR
Raw,1540,0.2571428571428571,0.4662337662337662,0.5487012987012987,0.349846423417852
RawE,1540,0.30454545454545456,0.5331168831168831,0.6038961038961039,0.4025548855905999
RawR,1540,0.2863636363636364,0.4993506493506494,0.5792207792207792,0.38034400123685835
RawK,1540,0.3064935064935065,0.5409090909090909,0.6019480519480519,0.40562590187590186
RawER,1540,0.3207792207792208,0.5512987012987013,0.6194805194805195,0.4204014636157493
RawEK,1540,0.32662337662337665,0.55,0.6214285714285714,0.42527030509173364
RawRK,1540,0.3233766233766234,0.5545454545454546,0.6175324675324675,0.42249587713873427
RawERK,1540,0.33896103896103896,0.5655844155844156,0.6337662337662338,0.43865878169449596
RawERKT,1540,0.36948051948051946,0.5889610389610389,0.6512987012987013,0.46398036487322203
