variant,n,R@1,R@5,R@10,MRR
Raw,1540,0.37662337662337664,0.6785714285714286,0.7668831168831168,0.5036353329210472
RawE,1540,0.4064935064935065,0.6987012987012987,0.7831168831168831,0.5286183261183262
RawR,1540,0.39025974025974025,0.6896103896103896,0.7785714285714286,0.5168333848690991
RawK,1540,0.40584415584415584,0.6922077922077922,0.7779220779220779,0.5275136569779427
RawER,1540,0.41688311688311686,0.7090909090909091,0.7909090909090909,0.5403396206967636
RawEK,1540,0.41493506493506493,0.7064935064935065,0.7863636363636364,0.5356892908678623
RawRK,1540,0.41493506493506493,0.7,0.788961038961039,0.5361711502782931
RawERK,1540,0.42272727272727273,0.7090909090909091,0.7941558441558442,0.5441089466089466
RawERKT,1540,0.4344155844155844,0.7201298701298702,0.8045454545454546,0.5554522263450835
