backend,concurrency,run_id,formal_events,successful_events,timeouts,elapsed_s,throughput_events_s,p50_update_to_topk_ms,p95_update_to_topk_ms,p99_update_to_topk_ms,mean_candidate_count,logical_event_sha256
cassandra,8,1,100,100,0,0.36107670003548265,276.9494680497886,25.61250003054738,42.657299898564816,43.74730004929006,17,9f2cd7c27750c6ddbaef2d48f8a6db5f7999617d1ef94fac35de9a29946d7cb5
neo4j,8,1,100,100,0,0.34769999980926514,287.60425670076546,25.735000148415565,36.23219998553395,40.315299993380904,17,9f2cd7c27750c6ddbaef2d48f8a6db5f7999617d1ef94fac35de9a29946d7cb5
cassandra,32,1,100,100,0,0.18389859981834888,543.7779303310513,52.92130005545914,60.859200078994036,62.58809985592961,17,cf044fd1ab66b81f22e5d5a93aa02080cde0982bd3b0d9a38a48270dd1ee38d7
neo4j,32,1,100,100,0,0.3588554000016302,278.6637737638774,99.34530011378229,145.39520000107586,157.07479999400675,17,cf044fd1ab66b81f22e5d5a93aa02080cde0982bd3b0d9a38a48270dd1ee38d7
cassandra,64,1,100,100,0,0.18199220020323992,549.4740977268527,85.64800000749528,99.01900007389486,103.18550001829863,17,1d932f492ac1f233e8285240a6be8afe137e354a445c91efae286b3e279d5ab5
neo4j,64,1,100,100,0,0.39623899990692735,252.37293659505758,193.58620001003146,259.7630999516696,272.0792000181973,17,1d932f492ac1f233e8285240a6be8afe137e354a445c91efae286b3e279d5ab5
