op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,edge_count,logical_mutations,commit_ms,graph_visible_ms,relation_candidates_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,graph_projection_ok,relation_candidate_ok,candidate_count
r2_measured_00050,neo4j-native,64,2,lr000010::conv-50_qa_124,lr000010::conv-50,lr000010::conv-50_session_23_D23:11,1,8,22.1322,287.6065,343.0191,444.1338,1058.8517,3184.5569,119.9164,0.723,1.0363,4365.1988,1,1,1,566
r2_measured_00069,neo4j-native,64,2,lr000000::conv-42_qa_34,lr000000::conv-42,lr000000::conv-42_session_3_D3:17,1,13,9.9662,139.6224,220.2103,309.0572,908.822,3572.324,36.0281,6.3987,0.9072,,0,1,1,626
r2_measured_00104,neo4j-native,64,2,lr000014::conv-49_qa_67,lr000014::conv-49,lr000014::conv-49_session_16_D16:24,1,13,20.1532,148.1235,193.4922,314.2666,1044.6367,3440.1353,20.4298,4.6794,1.0305,4511.0487,1,1,1,508
r2_measured_00142,neo4j-native,64,2,lr000005::conv-42_qa_180,lr000005::conv-42,lr000005::conv-42_session_25_D25:19,1,13,14.9849,81.6402,120.7087,241.198,1128.4016,4582.4641,38.6167,1.8114,0.944,5752.3726,1,1,1,628
r2_measured_00147,neo4j-native,64,2,lr000000::conv-43_qa_113,lr000000::conv-43,lr000000::conv-43_session_12_D12:21,0,3,73.6212,143.7854,143.7929,248.5039,1280.6958,4445.7218,55.8285,0.8976,1.0386,,0,1,1,679
r2_measured_00165,neo4j-native,64,2,lr000014::conv-43_qa_174,lr000014::conv-43,lr000014::conv-43_session_28_D28:10,0,3,43.4432,130.1131,130.1208,324.785,1428.6396,4452.6875,52.8724,16.8707,0.9639,5952.1905,1,1,1,679
r2_measured_00166,neo4j-native,64,2,lr000011::conv-49_qa_66,lr000011::conv-49,lr000011::conv-49_session_16_D16:10,1,17,22.7593,182.6689,221.2329,308.2678,953.5628,3658.6591,35.028,4.1394,0.8702,4652.3749,1,1,1,509
r2_measured_00173,neo4j-native,64,2,lr000000::conv-47_qa_41,lr000000::conv-47,lr000000::conv-47_session_19_D19:12,1,11,15.9177,66.2996,114.8809,210.3145,1199.4452,4514.0071,13.5147,4.8916,0.8846,,0,1,1,686
r2_measured_00182,neo4j-native,64,2,lr000014::conv-41_qa_111,lr000014::conv-41,lr000014::conv-41_session_19_D19:3,1,9,11.0938,72.4161,100.5647,228.9975,1195.5408,4619.8613,40.1523,1.5662,0.8636,5858.1214,1,1,1,661
r2_measured_00216,neo4j-native,64,2,lr000002::conv-42_qa_140,lr000002::conv-42,lr000002::conv-42_session_17_D17:8,0,3,37.9302,109.0329,109.0412,205.0823,1059.2251,3700.8669,61.6012,0.9091,1.0259,,0,1,1,629
r2_measured_00237,neo4j-native,64,2,lr000012::conv-44_qa_1,lr000012::conv-44,lr000012::conv-44_session_1_D1:2,1,15,19.7576,134.1848,164.7069,278.9183,1041.2574,4420.3684,122.0164,0.8604,0.9306,5585.552,1,1,1,672
r2_measured_00247,neo4j-native,64,2,lr000010::conv-48_qa_157,lr000010::conv-48,lr000010::conv-48_session_20_D20:21,1,8,16.1836,112.3294,148.8265,326.7886,1190.9898,5486.8481,51.6127,1.2776,0.844,6731.7055,1,1,1,680
