op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,edge_count,logical_mutations,commit_ms,graph_visible_ms,relation_candidates_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,graph_projection_ok,relation_candidate_ok,candidate_count
r1_measured_00001,neo4j-native,32,1,lr000013::conv-42_qa_197,lr000013::conv-42,lr000013::conv-42_session_29_D29:8,1,8,4.0908,34.9454,114.8365,140.9921,338.2838,986.2505,8.874,0.757,0.3391,1334.5783,1,1,1,628
r1_measured_00037,neo4j-native,32,1,lr000014::conv-41_qa_98,lr000014::conv-41,lr000014::conv-41_session_15_D15:13,1,11,6.4549,40.8679,68.5449,104.6431,327.2016,1111.2889,11.84,1.0907,0.3466,1451.842,1,1,1,660
r1_measured_00048,neo4j-native,32,1,lr000013::conv-30_qa_9,lr000013::conv-30,lr000013::conv-30_session_2_D2:5,1,9,7.599,92.5181,132.7775,156.9096,269.9842,543.2942,0.4706,0.3183,0.4434,814.6443,1,1,1,366
r1_measured_00073,neo4j-native,32,1,lr000008::conv-26_qa_68,lr000008::conv-26,lr000008::conv-26_session_16_D16:8,2,15,10.2875,41.4248,99.7414,123.0919,280.016,608.9728,5.4286,0.3728,0.4081,895.2711,1,1,1,417
r1_measured_00080,neo4j-native,32,1,lr000002::conv-41_qa_0,lr000002::conv-41,lr000002::conv-41_session_13_D13:16,0,3,7.6109,37.4649,37.4694,83.1657,320.3742,1096.5951,7.9669,1.4003,0.425,1426.8365,1,1,1,663
r1_measured_00119,neo4j-native,32,1,lr000001::conv-42_qa_19,lr000001::conv-42,lr000001::conv-42_session_8_D8:4,1,8,7.9667,96.2676,122.2468,153.9685,414.4485,962.8936,8.1024,0.73,0.3409,1386.5985,1,1,1,627
r1_measured_00125,neo4j-native,32,1,lr000012::conv-30_qa_41,lr000012::conv-30,lr000012::conv-30_session_1_D1:17,1,8,6.0988,53.5692,80.8935,112.7008,232.4918,540.2258,3.5794,0.2388,0.3377,776.9265,1,1,1,368
r1_measured_00155,neo4j-native,32,1,lr000014::conv-41_qa_136,lr000014::conv-41,lr000014::conv-41_session_27_D27:13,0,3,6.8578,38.1704,38.1745,84.8271,287.7447,1057.2869,12.626,1.364,0.4731,1359.5881,1,1,1,661
r1_measured_00169,neo4j-native,32,1,lr000003::conv-47_qa_93,lr000003::conv-47,lr000003::conv-47_session_12_D12:5,0,3,6.1496,38.8948,38.8993,71.1369,316.0349,1068.5071,10.7648,1.2864,0.3449,1397.016,1,1,1,687
r1_measured_00231,neo4j-native,32,1,lr000003::conv-47_qa_5,lr000003::conv-47,lr000003::conv-47_session_3_D3:11,0,3,7.9168,38.9899,38.9939,73.3425,332.1706,1108.5257,8.7503,1.0419,0.3693,,0,1,1,688
r1_measured_00233,neo4j-native,32,1,lr000014::conv-48_qa_112,lr000014::conv-48,lr000014::conv-48_session_6_D6:4,1,9,6.1504,48.0062,70.1286,100.9124,310.8463,1112.8894,35.9567,0.3985,0.3007,1460.4729,1,1,1,679
r1_measured_00273,neo4j-native,32,1,lr000005::conv-42_qa_44,lr000005::conv-42,lr000005::conv-42_session_22_D22:2,1,17,6.2099,71.2578,110.7768,140.3776,390.5971,1132.6453,18.1517,0.5575,0.4235,1542.4521,1,1,1,629
r1_measured_00274,neo4j-native,32,1,lr000013::conv-50_qa_59,lr000013::conv-50,lr000013::conv-50_session_2_D2:1,1,7,9.1807,41.2687,72.3281,109.5669,296.9136,981.2226,26.2087,1.0703,0.3597,1305.8607,1,1,1,564
r1_measured_00294,neo4j-native,32,1,lr000007::conv-48_qa_134,lr000007::conv-48,lr000007::conv-48_session_14_D14:6,1,17,10.2987,69.0284,91.104,124.2327,418.1034,1197.4369,9.6689,0.912,0.3908,1626.5885,1,1,1,678
r1_measured_00297,neo4j-native,32,1,lr000013::conv-26_qa_101,lr000013::conv-26,lr000013::conv-26_session_5_D5:8,1,13,8.6151,43.2153,88.5669,122.9401,265.2228,750.4338,29.4013,0.2891,0.3396,1045.7574,1,1,1,418
r1_measured_00304,neo4j-native,32,1,lr000016::conv-42_qa_163,lr000016::conv-42,lr000016::conv-42_session_23_D23:17,1,15,7.1349,44.3717,73.2878,102.4665,323.9852,1104.1545,17.5982,0.6122,0.3387,1446.7593,1,1,1,626
r1_measured_00313,neo4j-native,32,1,lr000014::conv-47_qa_37,lr000014::conv-47,lr000014::conv-47_session_17_D17:28,1,8,7.3222,51.0636,74.9646,121.4133,412.7195,1072.998,13.4524,2.1903,0.3823,1501.8143,1,1,1,685
r1_measured_00319,neo4j-native,32,1,lr000008::conv-48_qa_161,lr000008::conv-48,lr000008::conv-48_session_22_D22:6,1,9,4.7228,42.3894,73.1873,105.1735,368.8241,1091.2557,21.8969,0.5123,0.3464,1482.9145,1,1,1,681
r1_measured_00325,neo4j-native,32,1,lr000009::conv-42_qa_85,lr000009::conv-42,lr000009::conv-42_session_29_D29:1,1,15,8.4327,47.4591,68.0286,106.5387,372.9728,928.4478,11.8703,0.6833,0.3999,1314.4429,1,1,1,629
