op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,edge_count,logical_mutations,commit_ms,graph_visible_ms,relation_candidates_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,graph_projection_ok,relation_candidate_ok,candidate_count
r1_measured_00001,cassandra-base,32,1,lr000013::conv-42_qa_197,lr000013::conv-42,lr000013::conv-42_session_29_D29:8,1,9,6.9732,252.2167,370.0584,404.0887,909.6599,21.4148,51.4266,1.1428,0.339,984.047,1,1,1,628
r1_measured_00037,cassandra-base,32,1,lr000014::conv-41_qa_98,lr000014::conv-41,lr000014::conv-41_session_15_D15:13,1,12,136.6824,400.9282,440.7842,510.7944,1145.2726,76.6583,8.4644,0.5227,0.3323,1861.9772,1,1,1,661
r1_measured_00048,cassandra-base,32,1,lr000013::conv-30_qa_9,lr000013::conv-30,lr000013::conv-30_session_2_D2:5,1,10,25.8758,286.7752,316.8771,375.8605,717.7152,32.0687,0.3391,0.2638,0.3726,750.8143,1,1,1,366
r1_measured_00073,cassandra-base,32,1,lr000008::conv-26_qa_68,lr000008::conv-26,lr000008::conv-26_session_16_D16:8,2,18,30.8311,302.3459,414.7679,457.0063,809.3101,24.1208,5.0023,0.8058,0.34,839.6365,1,1,1,417
r1_measured_00080,cassandra-base,32,1,lr000002::conv-41_qa_0,lr000002::conv-41,lr000002::conv-41_session_13_D13:16,0,2,47.28,341.9477,341.9522,399.8785,1031.2288,21.8293,6.8762,1.8535,0.3461,1062.1966,1,1,1,663
r1_measured_00119,cassandra-base,32,1,lr000001::conv-42_qa_19,lr000001::conv-42,lr000001::conv-42_session_8_D8:4,1,9,58.5222,254.2405,305.7528,368.7564,966.3013,43.1025,31.3547,8.4906,0.3496,1049.6686,1,1,1,627
r1_measured_00125,cassandra-base,32,1,lr000012::conv-30_qa_41,lr000012::conv-30,lr000012::conv-30_session_1_D1:17,1,9,51.3431,263.6987,316.8155,361.0841,632.8376,21.2644,4.9247,1.9865,0.3383,661.4009,1,1,1,368
r1_measured_00155,cassandra-base,32,1,lr000014::conv-41_qa_136,lr000014::conv-41,lr000014::conv-41_session_27_D27:13,0,2,92.146,292.1381,292.1426,791.5685,1422.7463,9.9586,25.7771,1.666,0.3312,1460.5404,1,1,1,661
r1_measured_00169,cassandra-base,32,1,lr000003::conv-47_qa_93,lr000003::conv-47,lr000003::conv-47_session_12_D12:5,0,2,45.2693,216.1446,216.1483,271.2524,1013.0998,39.1173,62.08,0.6954,0.3271,1120.3709,1,1,1,688
r1_measured_00231,cassandra-base,32,1,lr000003::conv-47_qa_5,lr000003::conv-47,lr000003::conv-47_session_3_D3:11,0,2,26.033,124.6503,124.6541,800.8763,1392.4512,77.5575,15.149,0.46,0.344,,0,1,1,689
