op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,edge_count,logical_mutations,commit_ms,graph_visible_ms,relation_candidates_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,graph_projection_ok,relation_candidate_ok,candidate_count
r2_measured_00050,neo4j-native,8,2,lr000010::conv-50_qa_124,lr000010::conv-50,lr000010::conv-50_session_23_D23:11,1,8,4.3714,39.1435,69.4576,93.99,139.3112,190.9325,4.4018,0.4555,0.3463,335.5161,1,1,1,566
r2_measured_00069,neo4j-native,8,2,lr000000::conv-42_qa_34,lr000000::conv-42,lr000000::conv-42_session_3_D3:17,1,13,5.6037,33.8182,58.4403,82.4522,133.107,272.7584,3.5504,0.4733,0.3868,,0,1,1,626
r2_measured_00104,neo4j-native,8,2,lr000014::conv-49_qa_67,lr000014::conv-49,lr000014::conv-49_session_16_D16:24,1,13,4.7506,32.6299,52.0379,74.4599,117.7085,198.0793,2.4986,0.5674,0.3517,319.2753,1,1,1,508
r2_measured_00142,neo4j-native,8,2,lr000005::conv-42_qa_180,lr000005::conv-42,lr000005::conv-42_session_25_D25:19,1,13,4.06,29.5556,45.7033,71.1857,130.4759,311.2158,5.6165,0.5581,0.3639,448.2998,1,1,1,628
r2_measured_00147,neo4j-native,8,2,lr000000::conv-43_qa_113,lr000000::conv-43,lr000000::conv-43_session_12_D12:21,0,3,3.1944,27.4626,27.468,106.7917,158.7259,261.8167,3.4621,0.5939,0.3681,,0,1,1,679
r2_measured_00165,neo4j-native,8,2,lr000014::conv-43_qa_174,lr000014::conv-43,lr000014::conv-43_session_28_D28:10,0,3,4.2655,28.5649,28.5722,59.5223,114.3439,280.2396,4.7961,0.6877,0.3386,400.4749,1,1,1,679
r2_measured_00166,neo4j-native,8,2,lr000011::conv-49_qa_66,lr000011::conv-49,lr000011::conv-49_session_16_D16:10,1,17,6.9708,28.4328,47.7117,72.2333,111.3115,197.6534,2.1678,0.4233,0.3254,311.9383,1,1,1,509
r2_measured_00173,neo4j-native,8,2,lr000000::conv-47_qa_41,lr000000::conv-47,lr000000::conv-47_session_19_D19:12,1,11,5.558,31.246,49.0348,75.7971,137.0071,243.7035,2.5229,0.6453,0.3556,,0,1,1,686
r2_measured_00182,neo4j-native,8,2,lr000014::conv-41_qa_111,lr000014::conv-41,lr000014::conv-41_session_19_D19:3,1,9,5.7369,31.0936,49.6892,84.803,139.0422,238.3696,3.7707,0.6887,0.3442,382.2955,1,1,1,661
r2_measured_00216,neo4j-native,8,2,lr000002::conv-42_qa_140,lr000002::conv-42,lr000002::conv-42_session_17_D17:8,0,3,4.596,31.7496,31.7556,57.6692,107.2635,220.1352,3.1266,0.628,0.3476,,0,1,1,629
