op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,edge_count,logical_mutations,commit_ms,graph_visible_ms,relation_candidates_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,graph_projection_ok,relation_candidate_ok,candidate_count
r1_measured_00001,neo4j-native,16,1,lr000013::conv-42_qa_197,lr000013::conv-42,lr000013::conv-42_session_29_D29:8,1,8,6.4526,108.2171,124.8399,150.8159,251.2599,475.0074,7.506,0.4876,0.3942,734.7368,1,1,1,628
r1_measured_00037,neo4j-native,16,1,lr000014::conv-41_qa_98,lr000014::conv-41,lr000014::conv-41_session_15_D15:13,1,11,5.8736,34.5019,79.0042,116.0959,234.5762,546.4859,3.6893,0.7876,0.3168,785.9267,1,1,1,660
r1_measured_00048,neo4j-native,16,1,lr000013::conv-30_qa_9,lr000013::conv-30,lr000013::conv-30_session_2_D2:5,1,9,3.9467,41.4529,70.4655,91.1683,142.9333,288.2544,0.367,0.3054,0.3696,432.2875,1,1,1,366
r1_measured_00073,neo4j-native,16,1,lr000008::conv-26_qa_68,lr000008::conv-26,lr000008::conv-26_session_16_D16:8,2,15,5.1292,29.7399,69.027,94.862,168.9937,314.0332,2.5423,0.3898,0.3323,486.346,1,1,1,417
r1_measured_00080,neo4j-native,16,1,lr000002::conv-41_qa_0,lr000002::conv-41,lr000002::conv-41_session_13_D13:16,0,3,6.6988,34.2572,34.2612,65.3821,176.9534,493.8979,1.8309,0.5474,0.3511,673.6573,1,1,1,663
r1_measured_00119,neo4j-native,16,1,lr000001::conv-42_qa_19,lr000001::conv-42,lr000001::conv-42_session_8_D8:4,1,8,4.9971,32.5717,52.9363,82.2305,233.3532,484.7659,6.5615,0.6912,0.3495,725.7867,1,1,1,627
r1_measured_00125,neo4j-native,16,1,lr000012::conv-30_qa_41,lr000012::conv-30,lr000012::conv-30_session_1_D1:17,1,8,6.3533,50.6759,82.1327,99.9122,154.5775,252.4922,1.6623,0.2373,0.3343,409.36,1,1,1,368
r1_measured_00155,neo4j-native,16,1,lr000014::conv-41_qa_136,lr000014::conv-41,lr000014::conv-41_session_27_D27:13,0,3,4.973,50.0444,50.0533,88.1073,205.2253,521.5982,10.5059,0.9372,0.3494,738.6852,1,1,1,661
r1_measured_00169,neo4j-native,16,1,lr000003::conv-47_qa_93,lr000003::conv-47,lr000003::conv-47_session_12_D12:5,0,3,5.3341,33.9257,33.9354,74.315,180.6726,464.3503,11.2656,0.8084,0.3553,657.5275,1,1,1,687
r1_measured_00231,neo4j-native,16,1,lr000003::conv-47_qa_5,lr000003::conv-47,lr000003::conv-47_session_3_D3:11,0,3,5.772,27.9462,27.9503,56.6045,175.6249,509.6744,3.4427,0.6,0.337,,0,1,1,688
r1_measured_00233,neo4j-native,16,1,lr000014::conv-48_qa_112,lr000014::conv-48,lr000014::conv-48_session_6_D6:4,1,9,5.8369,29.2412,44.5403,70.1473,183.968,504.6745,6.4033,0.6437,0.3246,696.0913,1,1,1,679
r1_measured_00273,neo4j-native,16,1,lr000005::conv-42_qa_44,lr000005::conv-42,lr000005::conv-42_session_22_D22:2,1,17,4.8422,35.021,56.8429,83.2165,211.8501,452.993,29.2904,0.5759,0.3878,695.1689,1,1,1,629
r1_measured_00274,neo4j-native,16,1,lr000013::conv-50_qa_59,lr000013::conv-50,lr000013::conv-50_session_2_D2:1,1,7,5.3682,55.987,74.6059,101.1362,192.0993,386.3042,1.0964,0.4007,0.3589,580.3283,1,1,1,564
r1_measured_00294,neo4j-native,16,1,lr000007::conv-48_qa_134,lr000007::conv-48,lr000007::conv-48_session_14_D14:6,1,17,6.421,37.3723,56.1914,82.0618,208.2888,622.6469,5.6573,0.602,0.3933,837.6847,1,1,1,678
r1_measured_00297,neo4j-native,16,1,lr000013::conv-26_qa_101,lr000013::conv-26,lr000013::conv-26_session_5_D5:8,1,13,6.1682,27.032,43.7038,64.4311,138.4222,382.9042,2.6334,0.5445,0.3508,524.9247,1,1,1,418
r1_measured_00304,neo4j-native,16,1,lr000016::conv-42_qa_163,lr000016::conv-42,lr000016::conv-42_session_23_D23:17,1,15,3.9052,30.1986,49.4597,123.1849,224.6299,555.2025,12.6533,1.2499,0.3216,794.1205,1,1,1,626
r1_measured_00313,neo4j-native,16,1,lr000014::conv-47_qa_37,lr000014::conv-47,lr000014::conv-47_session_17_D17:28,1,8,4.5207,45.59,76.0092,105.3401,231.7543,573.0331,9.4464,1.3017,0.3518,815.9733,1,1,1,685
r1_measured_00319,neo4j-native,16,1,lr000008::conv-48_qa_161,lr000008::conv-48,lr000008::conv-48_session_22_D22:6,1,9,5.5633,38.6968,68.4987,93.5569,210.9744,573.4631,17.3414,0.7458,0.3752,802.9886,1,1,1,681
r1_measured_00325,neo4j-native,16,1,lr000009::conv-42_qa_85,lr000009::conv-42,lr000009::conv-42_session_29_D29:1,1,15,5.8903,30.8944,48.4236,73.6977,176.4909,527.4698,5.4717,0.6719,0.3749,710.5529,1,1,1,629
r1_measured_00338,neo4j-native,16,1,lr000011::conv-48_qa_151,lr000011::conv-48,lr000011::conv-48_session_19_D19:11,0,3,5.482,32.4571,32.462,62.178,170.92,502.2505,10.8491,0.644,0.8133,685.5598,1,1,1,679
r1_measured_00347,neo4j-native,16,1,lr000006::conv-49_qa_14,lr000006::conv-49,lr000006::conv-49_session_3_D3:3,1,8,4.7269,30.4733,50.6035,74.3111,155.1174,368.2261,3.9317,0.5988,0.3474,528.2775,1,1,1,506
r1_measured_00369,neo4j-native,16,1,lr000013::conv-41_qa_133,lr000013::conv-41,lr000013::conv-41_session_27_D27:9,1,11,5.605,32.1066,51.2766,87.0928,205.7376,561.3654,4.3398,0.7265,0.4138,772.6691,1,1,1,662
r1_measured_00418,neo4j-native,16,1,lr000008::conv-49_qa_77,lr000008::conv-49,lr000008::conv-49_session_23_D23:15,0,3,4.7171,23.3942,23.3979,45.9623,123.6595,367.9695,5.9424,0.8245,0.3924,,0,1,1,509
r1_measured_00424,neo4j-native,16,1,lr000003::conv-47_qa_89,lr000003::conv-47,lr000003::conv-47_session_10_D10:12,1,15,5.1165,33.7633,54.9176,84.9869,200.9402,482.0667,7.0376,0.622,0.3508,691.0913,1,1,1,689
r1_measured_00451,neo4j-native,16,1,lr000016::conv-42_qa_110,lr000016::conv-42,lr000016::conv-42_session_7_D7:5,1,13,4.4061,28.827,44.4134,71.8804,160.5405,517.2698,6.6808,0.5209,0.3665,685.4528,1,1,1,627
r1_measured_00501,neo4j-native,16,1,lr000016::conv-50_qa_110,lr000016::conv-50,lr000016::conv-50_session_18_D18:11,0,3,5.3801,29.831,29.8377,71.8538,216.0479,385.7753,5.3367,0.7894,0.3432,,0,1,1,566
r1_measured_00502,neo4j-native,16,1,lr000013::conv-41_qa_23,lr000013::conv-41,lr000013::conv-41_session_2_D2:25,1,11,5.8944,31.1347,57.5114,108.0667,215.6832,466.1778,1.6878,0.8502,0.3839,684.867,1,1,1,663
r1_measured_00504,neo4j-native,16,1,lr000011::conv-43_qa_45,lr000011::conv-43,lr000011::conv-43_session_18_D18:1,1,9,3.3211,31.3087,75.2143,102.0411,203.1789,503.344,5.3661,0.6482,0.3886,,0,1,1,678
r1_measured_00544,neo4j-native,16,1,lr000007::conv-48_qa_170,lr000007::conv-48,lr000007::conv-48_session_24_D24:5,2,16,5.9631,41.8378,87.7735,158.7524,257.5081,540.7417,9.5781,0.4126,0.34,808.6554,1,1,1,679
r1_measured_00554,neo4j-native,16,1,lr000007::conv-44_qa_89,lr000007::conv-44,lr000007::conv-44_session_17_D17:4,1,8,6.5296,39.6664,58.2604,87.9753,221.2516,516.2757,11.7193,0.9746,0.3309,750.6288,1,1,1,675
r1_measured_00558,neo4j-native,16,1,lr000010::conv-47_qa_37,lr000010::conv-47,lr000010::conv-47_session_17_D17:28,1,8,6.0058,30.5723,45.5298,74.8109,196.0603,515.7219,10.4369,1.0028,0.3353,723.6337,1,1,1,689
r1_measured_00590,neo4j-native,16,1,lr000015::conv-42_qa_0,lr000015::conv-42,lr000015::conv-42_session_1_D1:7,0,3,5.0287,33.1969,33.202,63.26,162.9067,460.1403,3.1967,0.4959,0.3379,,0,1,1,626
r1_measured_00612,neo4j-native,16,1,lr000007::conv-49_qa_93,lr000007::conv-49,lr000007::conv-49_session_4_D4:10,1,21,5.9537,35.9307,65.4548,91.5591,177.6013,419.9253,4.3485,0.5552,0.3519,602.8515,1,1,1,509
r1_measured_00619,neo4j-native,16,1,lr000011::conv-48_qa_167,lr000011::conv-48,lr000011::conv-48_session_23_D23:29,1,7,5.0403,35.5156,55.7412,128.9109,232.4579,485.3437,6.92,0.4555,0.3593,725.6205,1,1,1,680
r1_measured_00651,neo4j-native,16,1,lr000009::conv-43_qa_37,lr000009::conv-43,lr000009::conv-43_session_13_D13:1,2,17,6.0522,31.0117,64.5142,99.6099,207.713,475.8885,8.0737,0.6583,0.3302,692.7345,1,1,1,679
r1_measured_00727,neo4j-native,16,1,lr000014::conv-44_qa_39,lr000014::conv-44,lr000014::conv-44_session_2_D2:15,0,3,5.2371,32.0062,32.0114,63.4133,187.4786,518.0084,4.5238,0.8247,0.3776,,0,1,1,674
r1_measured_00730,neo4j-native,16,1,lr000015::conv-26_qa_149,lr000015::conv-26,lr000015::conv-26_session_18_D18:9,0,3,5.4788,25.9428,25.9472,47.6918,116.0972,323.0258,0.9638,0.6575,0.3267,,0,1,1,417
r1_measured_00743,neo4j-native,16,1,lr000009::conv-43_qa_11,lr000009::conv-43,lr000009::conv-43_session_1_D1:7,0,3,4.9631,34.5465,34.5522,69.0667,190.7954,526.2788,6.514,0.6848,0.3545,,0,1,1,680
r1_measured_00753,neo4j-native,16,1,lr000005::conv-49_qa_11,lr000005::conv-49,lr000005::conv-49_session_2_D2:6,0,3,4.9965,30.1822,30.1872,60.3424,146.8587,364.7548,7.5945,0.751,0.3425,,0,1,1,508
r1_measured_00776,neo4j-native,16,1,lr000013::conv-43_qa_162,lr000013::conv-43,lr000013::conv-43_session_26_D26:36,1,17,5.2992,32.6509,99.6739,131.978,245.0509,576.6443,7.4599,0.4512,0.323,829.9972,1,1,1,680
r1_measured_00782,neo4j-native,16,1,lr000015::conv-48_qa_154,lr000015::conv-48,lr000015::conv-48_session_19_D19:21,1,13,6.6743,30.5679,50.8523,81.4122,185.7057,542.7091,10.8812,0.8017,3.6379,744.2408,1,1,1,677
r1_measured_00791,neo4j-native,16,1,lr000007::conv-42_qa_178,lr000007::conv-42,lr000007::conv-42_session_25_D25:10,3,13,4.6202,31.3048,85.6192,112.7067,219.2539,525.0029,5.5904,0.3941,0.3637,750.6716,1,1,1,629
r1_measured_00796,neo4j-native,16,1,lr000015::conv-43_qa_61,lr000015::conv-43,lr000015::conv-43_session_4_D4:10,1,15,5.1979,34.4672,57.0372,88.0473,209.5569,531.9237,6.1946,0.4551,0.3426,,0,1,1,680
r1_measured_00806,neo4j-native,16,1,lr000006::conv-49_qa_117,lr000006::conv-49,lr000006::conv-49_session_11_D11:17,1,13,6.2754,62.4099,98.4777,120.185,192.8479,393.3545,10.1657,0.583,0.4023,597.437,1,1,1,507
r1_measured_00845,neo4j-native,16,1,lr000015::conv-30_qa_74,lr000015::conv-30,lr000015::conv-30_session_15_D15:9,0,3,5.2022,26.1025,26.1069,42.828,107.2074,343.9284,1.9125,0.2698,0.3434,,0,1,1,369
r1_measured_00847,neo4j-native,16,1,lr000014::conv-50_qa_1,lr000014::conv-50,lr000014::conv-50_session_1_D1:3,1,13,6.7518,34.5383,53.5436,81.0463,224.6825,401.0375,4.8969,0.9636,0.4177,632.0798,1,1,1,566
r1_measured_00880,neo4j-native,16,1,lr000013::conv-42_qa_36,lr000013::conv-42,lr000013::conv-42_session_19_D19:6,1,9,8.6512,41.7328,61.3481,95.074,231.4317,511.1433,10.4058,0.8927,0.3741,754.3185,1,1,1,629
r1_measured_00883,neo4j-native,16,1,lr000010::conv-43_qa_149,lr000010::conv-43,lr000010::conv-43_session_22_D22:13,1,8,5.1797,32.2229,51.6863,81.3892,215.9698,531.0036,5.1653,0.5378,0.3464,753.097,1,1,1,678
r1_measured_00895,neo4j-native,16,1,lr000006::conv-42_qa_148,lr000006::conv-42,lr000006::conv-42_session_18_D18:12,0,3,5.7704,28.997,29.0012,55.5898,167.3525,449.0004,15.8642,0.6659,0.3259,,0,1,1,629
r1_measured_00939,neo4j-native,16,1,lr000009::conv-44_qa_109,lr000009::conv-44,lr000009::conv-44_session_23_D23:24,1,8,6.0747,72.8321,118.6648,149.3834,267.6087,495.3206,8.4409,1.2622,0.3732,773.0911,1,1,1,673
r1_measured_00973,neo4j-native,16,1,lr000015::conv-42_qa_45,lr000015::conv-42,lr000015::conv-42_session_22_D22:9,1,8,4.5286,34.9033,55.05,85.2897,178.4348,487.2909,7.1625,1.4659,0.343,674.7619,1,1,1,627
r1_measured_00988,neo4j-native,16,1,lr000009::conv-50_qa_50,lr000009::conv-50,lr000009::conv-50_session_23_D23:16,1,11,6.5974,32.4283,49.1551,81.0268,204.6356,399.2714,3.0382,0.652,0.3349,607.9912,1,1,1,568
r1_measured_00990,neo4j-native,16,1,lr000006::conv-44_qa_50,lr000006::conv-44,lr000006::conv-44_session_16_D16:2,2,21,6.4851,33.5963,65.8964,99.2334,204.4398,521.5863,3.4349,0.5998,0.3392,,0,1,1,674
r1_measured_01008,neo4j-native,16,1,lr000009::conv-47_qa_2,lr000009::conv-47,lr000009::conv-47_session_1_D1:36,0,3,4.0379,33.1276,33.1344,62.8155,171.6022,517.8405,4.9983,0.7861,0.3771,,0,1,1,687
r1_measured_01042,neo4j-native,16,1,lr000001::conv-49_qa_8,lr000001::conv-49,lr000001::conv-49_session_1_D1:14,1,13,6.7024,34.1577,60.9978,85.1371,168.6811,398.9548,10.4232,0.5287,0.3796,579.0414,1,1,1,507
r1_measured_01054,neo4j-native,16,1,lr000002::conv-43_qa_0,lr000002::conv-43,lr000002::conv-43_session_1_D1:9,1,11,5.5397,36.8463,55.9136,83.8972,197.5071,589.6828,5.6125,0.6891,0.399,793.9779,1,1,1,679
