op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,edge_count,logical_mutations,commit_ms,graph_visible_ms,relation_candidates_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,graph_projection_ok,relation_candidate_ok,candidate_count
r0_measured_00015,cassandra-base,64,0,lr000007::conv-48_qa_116,lr000007::conv-48,lr000007::conv-48_session_7_D7:20,1,9,17.6339,620.6381,746.461,822.3766,1102.9652,267.0426,36.6672,13.2638,0.3338,1420.3437,1,1,1,681
r0_measured_00024,cassandra-base,64,0,lr000010::conv-30_qa_60,lr000010::conv-30,lr000010::conv-30_session_9_D9:5,1,8,21.6284,618.1279,733.5127,809.6807,912.5192,124.5057,60.683,3.0057,0.3229,,0,1,1,367
r0_measured_00070,cassandra-base,64,0,lr000007::conv-43_qa_115,lr000007::conv-43,lr000007::conv-43_session_13_D13:4,1,12,198.7238,673.0127,833.4703,898.609,1529.8953,73.5291,52.4986,1.0138,0.5629,1657.5975,1,1,1,678
r0_measured_00094,cassandra-base,64,0,lr000016::conv-49_qa_116,lr000016::conv-49,lr000016::conv-49_session_11_D11:8,0,2,98.0531,669.4503,669.4554,744.5776,1270.6107,158.9684,37.6535,0.3529,0.354,1468.0116,1,1,1,509
r0_measured_00097,cassandra-base,64,0,lr000007::conv-47_qa_94,lr000007::conv-47,lr000007::conv-47_session_13_D13:8,1,14,97.4113,665.9393,854.3009,1041.7563,1744.531,89.9512,46.6714,2.9447,0.3627,,0,1,1,688
r0_measured_00115,cassandra-base,64,0,lr000009::conv-26_qa_8,lr000009::conv-26,lr000009::conv-26_session_3_D3:1,2,15,82.8237,653.5507,1114.0907,1168.4974,1621.5691,74.5827,6.4629,0.4536,0.3162,1703.4368,1,1,1,416
r0_measured_00132,cassandra-base,64,0,lr000008::conv-26_qa_66,lr000008::conv-26,lr000008::conv-26_session_16_D16:4,1,9,82.5716,619.2651,749.3708,859.9625,1362.37,129.5518,21.7619,0.5963,0.3767,,0,1,1,418
r0_measured_00143,cassandra-base,64,0,lr000010::conv-48_qa_112,lr000010::conv-48,lr000010::conv-48_session_6_D6:4,1,10,76.6149,603.5988,797.7807,979.0043,1667.1597,87.6393,38.6299,0.4382,0.82,1794.7534,1,1,1,681
r0_measured_00157,cassandra-base,64,0,lr000013::conv-50_qa_59,lr000013::conv-50,lr000013::conv-50_session_2_D2:1,1,8,98.9985,692.5333,963.8136,1066.3363,1648.997,79.5693,15.0434,1.2806,0.6121,1745.5822,1,1,1,566
r0_measured_00190,cassandra-base,64,0,lr000014::conv-50_qa_25,lr000014::conv-50,lr000014::conv-50_session_15_D15:1,1,8,172.7743,645.5284,934.1444,1028.826,1708.1106,86.9142,33.5774,0.3781,0.347,1829.3861,1,1,1,565
