op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,edge_count,logical_mutations,commit_ms,graph_visible_ms,relation_candidates_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,graph_projection_ok,relation_candidate_ok,candidate_count
r1_measured_00001,cassandra-base,1,1,lr000013::conv-42_qa_197,lr000013::conv-42,lr000013::conv-42_session_29_D29:8,1,9,6.1216,41.04,52.5226,72.0568,74.1918,12.1106,0.6017,0.368,0.3348,87.6704,1,1,1,628
r1_measured_00037,cassandra-base,1,1,lr000014::conv-41_qa_98,lr000014::conv-41,lr000014::conv-41_session_15_D15:13,1,12,10.2984,54.9952,65.162,87.9808,90.3998,6.1798,0.6116,0.4259,0.3432,98.0204,1,1,1,660
r1_measured_00048,cassandra-base,1,1,lr000013::conv-30_qa_9,lr000013::conv-30,lr000013::conv-30_session_2_D2:5,1,10,6.9481,53.6994,68.4903,130.2466,131.491,7.5272,0.2941,0.2323,0.3269,139.9178,1,1,1,366
r1_measured_00073,cassandra-base,1,1,lr000008::conv-26_qa_68,lr000008::conv-26,lr000008::conv-26_session_16_D16:8,2,18,8.7578,47.2184,66.8322,81.6723,87.1436,12.0066,0.9829,0.623,0.7306,101.5979,1,1,1,417
r1_measured_00080,cassandra-base,1,1,lr000002::conv-41_qa_0,lr000002::conv-41,lr000002::conv-41_session_13_D13:16,0,2,8.1051,46.9819,46.9865,68.6231,71.0635,8.1109,0.6374,0.4372,0.3704,80.6922,1,1,1,663
r1_measured_00119,cassandra-base,1,1,lr000001::conv-42_qa_19,lr000001::conv-42,lr000001::conv-42_session_8_D8:4,1,9,7.5885,46.5542,56.0419,75.5473,77.8568,10.8523,0.6121,0.3936,0.3448,90.1247,1,1,1,627
r1_measured_00125,cassandra-base,1,1,lr000012::conv-30_qa_41,lr000012::conv-30,lr000012::conv-30_session_1_D1:17,1,9,2.9712,41.3816,51.0792,64.0957,65.2961,5.5632,0.3938,0.1989,0.3208,71.8232,1,1,1,368
r1_measured_00155,cassandra-base,1,1,lr000014::conv-41_qa_136,lr000014::conv-41,lr000014::conv-41_session_27_D27:13,0,2,5.5792,44.1003,44.1099,66.3862,68.8298,5.7702,0.702,0.442,0.3783,76.1944,1,1,1,661
r1_measured_00169,cassandra-base,1,1,lr000003::conv-47_qa_93,lr000003::conv-47,lr000003::conv-47_session_12_D12:5,0,2,7.865,46.9211,46.9293,67.9366,70.192,7.1385,0.6225,0.4133,0.3495,78.7869,1,1,1,687
r1_measured_00231,cassandra-base,1,1,lr000003::conv-47_qa_5,lr000003::conv-47,lr000003::conv-47_session_3_D3:11,0,2,7.7101,48.2691,48.2753,72.7522,75.213,13.7381,0.6204,0.4103,0.3052,,0,1,1,688
r1_measured_00233,cassandra-base,1,1,lr000014::conv-48_qa_112,lr000014::conv-48,lr000014::conv-48_session_6_D6:4,1,10,7.4521,46.2312,55.06,78.7394,81.4907,12.0947,0.7129,0.4625,0.3983,95.2325,1,1,1,679
r1_measured_00273,cassandra-base,1,1,lr000005::conv-42_qa_44,lr000005::conv-42,lr000005::conv-42_session_22_D22:2,1,18,10.9575,48.9798,59.7312,81.7988,84.1301,5.2647,0.5821,0.3535,0.2916,90.6763,1,1,1,629
r1_measured_00274,cassandra-base,1,1,lr000013::conv-50_qa_59,lr000013::conv-50,lr000013::conv-50_session_2_D2:1,1,8,7.9581,46.0739,55.4697,73.9612,75.9189,10.7666,0.5409,0.3385,0.3871,88.011,1,1,1,564
r1_measured_00294,cassandra-base,1,1,lr000007::conv-48_qa_134,lr000007::conv-48,lr000007::conv-48_session_14_D14:6,1,18,3.6997,53.4589,66.6773,85.106,87.4004,5.4771,0.6074,0.402,0.3386,94.2904,1,1,1,678
r1_measured_00297,cassandra-base,1,1,lr000013::conv-26_qa_101,lr000013::conv-26,lr000013::conv-26_session_5_D5:8,1,14,6.4245,47.496,56.995,70.2176,71.9719,5.9678,0.5239,0.2635,0.3443,79.1235,1,1,1,418
r1_measured_00304,cassandra-base,1,1,lr000016::conv-42_qa_163,lr000016::conv-42,lr000016::conv-42_session_23_D23:17,1,16,15.4032,65.3398,75.3184,101.5463,103.6783,10.7491,0.5862,0.3425,0.3198,115.7344,1,1,1,626
r1_measured_00313,cassandra-base,1,1,lr000014::conv-47_qa_37,lr000014::conv-47,lr000014::conv-47_session_17_D17:28,1,9,6.9976,46.3454,56.673,80.8316,83.0229,12.4886,0.5786,0.3534,0.3096,96.8134,1,1,1,685
r1_measured_00319,cassandra-base,1,1,lr000008::conv-48_qa_161,lr000008::conv-48,lr000008::conv-48_session_22_D22:6,1,10,7.1943,48.1603,57.6845,79.4265,81.7965,3.8937,0.6127,0.4131,0.3133,87.0876,1,1,1,681
r1_measured_00325,cassandra-base,1,1,lr000009::conv-42_qa_85,lr000009::conv-42,lr000009::conv-42_session_29_D29:1,1,16,7.0546,44.6316,54.7813,73.7986,75.8612,7.7063,0.5516,0.365,0.3079,84.8515,1,1,1,629
r1_measured_00338,cassandra-base,1,1,lr000011::conv-48_qa_151,lr000011::conv-48,lr000011::conv-48_session_19_D19:11,0,2,7.4046,45.8635,45.8753,68.6368,71.2894,33.6984,0.6774,0.3862,0.3189,106.4434,1,1,1,679
r1_measured_00347,cassandra-base,1,1,lr000006::conv-49_qa_14,lr000006::conv-49,lr000006::conv-49_session_3_D3:3,1,9,15.7185,59.6135,67.7959,90.1237,92.4594,6.3435,0.7402,0.4894,0.4787,100.5879,1,1,1,506
r1_measured_00369,cassandra-base,1,1,lr000013::conv-41_qa_133,lr000013::conv-41,lr000013::conv-41_session_27_D27:9,1,12,16.0365,60.6033,68.8161,160.1377,162.7385,9.919,0.6749,0.505,0.424,174.3354,1,1,1,662
r1_measured_00418,cassandra-base,1,1,lr000008::conv-49_qa_77,lr000008::conv-49,lr000008::conv-49_session_23_D23:15,0,2,14.6859,99.0508,99.0619,125.1773,127.1026,6.1585,0.634,0.2929,0.3337,,0,1,1,509
