op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,edge_count,logical_mutations,commit_ms,graph_visible_ms,relation_candidates_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,graph_projection_ok,relation_candidate_ok,candidate_count
r2_measured_00050,cassandra-base,1,2,lr000010::conv-50_qa_124,lr000010::conv-50,lr000010::conv-50_session_23_D23:11,1,9,6.5411,45.4218,57.2525,79.3084,81.3843,3.8755,0.5689,0.3376,0.3438,86.5688,1,1,1,566
r2_measured_00069,cassandra-base,1,2,lr000000::conv-42_qa_34,lr000000::conv-42,lr000000::conv-42_session_3_D3:17,1,14,6.9639,56.7093,67.2281,86.2742,88.7809,7.1082,0.5796,0.3687,0.3633,,0,1,1,626
r2_measured_00104,cassandra-base,1,2,lr000014::conv-49_qa_67,lr000014::conv-49,lr000014::conv-49_session_16_D16:24,1,14,8.5365,48.8201,59.2763,131.4491,133.3375,14.3724,0.5048,0.2919,0.3044,148.8665,1,1,1,508
r2_measured_00142,cassandra-base,1,2,lr000005::conv-42_qa_180,lr000005::conv-42,lr000005::conv-42_session_25_D25:19,1,14,3.2417,42.0463,52.5662,72.2974,75.8572,8.5795,0.5791,0.3615,0.3145,85.7579,1,1,1,628
r2_measured_00147,cassandra-base,1,2,lr000000::conv-43_qa_113,lr000000::conv-43,lr000000::conv-43_session_12_D12:21,0,2,6.2778,49.5455,49.5532,72.5293,75.0017,10.7333,0.527,0.356,0.2866,,0,1,1,679
r2_measured_00165,cassandra-base,1,2,lr000014::conv-43_qa_174,lr000014::conv-43,lr000014::conv-43_session_28_D28:10,0,2,8.832,45.1984,45.204,67.6263,70.0284,6.2473,0.5725,0.4128,0.3371,77.6594,1,1,1,679
r2_measured_00166,cassandra-base,1,2,lr000011::conv-49_qa_66,lr000011::conv-49,lr000011::conv-49_session_16_D16:10,1,18,7.284,46.6691,59.2751,77.7037,79.4453,4.9193,0.4361,0.2633,0.2973,85.4111,1,1,1,509
r2_measured_00173,cassandra-base,1,2,lr000000::conv-47_qa_41,lr000000::conv-47,lr000000::conv-47_session_19_D19:12,1,12,7.1436,47.0373,57.2665,78.6885,81.2835,4.1556,0.6462,0.4452,0.3628,,0,1,1,686
r2_measured_00182,cassandra-base,1,2,lr000014::conv-41_qa_111,lr000014::conv-41,lr000014::conv-41_session_19_D19:3,1,10,6.9768,47.1918,57.9509,80.0259,82.7181,4.3592,0.646,0.4237,0.3355,88.5512,1,1,1,661
r2_measured_00216,cassandra-base,1,2,lr000002::conv-42_qa_140,lr000002::conv-42,lr000002::conv-42_session_17_D17:8,0,2,5.6031,45.5567,45.5608,63.3098,65.9481,9.0456,0.5454,0.3454,0.2926,,0,1,1,629
r2_measured_00237,cassandra-base,1,2,lr000012::conv-44_qa_1,lr000012::conv-44,lr000012::conv-44_session_1_D1:2,1,16,6.5173,47.0101,56.1784,78.1455,80.9629,9.8556,0.5818,0.3664,0.3032,92.129,1,1,1,672
r2_measured_00247,cassandra-base,1,2,lr000010::conv-48_qa_157,lr000010::conv-48,lr000010::conv-48_session_20_D20:21,1,9,7.4018,43.5287,53.8483,76.585,78.961,6.179,0.5087,0.398,0.3119,86.4181,1,1,1,680
r2_measured_00270,cassandra-base,1,2,lr000014::conv-49_qa_8,lr000014::conv-49,lr000014::conv-49_session_1_D1:14,1,14,10.0628,47.8679,58.3028,138.4587,140.9673,9.0684,0.5595,0.3472,0.3284,151.3319,1,1,1,509
