op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,edge_count,logical_mutations,commit_ms,graph_visible_ms,relation_candidates_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,graph_projection_ok,relation_candidate_ok,candidate_count
r2_measured_00050,cassandra-base,32,2,lr000010::conv-50_qa_124,lr000010::conv-50,lr000010::conv-50_session_23_D23:11,1,9,36.4026,294.4372,356.8307,410.0913,1121.7501,13.3391,24.8724,0.3749,0.3299,1160.7258,1,1,1,566
r2_measured_00069,cassandra-base,32,2,lr000000::conv-42_qa_34,lr000000::conv-42,lr000000::conv-42_session_3_D3:17,1,14,37.1674,329.0845,380.7247,446.3553,1188.2193,8.1706,34.232,1.4992,0.5306,,0,1,1,626
r2_measured_00104,cassandra-base,32,2,lr000014::conv-49_qa_67,lr000014::conv-49,lr000014::conv-49_session_16_D16:24,1,14,95.6918,300.6073,374.3242,432.7984,1041.1693,24.6772,14.3297,1.1108,0.3654,1103.5154,1,1,1,509
r2_measured_00142,cassandra-base,32,2,lr000005::conv-42_qa_180,lr000005::conv-42,lr000005::conv-42_session_25_D25:19,1,14,30.8927,295.5608,357.7623,397.2628,1100.0315,18.0871,15.7521,2.1864,0.3252,1136.4442,1,1,1,628
r2_measured_00147,cassandra-base,32,2,lr000000::conv-43_qa_113,lr000000::conv-43,lr000000::conv-43_session_12_D12:21,0,2,39.1965,255.124,255.1286,370.4143,1087.5442,20.7398,28.6647,3.9525,0.3598,,0,1,1,679
r2_measured_00165,cassandra-base,32,2,lr000014::conv-43_qa_174,lr000014::conv-43,lr000014::conv-43_session_28_D28:10,0,2,54.8837,271.4744,271.4861,335.1386,1049.9443,9.9982,22.9635,4.5,0.3354,1087.8085,1,1,1,679
r2_measured_00166,cassandra-base,32,2,lr000011::conv-49_qa_66,lr000011::conv-49,lr000011::conv-49_session_16_D16:10,1,18,53.1694,279.1829,372.3288,426.4347,948.8864,27.3893,44.959,0.5616,0.3248,1022.1783,1,1,1,509
r2_measured_00173,cassandra-base,32,2,lr000000::conv-47_qa_41,lr000000::conv-47,lr000000::conv-47_session_19_D19:12,1,12,51.7061,298.5297,334.7261,531.966,1077.1643,25.4695,15.3332,0.4399,0.3504,,0,1,1,686
r2_measured_00182,cassandra-base,32,2,lr000014::conv-41_qa_111,lr000014::conv-41,lr000014::conv-41_session_19_D19:3,1,10,32.9935,311.0227,366.2111,503.662,1033.5091,21.5539,60.7426,1.4473,0.3343,1117.6567,1,1,1,661
r2_measured_00216,cassandra-base,32,2,lr000002::conv-42_qa_140,lr000002::conv-42,lr000002::conv-42_session_17_D17:8,0,2,71.8606,370.0937,370.0979,449.1198,898.4923,21.562,49.1308,3.3111,0.3359,,0,1,1,629
