op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,edge_count,logical_mutations,commit_ms,graph_visible_ms,relation_candidates_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,graph_projection_ok,relation_candidate_ok,candidate_count
r1_measured_00001,neo4j-native,1,1,lr000013::conv-42_qa_197,lr000013::conv-42,lr000013::conv-42_session_29_D29:8,1,8,4.3139,25.2887,38.4713,57.7658,60.1844,12.7468,0.5268,0.3536,0.2947,74.1638,1,1,1,628
r1_measured_00037,neo4j-native,1,1,lr000014::conv-41_qa_98,lr000014::conv-41,lr000014::conv-41_session_15_D15:13,1,11,5.0903,24.2047,41.2687,62.538,64.8294,10.8898,0.6206,0.3997,0.3862,77.2329,1,1,1,660
r1_measured_00048,neo4j-native,1,1,lr000013::conv-30_qa_9,lr000013::conv-30,lr000013::conv-30_session_2_D2:5,1,9,6.741,28.3595,42.1485,52.571,53.9661,7.2498,0.2706,0.2211,0.3306,62.0824,1,1,1,366
r1_measured_00073,neo4j-native,1,1,lr000008::conv-26_qa_68,lr000008::conv-26,lr000008::conv-26_session_16_D16:8,2,15,5.502,19.7918,49.5152,63.6604,65.1726,8.647,0.4557,0.2693,0.3182,74.9153,1,1,1,417
r1_measured_00080,neo4j-native,1,1,lr000002::conv-41_qa_0,lr000002::conv-41,lr000002::conv-41_session_13_D13:16,0,3,3.7622,23.2973,23.3017,44.2945,46.5607,11.7918,0.5201,0.3906,0.3415,59.6659,1,1,1,663
r1_measured_00119,neo4j-native,1,1,lr000001::conv-42_qa_19,lr000001::conv-42,lr000001::conv-42_session_8_D8:4,1,8,5.0924,26.1244,40.5437,58.9481,60.8725,11.0524,0.5114,0.3394,0.2943,73.1283,1,1,1,627
r1_measured_00125,neo4j-native,1,1,lr000012::conv-30_qa_41,lr000012::conv-30,lr000012::conv-30_session_1_D1:17,1,8,3.6915,18.3745,31.6847,42.9728,44.2176,7.8669,0.4086,0.2068,0.2983,53.048,1,1,1,368
r1_measured_00155,neo4j-native,1,1,lr000014::conv-41_qa_136,lr000014::conv-41,lr000014::conv-41_session_27_D27:13,0,3,4.5601,22.7854,22.7898,43.8135,46.1082,11.7838,0.5462,0.3818,0.3036,59.1846,1,1,1,661
r1_measured_00169,neo4j-native,1,1,lr000003::conv-47_qa_93,lr000003::conv-47,lr000003::conv-47_session_12_D12:5,0,3,3.8939,22.6894,22.6941,44.4463,46.9675,12.8502,0.564,0.4048,0.293,61.1388,1,1,1,687
r1_measured_00231,neo4j-native,1,1,lr000003::conv-47_qa_5,lr000003::conv-47,lr000003::conv-47_session_3_D3:11,0,3,2.2688,21.1227,21.1275,41.5325,44.1423,13.1621,0.5857,0.4163,0.3256,,0,1,1,688
r1_measured_00233,neo4j-native,1,1,lr000014::conv-48_qa_112,lr000014::conv-48,lr000014::conv-48_session_6_D6:4,1,9,4.532,21.789,35.0799,53.7462,56.2528,12.0076,0.6147,0.4157,0.3332,69.6971,1,1,1,679
r1_measured_00273,neo4j-native,1,1,lr000005::conv-42_qa_44,lr000005::conv-42,lr000005::conv-42_session_22_D22:2,1,17,5.5327,23.8439,37.3757,55.5442,57.8204,11.184,0.5034,0.3295,0.2724,70.1601,1,1,1,629
r1_measured_00274,neo4j-native,1,1,lr000013::conv-50_qa_59,lr000013::conv-50,lr000013::conv-50_session_2_D2:1,1,7,3.2926,20.6925,34.1255,52.8593,54.7623,9.3905,0.4215,0.3008,0.2952,65.2225,1,1,1,564
