op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,edge_count,logical_mutations,commit_ms,graph_visible_ms,relation_candidates_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,graph_projection_ok,relation_candidate_ok,candidate_count
r2_measured_00050,cassandra-base,16,2,lr000010::conv-50_qa_124,lr000010::conv-50,lr000010::conv-50_session_23_D23:11,1,9,23.9591,80.9132,93.82,135.3941,480.7891,12.6379,42.1334,0.561,0.3403,536.551,1,1,1,566
r2_measured_00069,cassandra-base,16,2,lr000000::conv-42_qa_34,lr000000::conv-42,lr000000::conv-42_session_3_D3:17,1,14,13.2585,95.6579,110.3174,160.4945,645.4571,6.2759,16.7523,0.4548,0.3396,,0,1,1,626
r2_measured_00104,cassandra-base,16,2,lr000014::conv-49_qa_67,lr000014::conv-49,lr000014::conv-49_session_16_D16:24,1,14,39.8485,76.6848,87.5134,125.0583,530.9487,8.4289,10.5359,1.2111,0.3457,551.5463,1,1,1,508
r2_measured_00142,cassandra-base,16,2,lr000005::conv-42_qa_180,lr000005::conv-42,lr000005::conv-42_session_25_D25:19,1,14,8.5857,38.2272,51.3215,127.6395,489.4261,13.196,13.4296,0.8655,0.328,517.3146,1,1,1,628
r2_measured_00147,cassandra-base,16,2,lr000000::conv-43_qa_113,lr000000::conv-43,lr000000::conv-43_session_12_D12:21,0,2,13.7492,78.2753,78.2803,120.7659,475.7554,12.4012,17.3169,1.417,0.3396,,0,1,1,679
r2_measured_00165,cassandra-base,16,2,lr000014::conv-43_qa_174,lr000014::conv-43,lr000014::conv-43_session_28_D28:10,0,2,8.608,55.2663,55.2702,106.3271,450.9659,13.2733,44.1394,0.5999,0.4085,509.4661,1,1,1,679
r2_measured_00166,cassandra-base,16,2,lr000011::conv-49_qa_66,lr000011::conv-49,lr000011::conv-49_session_16_D16:10,1,18,22.5806,61.3948,75.0137,104.002,404.9876,13.1604,13.5553,3.4324,0.3259,435.5156,1,1,1,509
r2_measured_00173,cassandra-base,16,2,lr000000::conv-47_qa_41,lr000000::conv-47,lr000000::conv-47_session_19_D19:12,1,12,19.5057,65.5908,75.3736,120.2563,502.6784,11.2407,12.6735,0.8572,0.3256,,0,1,1,686
r2_measured_00182,cassandra-base,16,2,lr000014::conv-41_qa_111,lr000014::conv-41,lr000014::conv-41_session_19_D19:3,1,10,5.5253,58.6826,68.0139,183.2462,446.3424,8.8533,37.6806,3.5113,0.3514,496.8097,1,1,1,661
r2_measured_00216,cassandra-base,16,2,lr000002::conv-42_qa_140,lr000002::conv-42,lr000002::conv-42_session_17_D17:8,0,2,6.1574,27.4428,27.4469,59.3816,360.7584,11.1551,16.0511,3.6393,0.3595,,0,1,1,629
r2_measured_00237,cassandra-base,16,2,lr000012::conv-44_qa_1,lr000012::conv-44,lr000012::conv-44_session_1_D1:2,1,16,7.4058,44.3971,54.7341,100.6103,561.2191,7.038,25.2609,2.2556,0.3637,596.2008,1,1,1,672
r2_measured_00247,cassandra-base,16,2,lr000010::conv-48_qa_157,lr000010::conv-48,lr000010::conv-48_session_20_D20:21,1,9,8.1276,75.9352,88.3504,138.9738,536.0521,14.8193,8.2428,0.4259,0.3365,559.9399,1,1,1,680
r2_measured_00270,cassandra-base,16,2,lr000014::conv-49_qa_8,lr000014::conv-49,lr000014::conv-49_session_1_D1:14,1,14,25.0676,50.4362,56.5766,116.6254,450.423,12.0794,16.5095,0.3612,0.3503,479.7828,1,1,1,509
