op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,edge_count,logical_mutations,commit_ms,graph_visible_ms,relation_candidates_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,graph_projection_ok,relation_candidate_ok,candidate_count
r1_measured_00001,cassandra-base,8,1,lr000013::conv-42_qa_197,lr000013::conv-42,lr000013::conv-42_session_29_D29:8,1,9,81.3465,111.8407,116.8769,146.3042,172.2017,7.3929,7.1606,0.4262,0.3118,187.5513,1,1,1,628
r1_measured_00037,cassandra-base,8,1,lr000014::conv-41_qa_98,lr000014::conv-41,lr000014::conv-41_session_15_D15:13,1,12,9.7058,31.2233,37.4636,82.5589,133.0993,9.506,10.3809,0.758,0.4108,154.2367,1,1,1,660
r1_measured_00048,cassandra-base,8,1,lr000013::conv-30_qa_9,lr000013::conv-30,lr000013::conv-30_session_2_D2:5,1,10,5.0431,56.2508,64.6302,84.7527,107.6938,4.0676,0.3724,0.3008,0.411,112.9008,1,1,1,366
r1_measured_00073,cassandra-base,8,1,lr000008::conv-26_qa_68,lr000008::conv-26,lr000008::conv-26_session_16_D16:8,2,18,12.202,44.4531,57.3775,110.1574,157.778,6.5003,2.0498,1.101,0.3273,167.8041,1,1,1,417
r1_measured_00080,cassandra-base,8,1,lr000002::conv-41_qa_0,lr000002::conv-41,lr000002::conv-41_session_13_D13:16,0,2,9.6656,46.186,46.1916,96.3309,193.9103,22.9181,75.1135,1.1257,0.4302,293.5691,1,1,1,663
r1_measured_00119,cassandra-base,8,1,lr000001::conv-42_qa_19,lr000001::conv-42,lr000001::conv-42_session_8_D8:4,1,9,4.9419,28.772,36.7298,69.0245,71.4997,90.328,8.2586,0.7727,0.3442,171.2667,1,1,1,627
r1_measured_00125,cassandra-base,8,1,lr000012::conv-30_qa_41,lr000012::conv-30,lr000012::conv-30_session_1_D1:17,1,9,6.8597,50.6502,61.865,156.3086,163.8542,10.4286,2.5485,0.2792,0.3448,177.5081,1,1,1,368
r1_measured_00155,cassandra-base,8,1,lr000014::conv-41_qa_136,lr000014::conv-41,lr000014::conv-41_session_27_D27:13,0,2,9.5706,53.609,53.6135,89.1893,96.7569,6.9685,3.5872,0.5822,0.3635,108.3236,1,1,1,661
r1_measured_00169,cassandra-base,8,1,lr000003::conv-47_qa_93,lr000003::conv-47,lr000003::conv-47_session_12_D12:5,0,2,4.7026,72.2619,72.2662,102.4169,285.4719,32.7848,8.1533,1.2149,0.3995,333.0274,1,1,1,688
r1_measured_00231,cassandra-base,8,1,lr000003::conv-47_qa_5,lr000003::conv-47,lr000003::conv-47_session_3_D3:11,0,2,4.2208,18.3272,18.3316,128.9863,165.1191,7.1127,2.2776,0.4132,0.3515,,0,1,1,688
r1_measured_00233,cassandra-base,8,1,lr000014::conv-48_qa_112,lr000014::conv-48,lr000014::conv-48_session_6_D6:4,1,10,4.1507,21.5971,25.9385,53.8956,159.31,6.5399,6.151,0.7355,0.3385,173.1385,1,1,1,679
r1_measured_00273,cassandra-base,8,1,lr000005::conv-42_qa_44,lr000005::conv-42,lr000005::conv-42_session_22_D22:2,1,18,4.0634,25.1374,53.566,93.5655,277.8058,10.4687,5.034,0.7249,0.3066,294.3957,1,1,1,629
r1_measured_00274,cassandra-base,8,1,lr000013::conv-50_qa_59,lr000013::conv-50,lr000013::conv-50_session_2_D2:1,1,8,2.6175,23.6604,31.8296,95.8674,275.8928,9.6653,3.6787,1.6059,0.3325,291.2333,1,1,1,564
r1_measured_00294,cassandra-base,8,1,lr000007::conv-48_qa_134,lr000007::conv-48,lr000007::conv-48_session_14_D14:6,1,18,4.6997,28.3237,32.8925,139.9321,176.2998,27.9152,16.8882,2.2218,0.4282,223.8427,1,1,1,678
r1_measured_00297,cassandra-base,8,1,lr000013::conv-26_qa_101,lr000013::conv-26,lr000013::conv-26_session_5_D5:8,1,14,4.9018,121.2266,131.7461,154.4184,158.9497,10.9767,1.3286,0.4063,0.3261,172.0372,1,1,1,418
r1_measured_00304,cassandra-base,8,1,lr000016::conv-42_qa_163,lr000016::conv-42,lr000016::conv-42_session_23_D23:17,1,16,103.2055,148.3809,154.1883,200.8221,329.7824,4.0478,33.0301,0.3751,0.3076,367.6016,1,1,1,626
r1_measured_00313,cassandra-base,8,1,lr000014::conv-47_qa_37,lr000014::conv-47,lr000014::conv-47_session_17_D17:28,1,9,33.6504,54.4699,61.6679,92.2374,179.0851,20.2521,14.2856,0.4136,0.3122,214.4143,1,1,1,685
r1_measured_00319,cassandra-base,8,1,lr000008::conv-48_qa_161,lr000008::conv-48,lr000008::conv-48_session_22_D22:6,1,10,6.7998,45.3767,48.5714,80.0368,131.8581,18.3991,18.4562,0.5063,0.2952,169.5759,1,1,1,681
r1_measured_00325,cassandra-base,8,1,lr000009::conv-42_qa_85,lr000009::conv-42,lr000009::conv-42_session_29_D29:1,1,16,11.1722,46.407,51.5074,74.9205,103.7233,16.7611,12.4888,1.4178,0.3438,134.8084,1,1,1,629
r1_measured_00338,cassandra-base,8,1,lr000011::conv-48_qa_151,lr000011::conv-48,lr000011::conv-48_session_19_D19:11,0,2,3.3995,31.0321,31.0364,60.9381,66.829,10.8898,15.9439,2.4722,0.4475,96.6493,1,1,1,679
r1_measured_00347,cassandra-base,8,1,lr000006::conv-49_qa_14,lr000006::conv-49,lr000006::conv-49_session_3_D3:3,1,9,9.9342,37.9723,46.8411,82.6081,94.8412,8.7557,26.7738,9.655,0.4075,140.4987,1,1,1,506
