op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,edge_count,logical_mutations,commit_ms,graph_visible_ms,relation_candidates_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,graph_projection_ok,relation_candidate_ok,candidate_count
r1_measured_00001,cassandra-base,16,1,lr000013::conv-42_qa_197,lr000013::conv-42,lr000013::conv-42_session_29_D29:8,1,9,88.032,138.9465,150.2158,197.7485,642.9105,14.0469,19.306,0.4257,0.3352,677.088,1,1,1,628
r1_measured_00037,cassandra-base,16,1,lr000014::conv-41_qa_98,lr000014::conv-41,lr000014::conv-41_session_15_D15:13,1,12,32.9778,81.0588,98.0187,138.9437,517.7946,14.9089,32.4859,0.5056,0.387,566.1602,1,1,1,661
r1_measured_00048,cassandra-base,16,1,lr000013::conv-30_qa_9,lr000013::conv-30,lr000013::conv-30_session_2_D2:5,1,10,11.7342,94.8815,102.3114,131.4712,406.0933,7.312,0.2822,0.2164,0.3221,414.2704,1,1,1,366
r1_measured_00073,cassandra-base,16,1,lr000008::conv-26_qa_68,lr000008::conv-26,lr000008::conv-26_session_16_D16:8,2,18,41.9366,95.3797,154.7974,190.0363,402.2478,11.4238,2.8944,1.5187,0.3325,418.4666,1,1,1,417
r1_measured_00080,cassandra-base,16,1,lr000002::conv-41_qa_0,lr000002::conv-41,lr000002::conv-41_session_13_D13:16,0,2,5.3339,69.2924,69.2991,134.2499,479.6409,14.4701,11.0449,1.5713,0.3791,507.1737,1,1,1,663
r1_measured_00119,cassandra-base,16,1,lr000001::conv-42_qa_19,lr000001::conv-42,lr000001::conv-42_session_8_D8:4,1,9,10.3838,98.747,113.0457,158.6927,461.8737,10.4077,18.5189,0.4246,0.3611,491.6573,1,1,1,627
r1_measured_00125,cassandra-base,16,1,lr000012::conv-30_qa_41,lr000012::conv-30,lr000012::conv-30_session_1_D1:17,1,9,72.8362,90.3673,119.2575,148.5178,315.7014,10.4259,2.3691,0.434,0.5849,329.5701,1,1,1,368
r1_measured_00155,cassandra-base,16,1,lr000014::conv-41_qa_136,lr000014::conv-41,lr000014::conv-41_session_27_D27:13,0,2,5.3669,56.7144,56.7193,96.1375,474.2136,13.2549,104.7519,0.4353,0.3696,593.0983,1,1,1,661
r1_measured_00169,cassandra-base,16,1,lr000003::conv-47_qa_93,lr000003::conv-47,lr000003::conv-47_session_12_D12:5,0,2,10.1568,65.115,65.1193,105.0732,573.1973,44.6418,55.8047,6.8499,0.3207,705.8309,1,1,1,688
r1_measured_00231,cassandra-base,16,1,lr000003::conv-47_qa_5,lr000003::conv-47,lr000003::conv-47_session_3_D3:11,0,2,13.0246,65.0182,65.0225,434.5168,739.0845,14.663,11.0018,3.1006,0.3433,,0,1,1,688
r1_measured_00233,cassandra-base,16,1,lr000014::conv-48_qa_112,lr000014::conv-48,lr000014::conv-48_session_6_D6:4,1,10,16.8961,64.5335,81.118,136.7419,528.6383,33.5094,15.911,0.5998,0.3343,579.0581,1,1,1,679
