op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,edge_count,logical_mutations,commit_ms,graph_visible_ms,relation_candidates_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,graph_projection_ok,relation_candidate_ok,candidate_count
r2_measured_00050,cassandra-base,64,2,lr000010::conv-50_qa_124,lr000010::conv-50,lr000010::conv-50_session_23_D23:11,1,9,43.8981,1110.3456,1551.592,1719.204,1853.7398,240.6789,132.5752,4.9675,0.783,2232.9211,1,1,1,566
r2_measured_00069,cassandra-base,64,2,lr000000::conv-42_qa_34,lr000000::conv-42,lr000000::conv-42_session_3_D3:17,1,14,87.5649,1500.555,1763.0311,1884.2474,2884.0041,235.5479,90.8601,5.0974,1.2796,,0,1,1,626
r2_measured_00104,cassandra-base,64,2,lr000014::conv-49_qa_67,lr000014::conv-49,lr000014::conv-49_session_16_D16:24,1,14,453.6055,1663.0273,1920.2676,2073.0915,3284.2615,160.2322,2.1271,4.87,1.5284,4417.6648,1,1,1,509
r2_measured_00142,cassandra-base,64,2,lr000005::conv-42_qa_180,lr000005::conv-42,lr000005::conv-42_session_25_D25:19,1,14,216.2263,1493.6315,1851.0836,2335.594,3608.7891,169.645,121.8387,0.7212,1.133,3902.2673,1,1,1,628
r2_measured_00147,cassandra-base,64,2,lr000000::conv-43_qa_113,lr000000::conv-43,lr000000::conv-43_session_12_D12:21,0,2,190.1505,1427.3305,1427.3427,1559.6921,2921.5076,123.956,145.3292,4.2107,1.0643,,0,1,1,679
r2_measured_00165,cassandra-base,64,2,lr000014::conv-43_qa_174,lr000014::conv-43,lr000014::conv-43_session_28_D28:10,0,2,153.4143,1324.8768,1324.8849,1483.9636,2951.8791,275.0817,107.2107,1.6017,0.9747,3336.9693,1,1,1,679
r2_measured_00166,cassandra-base,64,2,lr000011::conv-49_qa_66,lr000011::conv-49,lr000011::conv-49_session_16_D16:10,1,18,140.2857,1331.8091,1642.7279,2191.8556,3251.5645,124.0796,54.7589,3.0477,0.8721,3434.4203,1,1,1,509
r2_measured_00173,cassandra-base,64,2,lr000000::conv-47_qa_41,lr000000::conv-47,lr000000::conv-47_session_19_D19:12,1,12,139.1473,1381.4446,1778.4388,2214.3464,3602.9795,276.5776,425.2735,0.7881,1.4548,,0,1,1,686
r2_measured_00182,cassandra-base,64,2,lr000014::conv-41_qa_111,lr000014::conv-41,lr000014::conv-41_session_19_D19:3,1,10,133.2238,1284.0062,1626.2819,2164.1588,3540.0516,135.4973,144.5612,0.9854,0.8727,3822.085,1,1,1,661
r2_measured_00216,cassandra-base,64,2,lr000002::conv-42_qa_140,lr000002::conv-42,lr000002::conv-42_session_17_D17:8,0,2,158.4223,1457.6553,1457.662,1994.188,3147.0467,109.732,109.2147,2.8408,0.9212,,0,1,1,629
r2_measured_00237,cassandra-base,64,2,lr000012::conv-44_qa_1,lr000012::conv-44,lr000012::conv-44_session_1_D1:2,1,16,122.6031,1366.3192,1960.616,2209.1189,3487.728,453.9752,110.4409,11.4646,0.903,4064.6418,1,1,1,672
r2_measured_00247,cassandra-base,64,2,lr000010::conv-48_qa_157,lr000010::conv-48,lr000010::conv-48_session_20_D20:21,1,9,89.9818,1342.4073,1941.2401,2200.6452,3285.804,548.9698,135.9369,1.5818,0.9332,3973.3717,1,1,1,680
r2_measured_00270,cassandra-base,64,2,lr000014::conv-49_qa_8,lr000014::conv-49,lr000014::conv-49_session_1_D1:14,1,14,169.3983,1573.3167,1869.3092,2115.9892,3127.6366,438.4774,132.352,7.8111,0.8805,3707.2784,1,1,1,509
r2_measured_00278,cassandra-base,64,2,lr000013::conv-42_qa_195,lr000013::conv-42,lr000013::conv-42_session_28_D28:29,0,2,141.6474,1542.9262,1542.9325,1785.3116,2801.5134,141.8486,114.9862,0.6528,0.771,,0,1,1,624
r2_measured_00280,cassandra-base,64,2,lr000011::conv-41_qa_44,lr000011::conv-41,lr000011::conv-41_session_25_D25:2,1,12,133.6337,1559.1793,1834.279,2043.6673,2909.7842,537.9612,98.4979,4.8431,0.7548,3551.9492,1,1,1,662
r2_measured_00329,cassandra-base,64,2,lr000008::conv-44_qa_22,lr000008::conv-44,lr000008::conv-44_session_14_D14:1,2,19,149.1784,1549.0703,1991.1772,2127.2153,3408.0473,375.0684,106.9011,0.9637,1.0666,3892.1874,1,1,1,674
r2_measured_00338,cassandra-base,64,2,lr000010::conv-26_qa_145,lr000010::conv-26,lr000010::conv-26_session_18_D18:5,1,12,124.4947,1524.0033,1792.4411,1915.9716,2733.1895,410.3024,50.4999,0.6121,0.9047,3195.5928,1,1,1,418
r2_measured_00341,cassandra-base,64,2,lr000013::conv-48_qa_169,lr000013::conv-48,lr000013::conv-48_session_24_D24:2,2,17,119.112,1517.2941,1934.7742,2099.2851,3257.9365,268.0259,62.8429,3.3947,0.8125,3593.1213,1,1,1,679
r2_measured_00342,cassandra-base,64,2,lr000012::conv-48_qa_163,lr000012::conv-48,lr000012::conv-48_session_22_D22:25,0,2,111.5367,1542.6186,1542.6283,1748.9209,2757.5228,424.3221,126.2632,2.271,0.9381,3311.4435,1,1,1,681
r2_measured_00368,cassandra-base,64,2,lr000007::conv-44_qa_22,lr000007::conv-44,lr000007::conv-44_session_14_D14:1,2,19,214.9527,1607.3063,1938.0757,2146.9786,3117.5153,278.5254,87.2707,3.9865,0.9422,3488.3529,1,1,1,675
r2_measured_00427,cassandra-base,64,2,lr000007::conv-49_qa_153,lr000007::conv-49,lr000007::conv-49_session_25_D25:8,1,9,148.8034,1378.7877,1611.6828,1736.1561,2632.2288,226.6419,244.4388,2.9253,1.0202,3107.3777,1,1,1,507
r2_measured_00479,cassandra-base,64,2,lr000007::conv-26_qa_150,lr000007::conv-26,lr000007::conv-26_session_18_D18:13,0,2,216.527,933.3463,933.3545,1098.4291,1614.9235,427.5883,7.837,0.4398,0.7848,,0,1,1,418
r2_measured_00519,cassandra-base,64,2,lr000005::conv-30_qa_8,lr000005::conv-30,lr000005::conv-30_session_2_D2:4,2,23,203.8957,840.1034,1538.0998,1698.9195,2122.7295,248.2657,31.7566,0.5699,1.0314,2404.4506,1,1,1,369
r2_measured_00534,cassandra-base,64,2,lr000010::conv-44_qa_25,lr000010::conv-44,lr000010::conv-44_session_17_D17:1,1,9,109.8957,721.2536,877.4035,1040.7144,1930.0196,128.9098,88.5178,3.8861,1.0769,2152.6226,1,1,1,674
r2_measured_00549,cassandra-base,64,2,lr000006::conv-47_qa_13,lr000006::conv-47,lr000006::conv-47_session_6_D6:12,1,14,82.618,735.1381,998.7322,1405.9564,2329.2489,185.9642,141.1622,9.4521,0.9457,2666.9256,1,1,1,688
r2_measured_00560,cassandra-base,64,2,lr000001::conv-49_qa_112,lr000001::conv-49,lr000001::conv-49_session_9_D9:5,1,18,208.7644,1220.4513,1469.4298,1743.3908,2214.7769,227.5409,196.6816,0.7525,0.9425,,0,1,1,508
r2_measured_00572,cassandra-base,64,2,lr000014::conv-43_qa_158,lr000014::conv-43,lr000014::conv-43_session_25_D25:14,1,14,180.4225,1092.0524,1339.3355,1652.1651,2210.0845,184.8317,12.6023,0.9213,0.821,2409.3736,1,1,1,680
r2_measured_00588,cassandra-base,64,2,lr000009::conv-42_qa_106,lr000009::conv-42,lr000009::conv-42_session_4_D4:16,0,2,164.9295,1221.485,1221.4927,1476.4655,1880.9695,214.8546,165.8026,11.3632,0.8116,,0,1,1,625
r2_measured_00608,cassandra-base,64,2,lr000009::conv-44_qa_34,lr000009::conv-44,lr000009::conv-44_session_12_D12:1,1,9,125.5359,1426.7672,1682.6609,1882.1727,3167.7024,300.7326,164.7724,39.88,0.8719,3674.1686,1,1,1,673
r2_measured_00644,cassandra-base,64,2,lr000002::conv-26_qa_103,lr000002::conv-26,lr000002::conv-26_session_6_D6:10,0,2,156.0715,1465.3857,1465.3924,1638.8593,2035.9034,152.6096,21.4151,1.171,1.0267,2212.2457,1,1,1,419
r2_measured_00652,cassandra-base,64,2,lr000014::conv-42_qa_169,lr000014::conv-42,lr000014::conv-42_session_24_D24:4,1,9,151.1796,1471.5259,1719.172,1948.9291,2011.3644,160.838,76.3338,7.2516,0.8861,,0,1,1,625
r2_measured_00671,cassandra-base,64,2,lr000005::conv-47_qa_107,lr000005::conv-47,lr000005::conv-47_session_18_D18:3,0,2,406.0792,1530.8643,1530.8711,1803.3534,2969.5591,348.0242,148.8267,12.7409,0.9371,,0,1,1,689
r2_measured_00728,cassandra-base,64,2,lr000007::conv-41_qa_151,lr000007::conv-41,lr000007::conv-41_session_32_D32:11,1,9,236.3525,1291.9946,1556.9024,2284.1488,3032.6711,304.4714,423.5949,1.9667,1.0532,3763.8735,1,1,1,660
r2_measured_00730,cassandra-base,64,2,lr000001::conv-42_qa_67,lr000001::conv-42,lr000001::conv-42_session_8_D8:3,0,2,240.0598,1274.9105,1274.919,1472.6022,2392.9479,346.5268,90.747,11.0492,0.9212,,0,1,1,628
r2_measured_00764,cassandra-base,64,2,lr000013::conv-48_qa_187,lr000013::conv-48,lr000013::conv-48_session_29_D29:12,1,9,166.4127,1236.0771,2041.0454,2365.4127,3460.2903,167.0594,122.028,3.2907,1.0099,3753.8469,1,1,1,680
