op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,edge_count,logical_mutations,commit_ms,graph_visible_ms,relation_candidates_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,graph_projection_ok,relation_candidate_ok,candidate_count
r0_measured_00015,neo4j-native,64,0,lr000007::conv-48_qa_116,lr000007::conv-48,lr000007::conv-48_session_7_D7:20,1,8,9.2319,44.6289,72.056,199.5201,614.1959,2170.1676,15.5397,1.1732,0.3409,2801.4959,1,1,1,681
r0_measured_00024,neo4j-native,64,0,lr000010::conv-30_qa_60,lr000010::conv-30,lr000010::conv-30_session_9_D9:5,1,7,10.1831,78.6383,193.4175,221.3517,440.2431,1030.8886,3.5593,0.8073,0.3321,,0,1,1,367
r0_measured_00070,neo4j-native,64,0,lr000007::conv-43_qa_115,lr000007::conv-43,lr000007::conv-43_session_13_D13:4,1,11,13.2462,57.6956,95.0726,143.8464,631.6148,2157.2359,27.7639,1.6895,0.3361,2818.7227,1,1,1,677
r0_measured_00094,neo4j-native,64,0,lr000016::conv-49_qa_116,lr000016::conv-49,lr000016::conv-49_session_11_D11:8,0,3,11.6607,63.0716,63.0754,117.3989,617.6548,1455.1516,16.3505,0.9754,0.397,2090.6027,1,1,1,509
r0_measured_00097,neo4j-native,64,0,lr000007::conv-47_qa_94,lr000007::conv-47,lr000007::conv-47_session_13_D13:8,1,13,21.5778,120.3447,184.4778,244.0552,746.7469,2124.0747,24.5619,0.984,0.3758,,0,1,1,688
r0_measured_00115,neo4j-native,64,0,lr000009::conv-26_qa_8,lr000009::conv-26,lr000009::conv-26_session_3_D3:1,2,12,24.3951,98.1703,167.4368,207.3814,521.3657,1206.4786,5.5706,0.7009,0.3205,1734.4946,1,1,1,416
r0_measured_00132,neo4j-native,64,0,lr000008::conv-26_qa_66,lr000008::conv-26,lr000008::conv-26_session_16_D16:4,1,8,9.4892,69.7001,101.8276,135.5536,385.209,1342.7325,6.3737,2.9687,0.359,,0,1,1,418
r0_measured_00143,neo4j-native,64,0,lr000010::conv-48_qa_112,lr000010::conv-48,lr000010::conv-48_session_6_D6:4,1,9,14.2728,61.7895,90.0447,139.115,606.1381,2233.8577,16.1188,2.7366,0.3512,2859.2903,1,1,1,681
r0_measured_00157,neo4j-native,64,0,lr000013::conv-50_qa_59,lr000013::conv-50,lr000013::conv-50_session_2_D2:1,1,7,11.8597,59.8566,83.8435,136.002,610.4887,1839.8478,10.5624,4.7771,0.4262,2466.1913,1,1,1,566
r0_measured_00190,neo4j-native,64,0,lr000014::conv-50_qa_25,lr000014::conv-50,lr000014::conv-50_session_15_D15:1,1,7,13.3093,57.008,109.4758,145.1615,561.519,1906.8132,35.2145,0.4791,0.4229,2504.5573,1,1,1,565
r0_measured_00196,neo4j-native,64,0,lr000001::conv-47_qa_4,lr000001::conv-47,lr000001::conv-47_session_3_D3:5,0,3,10.4189,48.0636,48.0675,107.2662,536.1881,2210.9899,22.6452,0.9339,0.3441,,0,1,1,686
r0_measured_00205,neo4j-native,64,0,lr000011::conv-44_qa_105,lr000011::conv-44,lr000011::conv-44_session_23_D23:14,1,11,13.9557,74.3758,185.5116,254.7354,1345.8146,2192.6637,45.5496,2.6429,0.3472,3587.0971,1,1,1,674
