op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,edge_count,logical_mutations,commit_ms,graph_visible_ms,relation_candidates_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,graph_projection_ok,relation_candidate_ok,candidate_count
r1_measured_00001,cassandra-base,64,1,lr000013::conv-42_qa_197,lr000013::conv-42,lr000013::conv-42_session_29_D29:8,1,9,2.3023,85.7642,303.1417,348.3998,562.9435,169.2183,47.6614,3.4069,0.3166,783.6127,1,1,1,628
r1_measured_00037,cassandra-base,64,1,lr000014::conv-41_qa_98,lr000014::conv-41,lr000014::conv-41_session_15_D15:13,1,12,55.0188,699.9872,830.0591,901.85,1479.3372,205.337,44.1659,1.7793,0.3171,2375.4862,1,1,1,661
r1_measured_00048,cassandra-base,64,1,lr000013::conv-30_qa_9,lr000013::conv-30,lr000013::conv-30_session_2_D2:5,1,10,43.1415,684.0614,820.7863,884.2098,1239.2626,69.0228,0.2574,0.2425,0.3143,1309.1441,1,1,1,366
r1_measured_00073,cassandra-base,64,1,lr000008::conv-26_qa_68,lr000008::conv-26,lr000008::conv-26_session_16_D16:8,2,18,223.3967,792.2663,1078.5517,1201.7741,1684.4578,94.1352,12.2557,1.3947,0.3398,1792.6458,1,1,1,417
r1_measured_00080,cassandra-base,64,1,lr000002::conv-41_qa_0,lr000002::conv-41,lr000002::conv-41_session_13_D13:16,0,2,222.9275,761.1329,761.1379,854.0211,1659.4744,100.6832,43.4441,9.23,0.3154,1813.2109,1,1,1,663
r1_measured_00119,cassandra-base,64,1,lr000001::conv-42_qa_19,lr000001::conv-42,lr000001::conv-42_session_8_D8:4,1,9,106.4548,577.1769,725.4174,808.6241,1635.0015,83.9572,47.7202,0.9853,0.3612,1768.0949,1,1,1,627
r1_measured_00125,cassandra-base,64,1,lr000012::conv-30_qa_41,lr000012::conv-30,lr000012::conv-30_session_1_D1:17,1,9,110.0581,580.6121,751.1477,801.5719,1259.5271,171.8988,5.8747,0.2329,0.3404,1437.9266,1,1,1,368
r1_measured_00155,cassandra-base,64,1,lr000014::conv-41_qa_136,lr000014::conv-41,lr000014::conv-41_session_27_D27:13,0,2,76.3376,626.1448,626.1498,1195.1101,1973.2349,125.8841,54.4472,3.4472,0.3202,2157.3932,1,1,1,661
r1_measured_00169,cassandra-base,64,1,lr000003::conv-47_qa_93,lr000003::conv-47,lr000003::conv-47_session_12_D12:5,0,2,71.0006,604.556,604.5603,666.4279,1527.3985,123.4981,59.4993,4.1206,0.3481,2406.5344,1,1,1,689
r1_measured_00231,cassandra-base,64,1,lr000003::conv-47_qa_5,lr000003::conv-47,lr000003::conv-47_session_3_D3:11,0,2,132.6268,609.2689,609.2732,1452.1336,2201.0513,85.9094,17.8367,0.4716,0.3489,,0,1,1,689
r1_measured_00233,cassandra-base,64,1,lr000014::conv-48_qa_112,lr000014::conv-48,lr000014::conv-48_session_6_D6:4,1,10,129.9398,608.065,772.825,836.1798,1711.4982,65.8031,28.9258,4.263,0.3099,1810.8578,1,1,1,679
r1_measured_00273,cassandra-base,64,1,lr000005::conv-42_qa_44,lr000005::conv-42,lr000005::conv-42_session_22_D22:2,1,18,62.2309,623.8974,720.0799,860.3671,1704.9678,97.8498,54.2786,1.7858,0.4199,1859.37,1,1,1,629
r1_measured_00274,cassandra-base,64,1,lr000013::conv-50_qa_59,lr000013::conv-50,lr000013::conv-50_session_2_D2:1,1,8,63.7935,624.2503,769.6186,884.8433,1586.1111,101.4938,11.0914,0.8912,0.337,1699.9852,1,1,1,564
r1_measured_00294,cassandra-base,64,1,lr000007::conv-48_qa_134,lr000007::conv-48,lr000007::conv-48_session_14_D14:6,1,18,66.9958,595.54,725.4247,855.6704,1726.1941,119.8312,34.2195,4.7395,0.3318,2416.4804,1,1,1,679
r1_measured_00297,cassandra-base,64,1,lr000013::conv-26_qa_101,lr000013::conv-26,lr000013::conv-26_session_5_D5:8,1,14,70.7609,591.757,748.5505,840.7022,1332.0549,49.2215,137.3062,0.2285,0.4028,1519.2681,1,1,1,418
