op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,edge_count,logical_mutations,commit_ms,graph_visible_ms,relation_candidates_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,graph_projection_ok,relation_candidate_ok,candidate_count
r0_measured_00015,cassandra-base,8,0,lr000007::conv-48_qa_116,lr000007::conv-48,lr000007::conv-48_session_7_D7:20,1,9,8.2128,26.0114,34.352,68.1556,103.4928,12.5096,14.4781,0.675,0.3468,131.5876,1,1,1,681
r0_measured_00024,cassandra-base,8,0,lr000010::conv-30_qa_60,lr000010::conv-30,lr000010::conv-30_session_9_D9:5,1,8,5.4044,43.0456,46.3383,64.9243,71.7807,10.3083,0.5359,0.2058,0.2955,,0,1,1,367
r0_measured_00070,cassandra-base,8,0,lr000007::conv-43_qa_115,lr000007::conv-43,lr000007::conv-43_session_13_D13:4,1,12,5.0662,30.116,37.459,71.0249,213.9784,24.8929,17.3141,1.107,0.4457,257.829,1,1,1,677
r0_measured_00094,cassandra-base,8,0,lr000016::conv-49_qa_116,lr000016::conv-49,lr000016::conv-49_session_11_D11:8,0,2,7.1031,26.5013,26.5057,77.5686,106.4767,30.4254,16.5266,3.4051,0.5769,157.5372,1,1,1,509
r0_measured_00097,cassandra-base,8,0,lr000007::conv-47_qa_94,lr000007::conv-47,lr000007::conv-47_session_13_D13:8,1,14,4.7295,40.8541,47.9823,77.4794,203.4656,9.9364,21.696,0.9905,1.1915,,0,1,1,688
r0_measured_00115,cassandra-base,8,0,lr000009::conv-26_qa_8,lr000009::conv-26,lr000009::conv-26_session_3_D3:1,2,15,5.217,60.3953,80.8932,105.8795,359.1254,5.1152,1.5374,0.4189,0.3485,366.6107,1,1,1,416
r0_measured_00132,cassandra-base,8,0,lr000008::conv-26_qa_66,lr000008::conv-26,lr000008::conv-26_session_16_D16:4,1,9,13.9254,44.1475,49.0,189.5037,271.1433,24.4036,3.9329,0.3689,0.3067,,0,1,1,418
r0_measured_00143,cassandra-base,8,0,lr000010::conv-48_qa_112,lr000010::conv-48,lr000010::conv-48_session_6_D6:4,1,10,7.5878,158.8506,162.9006,208.4555,296.2566,7.7256,20.9481,0.4551,0.3782,325.8406,1,1,1,681
r0_measured_00157,cassandra-base,8,0,lr000013::conv-50_qa_59,lr000013::conv-50,lr000013::conv-50_session_2_D2:1,1,8,6.9635,18.4337,23.6398,57.3223,85.2974,7.3595,4.7212,2.7347,3.1099,103.3475,1,1,1,566
r0_measured_00190,cassandra-base,8,0,lr000014::conv-50_qa_25,lr000014::conv-50,lr000014::conv-50_session_15_D15:1,1,8,8.8006,27.3595,34.1642,85.8298,195.3699,7.6461,5.2676,1.9381,0.313,210.593,1,1,1,565
r0_measured_00196,cassandra-base,8,0,lr000001::conv-47_qa_4,lr000001::conv-47,lr000001::conv-47_session_3_D3:5,0,2,5.8465,43.0894,43.0934,78.2429,183.1278,7.3921,5.2295,0.7172,0.3064,,0,1,1,686
r0_measured_00205,cassandra-base,8,0,lr000011::conv-44_qa_105,lr000011::conv-44,lr000011::conv-44_session_23_D23:14,1,12,27.8785,54.419,58.5089,88.6894,144.4207,5.3223,11.7961,2.1862,0.383,208.701,1,1,1,674
r0_measured_00209,cassandra-base,8,0,lr000011::conv-44_qa_18,lr000011::conv-44,lr000011::conv-44_session_11_D11:4,1,10,4.7172,20.7846,42.2792,78.091,157.6545,7.8281,3.7539,0.4103,0.3312,,0,1,1,674
r0_measured_00241,cassandra-base,8,0,lr000000::conv-48_qa_133,lr000000::conv-48,lr000000::conv-48_session_13_D13:5,1,16,4.129,29.9043,36.3012,68.6914,165.8064,89.1208,1.7973,0.3942,0.3237,,0,1,1,681
r0_measured_00254,cassandra-base,8,0,lr000013::conv-44_qa_58,lr000013::conv-44,lr000013::conv-44_session_25_D25:14,1,9,30.171,46.5188,55.3371,89.4549,132.0547,91.4537,13.6649,0.7133,0.3337,238.292,1,1,1,674
r0_measured_00281,cassandra-base,8,0,lr000000::conv-48_qa_80,lr000000::conv-48,lr000000::conv-48_session_10_D10:20,0,2,5.0479,31.4015,31.4073,136.3022,300.8038,11.7444,3.411,4.5573,0.8232,321.4252,1,1,1,681
r0_measured_00296,cassandra-base,8,0,lr000015::conv-41_qa_61,lr000015::conv-41,lr000015::conv-41_session_31_D31:2,1,16,4.9556,25.1156,31.6373,72.5801,219.5939,6.3836,4.4679,3.0109,0.3263,233.8463,1,1,1,661
r0_measured_00379,cassandra-base,8,0,lr000007::conv-43_qa_121,lr000007::conv-43,lr000007::conv-43_session_14_D14:7,0,2,10.3907,42.0448,42.0499,96.5293,337.5395,15.975,15.0243,1.7777,1.3842,371.8368,1,1,1,678
r0_measured_00380,cassandra-base,8,0,lr000004::conv-30_qa_56,lr000004::conv-30,lr000004::conv-30_session_6_D6:15,1,9,10.1317,39.8963,60.343,96.1609,213.0158,3.6893,2.5683,0.2128,0.3077,,0,1,1,366
