op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,edge_count,logical_mutations,commit_ms,graph_visible_ms,relation_candidates_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,graph_projection_ok,relation_candidate_ok,candidate_count
r2_measured_00050,neo4j-native,1,2,lr000010::conv-50_qa_124,lr000010::conv-50,lr000010::conv-50_session_23_D23:11,1,8,4.5091,20.4608,34.0426,52.866,54.8025,12.2485,0.5919,0.3718,0.3518,68.427,1,1,1,566
r2_measured_00069,neo4j-native,1,2,lr000000::conv-42_qa_34,lr000000::conv-42,lr000000::conv-42_session_3_D3:17,1,13,4.7952,24.772,38.271,56.8643,59.1147,11.2836,0.5463,0.3413,0.3068,,0,1,1,626
r2_measured_00104,neo4j-native,1,2,lr000014::conv-49_qa_67,lr000014::conv-49,lr000014::conv-49_session_16_D16:24,1,13,4.8478,26.1201,41.1786,58.5364,60.1273,8.8307,0.471,0.2825,0.3148,70.0779,1,1,1,508
r2_measured_00142,neo4j-native,1,2,lr000005::conv-42_qa_180,lr000005::conv-42,lr000005::conv-42_session_25_D25:19,1,13,4.4911,23.2739,36.7418,57.6143,59.8293,12.0884,0.6075,0.3868,0.3402,73.329,1,1,1,628
r2_measured_00147,neo4j-native,1,2,lr000000::conv-43_qa_113,lr000000::conv-43,lr000000::conv-43_session_12_D12:21,0,3,4.0999,26.8556,26.8598,47.8496,50.1238,12.1403,0.6046,0.4034,0.3166,,0,1,1,679
r2_measured_00165,neo4j-native,1,2,lr000014::conv-43_qa_174,lr000014::conv-43,lr000014::conv-43_session_28_D28:10,0,3,4.5055,22.609,22.6131,42.1578,44.4891,11.4132,0.5597,0.3753,0.3043,57.1958,1,1,1,679
r2_measured_00166,neo4j-native,1,2,lr000011::conv-49_qa_66,lr000011::conv-49,lr000011::conv-49_session_16_D16:10,1,17,3.2223,20.2377,34.3612,49.8617,51.5196,8.7729,0.4584,0.266,0.3,61.3743,1,1,1,509
r2_measured_00173,neo4j-native,1,2,lr000000::conv-47_qa_41,lr000000::conv-47,lr000000::conv-47_session_19_D19:12,1,11,5.0579,26.6112,41.7189,61.7236,64.2373,13.0717,0.6251,0.415,0.3424,,0,1,1,686
r2_measured_00182,neo4j-native,1,2,lr000014::conv-41_qa_111,lr000014::conv-41,lr000014::conv-41_session_19_D19:3,1,9,4.9709,24.9241,38.0106,59.4607,61.9562,12.4872,0.6231,0.3905,0.3094,75.8452,1,1,1,661
r2_measured_00216,neo4j-native,1,2,lr000002::conv-42_qa_140,lr000002::conv-42,lr000002::conv-42_session_17_D17:8,0,3,3.672,23.0242,23.0291,42.0012,44.2593,11.5871,0.5344,0.3433,0.2976,,0,1,1,629
